entry,dist,vix,sl,n,wr,pnl,return_pct,cagr,pf,avg_w,avg_l,expectancy,sharpe,calmar,max_dd,max_dd_pct,best_trade,worst_trade,avg_prem,full_prem_pct,one_stopped_pct,both_stopped_pct,max_consec_loss
09:15,200,off,3.0,128,61.71875,761913.25,76.19132499999999,9.377504307261542,2.7531686609121526,15145.637341772155,-8869.226530612246,5952.447265625,2.0342985947995613,0.9449786670482735,99235.08999999997,9.923508999999997,127448.92,-99235.09,35.1834375,60.15625,39.84375,0.0,3
09:20,150,off,2.5,195,50.76923076923077,739912.0000000001,73.9912,9.160214535863753,2.033597780976011,14704.774444444445,-7456.881979166666,3794.4205128205135,1.5907870261155794,1.1780071897732534,77760.26000000001,7.776026000000001,125272.54,-73779.21,35.83297435897436,45.12820512820513,52.820512820512825,2.051282051282051,6
09:15,200,off,2.5,128,58.59375,723256.5700000001,72.325657,8.994177923258295,2.771629557131172,15086.67,-7702.710943396226,5650.4419531250005,2.012993346814194,1.288711691103078,69792.01000000001,6.9792010000000015,127448.92,-69792.01,35.1834375,53.125,44.53125,2.34375,4
09:45,150,off,2.5,177,53.10734463276836,662186.0,66.21860000000001,8.373577598587566,2.1700647086675184,13065.166382978725,-6818.549879518071,3741.1638418079096,1.722734153074049,1.1349076100908546,73782.02000000002,7.378202000000002,120604.15,-39244.1,33.08598870056497,48.0225988700565,49.152542372881356,2.824858757062147,6
09:20,200,off,2.0,118,62.71186440677966,647955.4599999998,64.79554599999999,8.226214111477415,4.921714178049951,10988.891486486486,-3755.0570454545455,5491.147966101694,2.736688657979802,2.240517367773131,36715.689999999944,3.6715689999999945,92169.43,-28965.91,33.018220338983056,39.83050847457627,57.6271186440678,2.5423728813559325,4
09:30,200,off,3.0,114,64.03508771929825,642047.27,64.204727,8.164717366868523,2.4885217456783995,14703.827534246575,-10520.296097560977,5631.993596491228,1.3875396557548332,1.6665310739441894,48992.29000000004,4.899229000000004,264579.67,-79228.49,31.107456140350877,63.1578947368421,34.21052631578947,2.631578947368421,4
09:45,200,off,2.0,105,56.19047619047619,561151.45,56.115145,7.303387208168455,4.567034684022821,12177.413559322034,-3419.9119565217393,5344.299523809524,2.3946141854099126,4.3188910022266995,16910.330000000075,1.6910330000000073,111275.14,-18532.4,29.67142857142857,41.904761904761905,54.285714285714285,3.8095238095238098,4
09:30,150,off,2.5,187,53.475935828877006,556538.3600000001,55.65383600000001,7.253146529473353,1.6927090816290247,13599.612899999998,-9234.746321839079,2976.1409625668452,1.2328188338891608,0.5260472650753486,137880.13,13.788013000000001,123574.94,-64448.33,34.75032085561497,48.663101604278076,48.1283422459893,3.2085561497326207,5
09:20,150,off,3.0,195,52.307692307692314,538778.9000000001,53.877890000000015,7.058552490374614,1.5092572712626235,15654.40068627451,-11376.021182795701,2762.9687179487187,0.9769622871770147,0.4026975595445467,175281.72999999998,17.528172999999995,125272.54,-105833.45,35.83297435897436,51.28205128205128,47.179487179487175,1.5384615384615385,6
09:20,200,off,2.5,118,59.32203389830508,493266.72000000015,49.326672000000016,6.551095785066585,2.4981839709984492,11750.14014285714,-6859.231041666667,4180.226440677968,1.9767491207167285,1.2238336359837658,53529.30000000005,5.352930000000004,92169.43,-52375.13,33.018220338983056,51.69491525423729,46.61016949152542,1.694915254237288,4
