date,entry_time,spot_at_entry,spot_at_close,vix,expiry,ce_strike,pe_strike,ce_entry_prem,pe_entry_prem,ce_exit_prem,pe_exit_prem,ce_stopped,pe_stopped,ce_exit_time,pe_exit_time,lots_per_leg,total_premium_collected,gross_pnl,total_costs,net_pnl,strike_dist,sl_mult,vix_filter,cumulative_pnl,equity
2023-01-12,09:15,17902.7,17866.0,15.57,2023-01-12,18000,17800,24.85,21.2,0.05,0.05,False,False,15:25,15:25,18,46.05,20677.5,123.73,20553.77,100,3.0,off,738247.4699999996,1738247.4699999997
2023-01-19,09:15,18116.0,18089.0,14.43,2023-01-19,18200,18000,13.75,14.2,0.05,0.1,False,False,15:25,15:25,18,27.95,12510.0,112.22,12397.78,100,3.0,off,750645.2499999997,1750645.2499999995
2023-01-25,09:15,18078.6,17910.0,13.84,2023-01-25,18200,18000,7.05,13.4,0.05,40.2,False,True,15:25,09:55,18,20.45,-8910.0,115.47,-9025.47,100,3.0,off,741619.7799999997,1741619.7799999998
2023-02-02,09:15,17517.3,17611.8,17.21,2023-02-02,17600,17400,47.3,43.3,10.5,0.05,False,False,15:25,15:25,19,90.6,38023.75,157.5,37866.25,100,3.0,off,779486.0299999997,1779486.0299999998
2023-02-09,09:15,17826.5,17897.1,13.78,2023-02-09,17950,17750,13.75,20.65,0.05,0.05,False,False,15:25,15:25,18,34.4,15435.0,116.31,15318.69,100,3.0,off,794804.7199999996,1794804.7199999997
2023-02-23,09:15,17560.2,17523.8,15.48,2023-02-23,17650,17450,19.2,15.75,0.05,0.05,False,False,15:25,15:25,18,34.95,15682.5,116.67,15565.83,100,3.0,off,810370.5499999996,1810370.5499999996
2023-03-02,09:15,17441.3,17318.7,12.85,2023-03-02,17550,17350,7.7,12.9,0.05,39.9,False,True,15:25,13:40,19,20.6,-9191.25,116.67,-9307.92,100,3.0,off,801062.6299999995,1801062.6299999994
2023-03-09,09:15,17757.0,17582.8,12.49,2023-03-09,17850,17650,8.0,9.3,0.05,30.05,False,True,15:25,13:42,18,17.3,-5760.0,111.43,-5871.43,100,3.0,off,795191.1999999995,1795191.1999999995
2023-03-16,09:15,16944.7,17010.2,16.53,2023-03-16,17050,16850,20.0,22.4,0.05,0.05,False,False,15:25,15:25,19,42.4,20092.5,122.91,19969.59,100,3.0,off,815160.7899999995,1815160.7899999996
2023-03-23,09:15,17077.7,17068.5,15.0,2023-03-23,17200,17000,13.15,28.05,0.05,0.05,False,False,15:25,15:25,19,41.2,19522.5,122.11,19400.39,100,3.0,off,834561.1799999995,1834561.1799999995
2023-03-29,09:15,17004.2,17116.3,14.83,2023-03-29,17100,16900,10.9,14.7,0.05,0.1,False,False,15:25,15:25,19,25.6,12088.75,111.63,11977.12,100,3.0,off,846538.2999999995,1846538.2999999993
2023-04-13,09:15,17792.0,17828.2,12.2,2023-04-13,17900,17700,7.4,10.75,0.05,0.05,False,False,15:25,15:25,18,18.15,8122.5,105.97,8016.53,100,3.0,off,854554.8299999995,1854554.8299999996
2023-04-27,09:15,17802.8,17923.2,11.8,2023-04-27,17900,17700,5.1,7.75,15.35,0.05,True,False,15:14,15:25,18,12.85,-1147.5,105.66,-1253.16,100,3.0,off,853301.6699999995,1853301.6699999995
2023-05-11,09:15,18343.1,18304.5,12.98,2023-05-11,18450,18250,6.1,7.85,0.05,0.05,False,False,15:25,15:25,18,13.95,6232.5,103.3,6129.2,100,3.0,off,859430.8699999994,1859430.8699999994
2023-05-25,09:15,18267.5,18335.9,12.78,2023-05-25,18350,18150,10.55,6.4,0.05,0.05,False,False,15:25,15:25,18,16.95,7582.5,105.21,7477.29,100,3.0,off,866908.1599999995,1866908.1599999995
2023-06-01,09:15,18530.8,18486.1,11.77,2023-06-01,18650,18450,5.75,13.7,0.05,0.05,False,False,15:25,15:25,17,19.45,8223.75,106.12,8117.63,100,3.0,off,875025.7899999995,1875025.7899999996
2023-06-22,09:15,18844.5,18779.3,11.42,2023-06-22,18950,18750,5.9,9.4,0.05,0.05,False,False,15:25,15:25,17,15.3,6460.0,103.62,6356.38,100,3.0,off,881382.1699999995,1881382.1699999995
2023-06-28,09:15,18869.8,18991.9,10.67,2023-06-28,18950,18750,8.15,6.7,25.85,0.05,True,False,11:12,15:25,17,14.85,-4696.25,108.22,-4804.47,100,3.0,off,876577.6999999995,1876577.6999999995
2023-07-06,09:15,19387.0,19486.2,11.97,2023-07-06,19500,19300,8.15,19.6,24.65,0.1,True,False,10:27,15:25,17,27.75,1275.0,115.76,1159.24,100,3.0,off,877736.9399999995,1877736.9399999995
2023-07-13,09:15,19471.2,19443.2,10.77,2023-07-13,19550,19350,13.65,7.4,0.1,0.05,False,False,15:25,15:25,17,21.05,8882.5,107.08,8775.42,100,3.0,off,886512.3599999995,1886512.3599999994
2023-07-20,09:15,19834.5,19970.0,11.83,2023-07-20,19950,19750,8.5,21.55,33.0,0.1,True,False,14:26,15:25,16,30.05,-1220.0,117.29,-1337.29,100,3.0,off,885175.0699999995,1885175.0699999994
2023-07-27,09:15,19835.2,19700.2,10.43,2023-07-27,19950,19750,12.4,11.3,0.1,34.2,False,True,15:25,11:17,16,23.7,-4240.0,113.9,-4353.9,100,3.0,off,880821.1699999995,1880821.1699999995
2023-08-03,09:15,19449.5,19394.5,11.52,2023-08-03,19550,19350,13.0,17.7,0.1,55.2,False,True,15:25,14:11,17,30.7,-10455.0,123.3,-10578.3,100,3.0,off,870242.8699999994,1870242.8699999994
2023-08-10,09:15,19606.0,19549.2,11.25,2023-08-10,19700,19500,13.1,19.4,0.05,0.05,False,False,15:25,15:25,17,32.5,13770.0,113.95,13656.05,100,3.0,off,883898.9199999995,1883898.9199999995
2023-08-17,09:15,19441.0,19346.2,12.3,2023-08-17,19550,19350,9.6,16.95,0.05,0.05,False,False,15:25,15:25,17,26.55,11241.25,110.38,11130.87,100,3.0,off,895029.7899999995,1895029.7899999996
2023-08-24,09:15,19517.0,19380.4,11.02,2023-08-24,19600,19400,8.8,6.2,0.05,13.25,False,False,15:25,15:25,17,15.0,722.5,105.93,616.57,100,3.0,off,895646.3599999994,1895646.3599999994
2023-08-31,09:15,19362.8,19279.5,11.9,2023-08-31,19450,19250,6.5,8.45,0.05,0.15,False,False,15:25,15:25,17,14.95,6268.75,103.43,6165.32,100,3.0,off,901811.6799999994,1901811.6799999992
2023-09-14,09:15,20124.5,20101.8,11.68,2023-09-14,20200,20000,15.1,10.25,0.05,0.05,False,False,15:25,15:25,16,25.35,10100.0,108.76,9991.24,100,3.0,off,911802.9199999993,1911802.9199999995
2023-09-21,09:15,19840.0,19748.8,11.1,2023-09-21,19950,19750,6.35,12.45,0.05,39.4,False,True,15:25,10:06,16,18.8,-8260.0,112.05,-8372.05,100,3.0,off,903430.8699999993,1903430.8699999992
2023-09-28,09:15,19744.3,19553.3,11.54,2023-09-28,19850,19650,6.95,14.3,0.1,43.2,False,True,15:25,09:44,16,21.25,-8820.0,114.12,-8934.12,100,3.0,off,894496.7499999993,1894496.7499999993
2023-10-05,09:15,19522.6,19546.6,11.41,2023-10-05,19600,19400,9.2,6.9,0.05,0.05,False,False,15:25,15:25,17,16.1,6800.0,104.1,6695.9,100,3.0,off,901192.6499999993,1901192.6499999994
2023-10-19,09:15,19558.7,19611.9,11.02,2023-10-19,19650,19450,7.75,5.75,30.2,0.05,True,False,11:28,15:25,17,13.5,-7118.75,108.23,-7226.98,100,3.0,off,893965.6699999993,1893965.6699999995
2023-10-26,09:15,19024.2,18848.5,11.7,2023-10-26,19100,18900,18.3,12.95,0.1,44.85,False,True,15:25,10:13,17,31.25,-5822.5,121.68,-5944.18,100,3.0,off,888021.4899999993,1888021.4899999993
2023-11-02,09:15,19137.1,19144.8,11.26,2023-11-02,19250,19050,7.25,11.2,0.05,0.05,False,False,15:25,15:25,17,18.45,7798.75,105.51,7693.24,100,3.0,off,895714.7299999993,1895714.7299999993
2023-11-23,09:15,19847.7,19811.0,11.84,2023-11-23,19950,19750,5.0,6.2,0.05,0.05,False,False,15:25,15:25,16,11.2,4440.0,100.76,4339.24,100,3.0,off,900053.9699999993,1900053.9699999993
2023-11-30,09:15,20130.8,20127.2,12.22,2023-11-30,20250,20050,5.6,13.45,0.05,44.7,False,True,15:25,09:54,16,19.05,-10280.0,113.14,-10393.14,100,3.0,off,889660.8299999993,1889660.8299999991
2023-12-07,09:15,20873.8,20916.1,13.26,2023-12-07,20950,20750,16.9,9.2,0.05,0.05,False,False,15:25,15:25,15,26.1,9750.0,108.26,9641.74,100,3.0,off,899302.5699999993,1899302.5699999994
2023-12-14,09:15,21094.0,21195.2,11.86,2023-12-14,21200,21000,6.15,10.3,18.8,0.05,True,False,09:52,15:25,15,16.45,-900.0,106.27,-1006.27,100,3.0,off,898296.2999999992,1898296.2999999993
2023-12-21,09:15,21021.2,21283.0,14.55,2023-12-21,21100,20900,30.65,37.35,99.55,0.1,True,False,12:04,15:25,15,68.0,-11868.75,147.08,-12015.83,100,3.0,off,886280.4699999993,1886280.4699999993
2023-12-28,09:15,21713.0,21773.7,15.65,2023-12-28,21800,21600,25.75,17.45,0.15,0.15,False,False,15:25,15:25,15,43.2,16087.5,117.36,15970.14,100,3.0,off,902250.6099999993,1902250.6099999994
2024-01-04,09:15,21582.8,21669.6,14.04,2024-01-04,21700,21500,6.95,17.55,0.1,0.05,False,False,15:25,15:25,15,24.5,9131.25,107.42,9023.83,100,3.0,off,911274.4399999992,1911274.4399999992
2024-01-11,09:15,21703.2,21669.4,12.9,2024-01-11,21800,21600,8.6,10.15,0.05,0.05,False,False,15:25,15:25,15,18.75,6993.75,104.36,6889.39,100,3.0,off,918163.8299999993,1918163.8299999991
2024-01-18,09:15,21446.1,21477.2,15.22,2024-01-18,21550,21350,20.25,27.6,0.05,84.0,False,True,15:25,09:56,15,47.85,-13575.0,133.79,-13708.79,100,3.0,off,904455.0399999992,1904455.039999999
2024-01-25,09:15,21436.0,21370.8,14.53,2024-01-25,21550,21350,30.0,37.9,0.1,115.55,False,True,15:25,10:54,15,67.9,-17906.25,149.7,-18055.95,100,3.0,off,886399.0899999993,1886399.0899999994
2024-02-01,09:15,21736.1,21690.3,16.05,2024-02-01,21850,21650,81.65,98.95,0.05,0.05,False,False,15:25,15:25,15,180.6,67687.5,190.22,67497.28,100,3.0,off,953896.3699999993,1953896.3699999992
2024-02-08,09:15,21980.0,21759.7,15.49,2024-02-08,22100,21900,21.15,25.65,0.05,86.5,False,True,15:25,10:57,15,46.8,-14906.25,133.66,-15039.91,100,3.0,off,938856.4599999993,1938856.4599999993
2024-02-15,09:15,21896.4,21927.0,15.17,2024-02-15,22000,21800,23.9,25.9,0.05,0.05,False,False,15:25,15:25,15,49.8,18637.5,120.84,18516.66,100,3.0,off,957373.1199999993,1957373.1199999992
2024-02-22,09:15,22050.3,22216.9,15.77,2024-02-22,22150,21950,23.85,28.55,78.45,90.75,True,True,15:12,10:00,15,52.4,-43800.0,150.4,-43950.4,100,3.0,off,913422.7199999993,1913422.7199999993
2024-02-29,09:15,21924.5,22042.0,16.4,2024-02-29,22000,21800,40.35,34.6,0.25,0.05,False,False,15:25,15:25,15,74.95,27993.75,134.21,27859.54,100,3.0,off,941282.2599999993,1941282.2599999993
2024-03-07,09:15,22498.2,22483.5,14.33,2024-03-07,22600,22400,19.05,27.15,0.05,0.05,False,False,15:25,15:25,14,46.2,16135.0,117.29,16017.71,100,3.0,off,957299.9699999993,1957299.9699999993
2024-03-14,09:15,21954.2,22153.0,14.57,2024-03-14,22050,21850,34.25,35.0,108.95,0.05,True,False,11:33,15:25,15,69.25,-14906.25,149.3,-15055.55,100,3.0,off,942244.4199999992,1942244.4199999992
2024-03-21,09:15,22005.3,22014.6,13.15,2024-03-21,22100,21900,20.6,21.55,0.05,0.05,False,False,15:25,15:25,15,42.15,15768.75,116.78,15651.97,100,3.0,off,957896.3899999992,1957896.3899999992
2024-03-28,09:15,22177.3,22343.1,12.76,2024-03-28,22300,22100,10.8,18.15,40.9,0.1,True,False,09:44,15:25,15,28.95,-4518.75,116.59,-4635.34,100,3.0,off,953261.0499999992,1953261.0499999993
2024-04-04,09:15,22562.5,22541.2,11.18,2024-04-04,22650,22450,16.85,17.9,0.05,54.05,False,True,15:25,09:34,14,34.75,-6772.5,120.02,-6892.52,100,3.0,off,946368.5299999992,1946368.5299999993
2024-04-10,09:15,22699.0,22735.0,11.29,2024-04-10,22800,22600,15.45,25.25,0.05,0.05,False,False,15:25,15:25,14,40.7,14210.0,114.57,14095.43,100,3.0,off,960463.9599999993,1960463.9599999993
2024-04-18,09:15,22250.0,22045.8,12.58,2024-04-18,22350,22150,14.55,20.7,0.05,112.05,False,True,15:25,13:26,14,35.25,-26897.5,129.29,-27026.79,100,3.0,off,933437.1699999992,1933437.1699999992
2024-04-25,09:15,22344.5,22559.2,10.53,2024-04-25,22450,22250,15.8,18.8,52.6,0.1,True,False,10:12,15:25,14,34.6,-6335.0,119.73,-6454.73,100,3.0,off,926982.4399999992,1926982.4399999992
2024-05-02,09:15,22648.8,22656.8,13.87,2024-05-02,22750,22550,31.9,27.5,0.1,0.05,False,False,15:25,15:25,14,59.4,20737.5,123.83,20613.67,100,3.0,off,947596.1099999993,1947596.1099999994
2024-05-09,09:15,22290.7,21968.2,17.41,2024-05-09,22400,22200,31.1,33.7,0.05,109.45,False,True,15:25,10:25,14,64.8,-15645.0,143.51,-15788.51,100,3.0,off,931807.5999999993,1931807.5999999992
2024-05-16,09:15,22292.8,22392.3,20.37,2024-05-16,22400,22200,17.75,29.5,5.1,94.6,False,True,15:25,10:22,14,47.25,-18357.5,133.3,-18490.8,100,3.0,off,913316.7999999992,1913316.7999999993
2024-05-23,09:15,22593.5,22951.0,21.72,2024-05-23,22700,22500,26.25,30.35,84.05,0.05,True,False,10:20,15:25,14,56.6,-9625.0,135.5,-9760.5,100,3.0,off,903556.2999999992,1903556.2999999993
2024-05-30,09:15,22653.9,22557.1,23.8,2024-05-30,22750,22550,34.05,36.35,0.05,113.85,False,True,15:25,14:58,14,70.4,-15225.0,146.98,-15371.98,100,3.0,off,888184.3199999993,1888184.3199999994
2024-06-06,09:15,22697.0,22849.0,17.3,2024-06-06,22800,22600,80.25,88.55,21.2,0.05,False,False,15:25,15:25,14,168.8,51642.5,181.28,51461.22,100,3.0,off,939645.5399999992,1939645.539999999
2024-06-13,09:15,23438.1,23399.3,13.93,2024-06-13,23550,23350,19.7,33.2,0.05,0.05,False,False,15:25,15:25,14,52.9,18480.0,120.6,18359.4,100,3.0,off,958004.9399999992,1958004.9399999992
2024-06-20,09:15,23535.0,23579.2,13.71,2024-06-20,23650,23450,25.85,44.65,0.05,0.05,False,False,15:25,15:25,14,70.5,24640.0,129.32,24510.68,100,3.0,off,982515.6199999993,1982515.6199999992
2024-06-27,09:15,23834.2,24036.1,14.05,2024-06-27,23950,23750,27.75,45.5,88.45,0.1,True,False,12:12,15:25,13,73.25,-4972.5,140.87,-5113.37,100,3.0,off,977402.2499999993,1977402.2499999993
2024-07-04,09:15,24347.3,24304.7,13.21,2024-07-04,24450,24250,21.8,30.9,0.05,0.05,False,False,15:25,15:25,13,52.7,17095.0,118.64,16976.36,100,3.0,off,994378.6099999993,1994378.6099999994
2024-07-11,09:15,24378.1,24338.5,14.43,2024-07-11,24500,24300,13.35,28.75,0.05,104.1,False,True,15:25,12:03,13,42.1,-20166.25,128.8,-20295.05,100,3.0,off,974083.5599999992,1974083.5599999991
2024-07-18,09:15,24562.6,24779.3,13.96,2024-07-18,24650,24450,23.35,22.3,72.05,0.1,True,False,13:10,15:25,13,45.65,-8612.5,125.81,-8738.31,100,3.0,off,965345.2499999992,1965345.249999999
2024-07-25,09:15,24251.2,24415.0,11.92,2024-07-25,24350,24150,32.8,44.8,53.25,0.05,False,False,15:25,15:25,13,77.6,7897.5,137.77,7759.73,100,3.0,off,973104.9799999992,1973104.979999999
2024-08-01,09:15,25030.0,25006.0,13.08,2024-08-01,25150,24950,21.05,38.55,0.05,0.05,False,False,15:25,15:25,13,59.6,19337.5,121.81,19215.69,100,3.0,off,992320.6699999991,1992320.669999999
2024-08-08,09:15,24234.5,24098.7,15.26,2024-08-08,24350,24150,34.4,44.9,0.1,33.9,False,False,15:25,15:25,13,79.3,14722.5,135.77,14586.73,100,3.0,off,1006907.3999999991,2006907.399999999
2024-08-14,09:15,24143.5,24144.5,14.84,2024-08-14,24250,24050,32.75,32.0,0.05,0.15,False,False,15:25,15:25,13,64.75,20978.75,124.19,20854.56,100,3.0,off,1027761.9599999991,2027761.959999999
2024-08-22,09:15,24828.5,24810.9,13.32,2024-08-22,24950,24750,11.0,25.3,0.05,0.05,False,False,15:25,15:25,13,36.3,11765.0,111.1,11653.9,100,3.0,off,1039415.8599999992,2039415.8599999992
2024-08-29,09:15,25035.0,25156.8,13.96,2024-08-29,25150,24950,12.65,22.85,42.45,0.15,True,False,12:29,15:25,13,35.5,-2307.5,116.88,-2424.38,100,3.0,off,1036991.4799999992,2036991.479999999
2024-09-05,09:15,25244.5,25144.8,13.95,2024-09-05,25350,25150,12.7,19.0,0.05,4.0,False,False,15:25,15:25,13,31.7,8986.25,109.56,8876.69,100,3.0,off,1045868.1699999991,2045868.169999999
2024-09-12,09:15,25028.8,25315.0,11.85,2024-09-12,25150,24950,13.8,28.3,43.65,0.05,True,False,14:04,15:25,13,42.1,-520.0,120.07,-640.07,100,3.0,off,1045228.0999999992,2045228.0999999992
2024-09-19,09:15,25533.9,25445.0,12.36,2024-09-19,25650,25450,25.45,35.6,0.05,34.25,False,False,15:25,15:25,13,61.05,8693.75,127.42,8566.33,100,3.0,off,1053794.4299999992,2053794.4299999992
2024-09-26,09:15,26012.2,26184.7,12.62,2024-09-26,26100,25900,32.55,21.15,112.45,0.15,True,False,14:36,15:25,12,53.7,-17670.0,132.21,-17802.21,100,3.0,off,1035992.2199999993,2035992.2199999993
2024-10-03,09:15,25545.3,25266.0,13.02,2024-10-03,25650,25450,42.2,54.5,0.1,164.1,False,True,15:25,13:40,13,96.7,-21937.5,162.57,-22100.07,100,3.0,off,1013892.1499999993,2013892.1499999994
2024-10-10,09:15,25053.7,25007.5,13.68,2024-10-10,25150,24950,38.9,41.7,0.05,0.1,False,False,15:25,15:25,13,80.6,26146.25,131.47,26014.78,100,3.0,off,1039906.9299999994,2039906.9299999992
2024-10-17,09:15,25001.2,24750.2,13.08,2024-10-17,25100,24900,23.8,23.8,0.1,76.7,False,True,15:25,09:38,13,47.6,-9490.0,127.38,-9617.38,100,3.0,off,1030289.5499999993,2030289.5499999993
2024-10-24,09:15,24463.0,24414.6,14.72,2024-10-24,24550,24350,44.2,34.25,0.05,0.05,False,False,15:25,15:25,13,78.45,25463.75,130.48,25333.27,100,3.0,off,1055622.8199999994,2055622.8199999994
2024-10-31,09:15,24302.1,24238.5,15.96,2024-10-31,24400,24200,32.5,34.9,0.1,0.15,False,False,15:25,15:25,13,67.4,21823.75,125.43,21698.32,100,3.0,off,1077321.1399999994,2077321.1399999994
2024-11-07,09:15,24443.0,24194.6,15.05,2024-11-07,24550,24350,29.15,36.25,0.05,109.9,False,True,15:25,09:58,13,65.4,-14478.75,140.35,-14619.1,100,3.0,off,1062702.0399999993,2062702.0399999993
2024-11-14,09:15,23599.8,23559.6,14.82,2024-11-14,23700,23500,46.4,56.7,0.1,0.05,False,False,15:25,15:25,14,103.1,36032.5,145.47,35887.03,100,3.0,off,1098589.0699999994,2098589.0699999994
2024-11-21,09:15,23446.8,23346.8,15.66,2024-11-21,23550,23350,41.35,107.15,0.05,0.3,False,False,15:25,15:25,4,148.5,44445.0,157.46,44287.54,100,3.0,off,1142876.6099999994,2142876.6099999994
2024-11-28,09:15,24300.7,23957.5,14.38,2024-11-28,24400,24200,34.5,30.3,0.05,92.0,False,True,15:25,10:35,4,64.8,-8175.0,134.18,-8309.18,100,3.0,off,1134567.4299999995,2134567.4299999997
2024-12-05,09:15,24500.0,24701.5,14.47,2024-12-05,24600,24400,64.0,78.4,194.35,0.2,True,False,14:12,15:25,4,142.4,-15645.0,180.78,-15825.78,100,3.0,off,1118741.6499999994,2118741.6499999994
2024-12-12,09:15,24626.2,24539.5,13.14,2024-12-12,24750,24550,16.35,22.15,0.1,0.7,False,False,15:25,15:25,4,38.5,11310.0,110.84,11199.16,100,3.0,off,1129940.8099999994,2129940.8099999996
2024-12-19,09:15,23954.7,23962.0,14.93,2024-12-19,24050,23850,54.6,59.5,0.1,0.05,False,False,15:25,15:25,4,114.1,34185.0,142.84,34042.16,100,3.0,off,1163982.9699999993,2163982.9699999993
2024-12-26,09:15,23794.8,23760.3,13.27,2024-12-26,23900,23700,29.45,28.05,0.1,0.05,False,False,15:25,15:25,4,57.5,17205.0,118.82,17086.18,100,3.0,off,1181069.1499999992,2181069.1499999994
2025-01-02,09:15,23787.6,24168.0,14.45,2025-01-02,23900,23700,64.09,70.34,211.5,0.05,True,False,12:31,15:25,4,134.43,-23136.0,179.66,-23315.66,100,3.0,off,1157753.4899999993,2157753.4899999993
2025-01-09,09:15,23643.7,23557.2,14.57,2025-01-09,23750,23550,20.7,27.1,0.1,24.8,False,False,15:25,15:25,4,47.8,6870.0,118.01,6751.99,100,3.0,off,1164505.4799999993,2164505.4799999995
2025-01-16,09:15,23334.0,23350.8,15.13,2025-01-16,23450,23250,14.85,19.85,0.1,0.05,False,False,15:25,15:25,4,34.7,10365.0,109.15,10255.85,100,3.0,off,1174761.3299999994,2174761.329999999
2025-01-23,09:15,23099.6,23216.3,16.85,2025-01-23,23200,23000,19.6,15.8,59.05,0.05,True,False,10:28,15:25,4,35.4,-7110.0,117.3,-7227.3,100,3.0,off,1167534.0299999993,2167534.0299999993
2025-01-30,09:15,23145.7,23298.0,18.8,2025-01-30,23250,23050,87.55,114.3,0.4,0.1,False,False,15:25,15:25,4,201.85,60405.0,180.13,60224.87,100,3.0,off,1227758.8999999994,2227758.8999999994
2025-02-06,09:15,23723.7,23628.0,14.23,2025-02-06,23800,23600,36.5,22.5,0.05,0.1,False,False,15:25,15:25,4,59.0,17655.0,119.46,17535.54,100,3.0,off,1245294.4399999995,2245294.4399999995
2025-02-13,09:15,23097.3,23019.4,15.15,2025-02-13,23200,23000,43.65,42.95,0.1,0.1,False,False,15:25,15:25,4,86.6,25920.0,131.18,25788.82,100,3.0,off,1271083.2599999995,2271083.26
2025-02-20,09:15,22860.6,22906.2,15.68,2025-02-20,22950,22750,48.05,34.0,0.1,0.05,False,False,15:25,15:25,4,82.05,24570.0,129.23,24440.77,100,3.0,off,1295524.0299999996,2295524.0299999993
2025-02-27,09:15,22584.6,22510.8,13.79,2025-02-27,22700,22500,6.75,17.95,0.05,0.1,False,False,15:25,15:25,4,24.7,7365.0,104.9,7260.1,100,3.0,off,1302784.1299999997,2302784.13
2025-03-06,09:15,22452.0,22529.2,13.55,2025-03-06,22550,22350,16.35,26.55,0.1,81.59,False,True,15:25,09:31,4,42.9,-11637.0,123.5,-11760.5,100,3.0,off,1291023.6299999997,2291023.63
2025-03-13,09:15,22503.7,22383.3,13.68,2025-03-13,22600,22400,18.55,25.1,0.05,1.35,False,False,15:25,15:25,4,43.65,12675.0,113.11,12561.89,100,3.0,off,1303585.5199999996,2303585.5199999996
2025-03-20,09:15,23007.8,23165.7,13.27,2025-03-20,23100,22900,25.1,31.1,82.5,0.05,True,False,13:22,15:25,4,56.2,-7905.0,129.25,-8034.25,100,3.0,off,1295551.2699999996,2295551.2699999996
2025-03-27,09:15,23452.7,23601.0,13.61,2025-03-27,23550,23350,28.15,32.7,90.2,0.2,True,False,10:04,15:25,4,60.85,-8865.0,132.27,-8997.27,100,3.0,off,1286553.9999999995,2286553.9999999995
2025-04-03,09:15,23192.2,23241.6,14.08,2025-04-03,23300,23100,16.35,40.2,0.1,0.1,False,False,15:25,15:25,4,56.55,16905.0,118.42,16786.58,100,3.0,off,1303340.5799999996,2303340.5799999996
2025-04-09,09:15,22409.7,22420.4,20.87,2025-04-09,22500,22300,99.1,113.2,0.05,0.1,False,False,15:25,15:25,4,212.3,63645.0,184.51,63460.49,100,3.0,off,1366801.0699999996,2366801.0699999994
2025-04-17,09:15,23377.5,23837.8,15.73,2025-04-17,23500,23300,15.05,20.3,47.8,0.15,True,False,11:12,15:25,4,35.35,-3780.0,115.79,-3895.79,100,3.0,off,1362905.2799999996,2362905.2799999993
2025-04-24,09:15,24279.2,24245.0,16.32,2025-04-24,24400,24200,14.75,20.14,0.15,0.1,False,False,15:25,15:25,4,34.89,10392.0,109.24,10282.76,100,3.0,off,1373188.0399999996,2373188.0399999996
2025-04-30,09:15,24279.8,24246.2,17.84,2025-04-30,24400,24200,11.35,25.2,0.1,0.2,False,False,15:25,15:25,4,36.55,10875.0,109.95,10765.05,100,3.0,off,1383953.0899999996,2383953.09
2025-05-08,09:15,24437.2,24154.1,18.74,2025-05-08,24550,24350,10.1,14.85,0.05,47.8,False,True,15:25,14:52,4,24.95,-6870.0,111.37,-6981.37,100,3.0,off,1376971.7199999995,2376971.7199999997
2025-05-15,09:15,24640.6,25035.3,17.29,2025-05-15,24750,24550,33.0,44.1,111.4,0.05,True,False,10:40,15:25,4,77.1,-10305.0,141.98,-10446.98,100,3.0,off,1366524.7399999995,2366524.7399999993
2025-05-22,09:15,24704.7,24637.0,17.78,2025-05-22,24800,24600,59.75,61.3,0.1,0.05,False,False,15:25,15:25,4,121.05,36270.0,145.79,36124.21,100,3.0,off,1402648.9499999995,2402648.9499999993
2025-05-29,09:15,24884.5,24880.8,17.19,2025-05-29,25000,24800,57.45,47.15,0.05,145.55,False,True,15:25,12:39,4,104.6,-12300.0,158.21,-12458.21,100,3.0,off,1390190.7399999995,2390190.7399999993
2025-06-05,09:15,24661.6,24761.1,15.82,2025-06-05,24750,24550,26.0,20.05,83.2,0.1,True,False,12:03,15:25,4,46.05,-11175.0,125.05,-11300.05,100,3.0,off,1378890.6899999995,2378890.6899999995
2025-06-12,09:15,25129.4,24856.0,13.91,2025-06-12,25250,25050,19.75,35.25,0.1,127.8,False,True,15:25,13:33,4,55.0,-21870.0,134.79,-22004.79,100,3.0,off,1356885.8999999994,2356885.8999999994
2025-06-19,09:15,24783.9,24744.7,14.21,2025-06-19,24900,24700,20.7,28.15,0.1,0.1,False,False,15:25,15:25,4,48.85,14595.0,115.16,14479.84,100,3.0,off,1371365.7399999995,2371365.7399999993
2025-06-26,09:15,25282.3,25530.4,12.8,2025-06-26,25400,25200,19.2,23.25,60.1,0.15,True,False,09:30,15:25,4,42.45,-5340.0,120.45,-5460.45,100,3.0,off,1365905.2899999996,2365905.2899999996
2025-07-03,09:15,25484.0,25397.4,12.4,2025-07-03,25600,25400,17.55,28.4,0.1,0.2,False,False,15:25,15:25,4,45.95,13695.0,113.94,13581.06,100,3.0,off,1379486.3499999996,2379486.3499999996
2025-07-10,09:15,25483.0,25348.2,11.87,2025-07-10,25600,25400,16.1,20.7,0.05,38.1,False,False,15:25,15:25,4,36.8,-405.0,115.11,-520.11,100,3.0,off,1378966.2399999995,2378966.2399999993
2025-07-17,09:15,25220.0,25109.5,11.27,2025-07-17,25300,25100,18.8,10.25,0.05,0.05,False,False,15:25,15:25,4,29.05,8685.0,106.74,8578.26,100,3.0,off,1387544.4999999995,2387544.4999999995
2025-07-24,09:15,25219.5,25051.9,10.47,2025-07-24,25300,25100,15.85,9.35,0.05,28.95,False,True,15:25,11:34,4,25.2,-1140.0,108.96,-1248.96,100,3.0,off,1386295.5399999996,2386295.5399999996
2025-07-31,09:15,24699.1,24765.6,11.9,2025-07-31,24800,24600,21.55,38.5,65.4,0.1,True,False,11:48,15:25,4,60.05,-1635.0,128.62,-1763.62,100,3.0,off,1384531.9199999995,2384531.9199999995
