date,entry_time,spot_at_entry,spot_at_close,vix,expiry,ce_strike,pe_strike,ce_entry_prem,pe_entry_prem,ce_exit_prem,pe_exit_prem,ce_stopped,pe_stopped,ce_exit_time,pe_exit_time,lots_per_leg,total_premium_collected,gross_pnl,total_costs,net_pnl,strike_dist,sl_mult,vix_filter,cumulative_pnl,equity
2021-12-30,09:15,17165.3,17229.0,16.6,2021-12-30,17250,17050,16.5,14.9,0.05,0.05,False,False,15:25,15:25,23,31.4,17997.5,119.96,17877.54,100,3.0,off,559606.9599999997,1559606.9599999997
2022-01-06,09:15,17794.5,17746.0,17.58,2022-01-06,17900,17700,11.35,17.5,0.05,55.6,False,True,15:25,09:34,18,28.85,-12060.0,123.89,-12183.89,100,3.0,off,547423.0699999997,1547423.0699999998
2022-01-13,09:15,18215.8,18258.5,17.35,2022-01-13,18300,18100,16.45,13.15,0.05,0.05,False,False,15:25,15:25,18,29.6,13275.0,113.26,13161.74,100,3.0,off,560584.8099999997,1560584.8099999996
2022-01-20,09:15,17902.3,17783.0,17.93,2022-01-20,18000,17800,18.35,14.2,0.05,43.2,False,True,15:25,11:30,18,32.55,-4815.0,123.77,-4938.77,100,3.0,off,555646.0399999997,1555646.0399999996
2022-01-27,09:15,17001.2,17149.3,23.14,2022-01-27,17100,16900,42.4,68.1,9.5,0.05,False,False,15:25,15:25,19,110.5,47951.25,170.66,47780.59,100,3.0,off,603426.6299999997,1603426.6299999997
2022-02-03,09:15,17761.3,17520.2,18.57,2022-02-03,17850,17650,15.7,14.85,0.05,46.2,False,True,15:25,12:02,18,30.55,-7065.0,123.09,-7188.09,100,3.0,off,596238.5399999997,1596238.5399999996
2022-02-10,09:15,17518.8,17587.0,18.72,2022-02-10,17600,17400,19.25,15.75,5.9,0.05,False,False,15:25,15:25,19,35.0,13798.75,119.17,13679.58,100,3.0,off,609918.1199999996,1609918.1199999996
2022-02-17,09:15,17413.8,17280.2,20.15,2022-02-17,17500,17300,19.55,19.3,0.05,63.85,False,True,15:25,09:34,19,38.85,-11898.75,134.0,-12032.75,100,3.0,off,597885.3699999996,1597885.3699999996
2022-02-24,09:15,16656.3,16217.8,29.19,2022-02-24,16750,16550,80.0,91.3,0.1,294.45,False,True,15:25,15:03,20,171.3,-61625.0,281.02,-61906.02,100,3.0,off,535979.3499999996,1535979.3499999996
2022-03-03,09:15,16768.0,16508.8,27.74,2022-03-03,16850,16650,38.45,41.0,0.05,125.7,False,True,15:25,12:33,19,79.45,-21992.5,174.34,-22166.84,100,3.0,off,513812.5099999996,1513812.5099999995
2022-03-10,09:15,16661.8,16566.3,24.9,2022-03-10,16750,16550,37.9,46.2,0.05,0.2,False,False,15:25,15:25,20,84.1,41925.0,153.94,41771.06,100,3.0,off,555583.5699999996,1555583.5699999996
2022-03-17,09:15,17205.0,17299.4,22.49,2022-03-17,17300,17100,32.35,33.05,0.15,0.05,False,False,15:25,15:25,19,65.4,30970.0,138.39,30831.61,100,3.0,off,586415.1799999996,1586415.1799999997
2022-03-24,09:15,17135.8,17197.3,25.0,2022-03-24,17250,17050,22.55,32.0,69.5,0.1,True,False,09:58,15:25,19,54.55,-7148.75,145.75,-7294.5,100,3.0,off,579120.6799999996,1579120.6799999997
2022-03-31,09:15,17539.5,17468.8,20.73,2022-03-31,17650,17450,7.95,24.45,0.05,0.05,False,False,15:25,15:25,19,32.4,15342.5,116.19,15226.31,100,3.0,off,594346.9899999996,1594346.9899999998
2022-04-07,09:15,17738.5,17655.2,19.45,2022-04-07,17850,17650,11.0,16.9,0.1,11.0,False,False,15:25,15:25,18,27.9,7560.0,114.38,7445.62,100,3.0,off,601792.6099999996,1601792.6099999996
2022-04-13,09:15,17622.8,17467.5,17.63,2022-04-13,17700,17500,10.0,8.6,0.05,28.35,False,True,15:25,10:27,18,18.6,-4410.0,111.93,-4521.93,100,3.0,off,597270.6799999996,1597270.6799999997
2022-04-21,09:15,17236.3,17400.1,18.21,2022-04-21,17350,17150,5.7,17.05,18.7,0.05,True,False,11:05,15:25,19,22.75,1900.0,113.65,1786.35,100,3.0,off,599057.0299999996,1599057.0299999996
2022-04-28,09:15,17135.4,17231.3,20.08,2022-04-28,17250,17050,13.4,23.0,42.1,0.05,True,False,14:01,15:25,19,36.4,-2731.25,127.75,-2859.0,100,3.0,off,596198.0299999996,1596198.0299999996
2022-05-05,09:15,16821.7,16669.2,20.45,2022-05-05,16900,16700,27.85,18.2,0.05,55.05,False,True,15:25,14:23,19,46.05,-4298.75,136.97,-4435.72,100,3.0,off,591762.3099999996,1591762.3099999996
2022-05-12,09:15,15987.4,15826.5,23.17,2022-05-12,16100,15900,22.45,32.75,0.05,99.5,False,True,15:25,11:16,20,55.2,-22175.0,155.57,-22330.57,100,3.0,off,569431.7399999996,1569431.7399999998
2022-05-19,09:15,15979.5,15828.5,23.19,2022-05-19,16100,15900,23.75,52.3,0.05,89.6,False,False,15:25,15:25,20,76.05,-6800.0,168.12,-6968.12,100,3.0,off,562463.6199999996,1562463.6199999996
2022-05-26,09:15,16113.5,16201.5,24.17,2022-05-26,16200,16000,25.0,26.85,0.1,81.75,False,True,15:25,10:28,20,51.85,-15000.0,149.26,-15149.26,100,3.0,off,547314.3599999996,1547314.3599999996
2022-06-02,09:15,16460.3,16637.4,20.28,2022-06-02,16550,16350,20.35,26.7,66.15,0.05,True,False,10:33,15:25,20,47.05,-9575.0,142.4,-9717.4,100,3.0,off,537596.9599999996,1537596.9599999995
2022-06-09,09:15,16265.8,16481.8,19.52,2022-06-09,16350,16150,20.15,16.0,70.85,0.05,True,False,12:35,15:25,20,36.15,-17375.0,135.73,-17510.73,100,3.0,off,520086.22999999963,1520086.2299999995
2022-06-16,09:15,15833.2,15348.2,21.02,2022-06-16,15950,15750,21.1,30.0,0.05,90.95,False,True,15:25,11:16,21,51.1,-20947.5,153.58,-21101.08,100,3.0,off,498985.1499999996,1498985.1499999997
2022-06-23,09:15,15428.5,15577.5,21.11,2022-06-23,15550,15350,13.45,34.9,45.65,0.1,True,False,09:25,15:25,21,48.35,1365.0,140.98,1224.02,100,3.0,off,500209.16999999963,1500209.1699999997
2022-06-30,09:15,15842.6,15735.9,22.26,2022-06-30,15950,15750,23.25,40.1,0.05,0.1,False,False,15:25,15:25,21,63.35,33180.0,141.48,33038.52,100,3.0,off,533247.6899999996,1533247.6899999995
2022-07-07,09:15,16124.4,16136.9,19.76,2022-07-07,16200,16000,25.3,18.5,0.05,0.05,False,False,15:25,15:25,20,43.8,21850.0,125.4,21724.6,100,3.0,off,554972.2899999996,1554972.2899999996
2022-07-14,09:15,16022.5,15948.0,18.34,2022-07-14,16100,15900,26.3,23.1,0.05,0.05,False,False,15:25,15:25,20,49.4,24650.0,129.36,24520.64,100,3.0,off,579492.9299999996,1579492.9299999997
2022-07-21,09:15,16492.7,16609.8,16.97,2022-07-21,16600,16400,11.5,15.9,5.4,0.05,False,False,15:25,15:25,20,27.4,10975.0,114.99,10860.01,100,3.0,off,590352.9399999996,1590352.9399999995
2022-07-28,09:15,16779.1,16922.0,17.53,2022-07-28,16900,16700,8.75,23.1,26.85,0.05,True,False,12:13,15:25,19,31.85,2351.25,121.48,2229.77,100,3.0,off,592582.7099999996,1592582.7099999995
2022-08-04,09:15,17479.8,17364.0,18.15,2022-08-04,17600,17400,8.25,25.0,0.05,76.3,False,True,15:25,11:25,19,33.25,-20472.5,132.86,-20605.36,100,3.0,off,571977.3499999996,1571977.3499999996
2022-08-11,09:15,17698.7,17638.7,19.12,2022-08-11,17800,17600,14.45,21.25,0.05,0.05,False,False,15:25,15:25,18,35.7,16020.0,117.15,15902.85,100,3.0,off,587880.1999999996,1587880.1999999997
2022-08-18,09:15,17895.0,17964.5,17.22,2022-08-18,18000,17800,11.8,16.45,0.1,0.05,False,False,15:25,15:25,18,28.25,12645.0,112.41,12532.59,100,3.0,off,600412.7899999996,1600412.7899999996
2022-08-25,09:15,17674.9,17508.2,17.71,2022-08-25,17750,17550,17.2,10.75,0.05,40.55,False,True,15:25,15:12,18,27.95,-5692.5,120.31,-5812.81,100,3.0,off,594599.9799999995,1594599.9799999995
2022-09-01,09:15,17551.3,17563.2,18.15,2022-09-01,17650,17450,38.85,37.35,0.1,0.05,False,False,15:25,15:25,18,76.2,34222.5,142.93,34079.57,100,3.0,off,628679.5499999995,1628679.5499999993
2022-09-08,09:15,17752.8,17800.1,18.6,2022-09-08,17850,17650,14.2,23.8,0.05,0.1,False,False,15:25,15:25,18,38.0,17032.5,118.62,16913.88,100,3.0,off,645593.4299999995,1645593.4299999995
2022-09-15,09:15,18081.9,17872.3,17.86,2022-09-15,18200,18000,13.15,29.6,0.05,95.45,False,True,15:25,10:10,18,42.75,-23737.5,140.72,-23878.22,100,3.0,off,621715.2099999995,1621715.2099999995
2022-09-22,09:15,17633.1,17636.0,19.4,2022-09-22,17750,17550,36.65,52.2,0.05,0.1,False,False,15:25,15:25,18,88.85,39915.0,150.99,39764.01,100,3.0,off,661479.2199999995,1661479.2199999995
2022-09-29,09:15,17001.9,16842.9,21.54,2022-09-29,17100,16900,20.0,17.3,0.05,53.1,False,True,15:25,11:50,19,37.3,-7528.75,130.69,-7659.44,100,3.0,off,653819.7799999996,1653819.7799999996
2022-10-06,09:15,17408.8,17317.0,19.63,2022-10-06,17500,17300,18.15,20.15,0.05,0.05,False,False,15:25,15:25,19,38.3,18145.0,120.16,18024.84,100,3.0,off,671844.6199999995,1671844.6199999996
2022-10-13,09:15,17093.2,17017.8,20.39,2022-10-13,17200,17000,16.55,32.85,0.1,0.05,False,False,15:25,15:25,19,49.4,23393.75,127.62,23266.13,100,3.0,off,695110.7499999995,1695110.7499999995
2022-10-20,09:15,17435.9,17565.2,17.43,2022-10-20,17550,17350,7.25,20.5,21.9,0.05,True,False,10:47,15:25,19,27.75,2755.0,117.68,2637.32,100,3.0,off,697748.0699999995,1697748.0699999994
2022-10-27,09:15,17754.0,17758.9,16.78,2022-10-27,17850,17650,14.75,11.6,0.1,0.05,False,False,15:25,15:25,18,26.35,11790.0,111.2,11678.8,100,3.0,off,709426.8699999995,1709426.8699999996
2022-11-03,09:15,18001.4,18048.0,16.36,2022-11-03,18100,17900,13.25,20.0,42.65,0.05,True,False,10:27,15:25,18,33.25,-4252.5,124.11,-4376.61,100,3.0,off,705050.2599999995,1705050.2599999995
2022-11-10,09:15,18070.3,18036.8,16.05,2022-11-10,18150,17950,15.8,7.1,0.1,0.05,False,False,15:25,15:25,18,22.9,10237.5,109.01,10128.49,100,3.0,off,715178.7499999995,1715178.7499999995
2022-11-17,09:15,18373.6,18334.0,15.23,2022-11-17,18450,18250,11.55,7.0,0.05,0.05,False,False,15:25,15:25,18,18.55,8302.5,106.23,8196.27,100,3.0,off,723375.0199999996,1723375.0199999996
2022-12-01,09:15,18857.7,18801.0,13.63,2022-12-01,18950,18750,7.6,8.85,0.05,0.1,False,False,15:25,15:25,17,16.45,6927.5,104.32,6823.18,100,3.0,off,730198.1999999996,1730198.1999999997
2022-12-08,09:15,18563.4,18614.4,14.03,2022-12-08,18650,18450,15.6,8.8,0.05,0.05,False,False,15:25,15:25,17,24.4,10327.5,109.09,10218.41,100,3.0,off,740416.6099999996,1740416.6099999996
2022-12-15,09:15,18641.1,18399.8,12.81,2022-12-15,18750,18550,5.3,11.8,0.05,38.45,False,True,15:25,12:54,17,17.1,-9095.0,111.96,-9206.96,100,3.0,off,731209.6499999997,1731209.6499999997
2022-12-22,09:15,18316.7,18114.7,15.0,2022-12-22,18400,18200,20.15,18.95,0.05,57.3,False,True,15:25,09:36,18,39.1,-8212.5,130.76,-8343.26,100,3.0,off,722866.3899999997,1722866.3899999997
2022-12-29,09:15,18040.7,18210.4,15.63,2022-12-29,18150,17950,11.45,18.45,34.85,0.05,True,False,15:05,15:25,18,29.9,-2250.0,120.41,-2370.41,100,3.0,off,720495.9799999996,1720495.9799999995
2023-01-05,09:15,18066.4,17999.8,15.11,2023-01-05,18150,17950,21.7,13.2,0.05,40.8,False,True,15:25,12:42,18,34.9,-2677.5,124.78,-2802.28,100,3.0,off,717693.6999999996,1717693.6999999997
