date,entry_time,spot_at_entry,spot_at_close,vix,expiry,ce_strike,pe_strike,ce_entry_prem,pe_entry_prem,ce_exit_prem,pe_exit_prem,ce_stopped,pe_stopped,ce_exit_time,pe_exit_time,lots_per_leg,total_premium_collected,gross_pnl,total_costs,net_pnl,strike_dist,sl_mult,vix_filter,combo
2021-04-22,09:20,14178.0,14398.7,23.43,2021-04-22,14300,14100,12.7,35.0,29.5,0.05,True,False,09:40,15:25,43,47.7,19511.25,181.06,19330.19,100,2.0,off,09:20_d100_vixoff_sl2.0
2021-04-29,09:20,15035.8,14888.6,22.21,2021-04-29,15150,14950,10.65,21.85,0.05,44.45,False,True,15:25,09:47,40,32.5,-12000.0,160.16,-12160.16,100,2.0,off,09:20_d100_vixoff_sl2.0
2021-05-06,09:20,14643.3,14733.2,21.78,2021-05-06,14750,14550,12.4,21.65,0.1,0.05,False,False,15:25,15:25,42,34.05,35595.0,145.04,35449.96,100,2.0,off,09:20_d100_vixoff_sl2.0
2021-05-12,09:20,14788.8,14698.8,19.75,2021-05-12,14900,14700,10.0,17.7,0.1,37.0,False,True,15:25,11:17,41,27.7,-9635.0,151.46,-9786.46,100,2.0,off,09:20_d100_vixoff_sl2.0
2021-05-20,09:20,15062.1,14920.0,19.03,2021-05-20,15150,14950,9.05,10.8,0.05,25.65,False,True,15:25,09:28,40,19.85,-5850.0,133.9,-5983.9,100,2.0,off,09:20_d100_vixoff_sl2.0
2021-05-27,09:20,15295.3,15370.1,20.25,2021-05-27,15400,15200,8.05,15.25,0.15,0.05,False,False,15:25,15:25,40,23.3,23100.0,127.44,22972.56,100,2.0,off,09:20_d100_vixoff_sl2.0
2021-06-17,09:20,15674.1,15681.7,15.23,2021-06-17,15750,15550,14.15,8.55,29.35,0.1,True,False,10:35,15:25,39,22.7,-6581.25,138.48,-6719.73,100,2.0,off,09:20_d100_vixoff_sl2.0
2021-06-24,09:20,15726.2,15793.7,15.47,2021-06-24,15850,15650,5.8,23.4,11.65,0.05,True,False,13:14,15:25,39,29.2,17062.5,139.74,16922.76,100,2.0,off,09:20_d100_vixoff_sl2.0
2021-08-05,09:20,16263.7,16281.8,13.28,2021-08-05,16350,16150,5.65,9.85,11.75,0.1,True,False,12:51,15:25,37,15.5,3376.25,119.55,3256.7,100,2.0,off,09:20_d100_vixoff_sl2.0
2021-08-12,09:20,16320.8,16361.4,12.62,2021-08-12,16400,16200,5.5,6.15,0.65,0.1,False,False,15:25,15:25,37,11.65,10082.5,109.95,9972.55,100,2.0,off,09:20_d100_vixoff_sl2.0
2021-08-26,09:20,16623.3,16632.0,13.04,2021-08-26,16700,16500,7.8,7.2,16.25,0.05,True,False,09:54,15:25,37,15.0,-1202.5,120.73,-1323.23,100,2.0,off,09:20_d100_vixoff_sl2.0
2021-09-02,09:20,17107.5,17233.8,14.08,2021-09-02,17200,17000,8.05,11.05,23.6,0.05,True,False,14:02,15:25,25,19.1,-2843.75,117.85,-2961.6,100,2.0,off,09:20_d100_vixoff_sl2.0
2021-09-23,09:20,17662.2,17826.3,16.09,2021-09-23,17750,17550,9.2,8.5,18.45,0.1,True,False,10:10,15:25,25,17.7,-531.25,115.2,-646.45,100,2.0,off,09:20_d100_vixoff_sl2.0
2021-09-30,09:20,17697.7,17608.7,18.71,2021-09-30,17800,17600,16.1,22.0,0.05,0.35,False,False,15:25,15:25,25,38.1,23562.5,128.2,23434.3,100,2.0,off,09:20_d100_vixoff_sl2.0
2021-10-07,09:20,17789.2,17797.2,16.46,2021-10-07,17900,17700,8.6,14.3,0.05,0.05,False,False,15:25,15:25,24,22.9,13680.0,113.86,13566.14,100,2.0,off,09:20_d100_vixoff_sl2.0
2021-10-21,09:20,18329.8,18219.6,18.14,2021-10-21,18450,18250,12.05,23.2,0.15,46.9,False,True,15:25,09:32,24,35.25,-7080.0,136.87,-7216.87,100,2.0,off,09:20_d100_vixoff_sl2.0
2021-10-28,09:20,18139.9,17862.9,17.03,2021-10-28,18250,18050,17.75,27.2,0.1,56.15,False,True,15:25,10:49,24,44.95,-6780.0,147.55,-6927.55,100,2.0,off,09:20_d100_vixoff_sl2.0
2021-11-03,09:20,17969.9,17833.0,16.73,2021-11-03,18050,17850,17.3,16.7,0.1,33.65,False,True,15:25,12:31,24,34.0,150.0,132.26,17.74,100,2.0,off,09:20_d100_vixoff_sl2.0
2021-11-11,09:20,17953.9,17885.7,15.74,2021-11-11,18050,17850,15.3,18.3,0.05,37.0,False,True,15:25,10:11,24,33.6,-2070.0,132.8,-2202.8,100,2.0,off,09:20_d100_vixoff_sl2.0
2021-11-18,09:20,17920.8,17745.2,14.52,2021-11-18,18000,17800,17.45,14.85,0.1,30.35,False,True,15:25,09:35,24,32.3,1110.0,129.94,980.06,100,2.0,off,09:20_d100_vixoff_sl2.0
2021-11-25,09:20,17440.5,17547.0,16.54,2021-11-25,17550,17350,11.5,30.7,23.95,0.05,True,False,12:10,15:25,25,42.2,11375.0,138.38,11236.62,100,2.0,off,09:20_d100_vixoff_sl2.0
2021-12-02,09:20,17228.0,17401.5,19.73,2021-12-02,17350,17150,12.6,42.25,26.35,0.05,True,False,11:28,15:25,23,54.85,16358.75,145.76,16212.99,100,2.0,off,09:20_d100_vixoff_sl2.0
2021-12-09,09:20,17489.2,17502.7,16.59,2021-12-09,17600,17400,13.0,20.55,0.05,42.7,False,True,15:25,09:25,22,33.55,-5060.0,130.96,-5190.96,100,2.0,off,09:20_d100_vixoff_sl2.0
2021-12-16,09:20,17347.8,17285.6,16.28,2021-12-16,17450,17250,15.2,19.0,0.15,39.65,False,True,15:25,09:52,23,34.2,-3220.0,132.39,-3352.39,100,2.0,off,09:20_d100_vixoff_sl2.0
2021-12-23,09:20,17044.0,17051.3,16.22,2021-12-23,17150,16950,11.05,16.2,0.05,0.05,False,False,15:25,15:25,23,27.25,15611.25,116.59,15494.66,100,2.0,off,09:20_d100_vixoff_sl2.0
2021-12-30,09:20,17207.1,17229.0,16.6,2021-12-30,17300,17100,10.15,15.8,0.05,0.05,False,False,15:25,15:25,23,25.95,14863.75,115.53,14748.22,100,2.0,off,09:20_d100_vixoff_sl2.0
2022-01-06,09:20,17751.2,17746.0,17.58,2022-01-06,17850,17650,13.2,16.95,0.05,38.0,False,True,15:25,09:35,18,30.15,-3555.0,121.2,-3676.2,100,2.0,off,09:20_d100_vixoff_sl2.0
2022-01-13,09:20,18236.8,18258.5,17.35,2022-01-13,18350,18150,6.75,18.5,0.05,0.05,False,False,15:25,15:25,18,25.25,11317.5,110.5,11207.0,100,2.0,off,09:20_d100_vixoff_sl2.0
2022-01-20,09:20,17898.0,17783.0,17.93,2022-01-20,18000,17800,12.6,13.3,0.05,28.45,False,True,15:25,11:09,18,25.9,-1170.0,116.59,-1286.59,100,2.0,off,09:20_d100_vixoff_sl2.0
2022-01-27,09:20,17001.3,17149.3,23.14,2022-01-27,17100,16900,41.8,61.8,9.5,0.05,False,False,15:25,15:25,19,103.6,44673.75,166.02,44507.73,100,2.0,off,09:20_d100_vixoff_sl2.0
2022-02-03,09:20,17751.1,17520.2,18.57,2022-02-03,17850,17650,12.9,13.8,0.05,31.9,False,True,15:25,11:39,18,26.7,-2362.5,117.79,-2480.29,100,2.0,off,09:20_d100_vixoff_sl2.0
2022-02-10,09:20,17506.2,17587.0,18.72,2022-02-10,17600,17400,18.65,16.8,39.05,36.5,True,True,11:41,09:45,19,35.45,-19047.5,134.18,-19181.68,100,2.0,off,09:20_d100_vixoff_sl2.0
2022-02-17,09:20,17438.0,17280.2,20.15,2022-02-17,17550,17350,12.35,26.15,0.05,55.55,False,True,15:25,09:29,19,38.5,-8122.5,132.01,-8254.51,100,2.0,off,09:20_d100_vixoff_sl2.0
2022-02-24,09:20,16693.6,16217.8,29.19,2022-02-24,16800,16600,52.9,71.55,0.1,169.8,False,True,15:25,09:46,19,124.45,-21588.75,213.89,-21802.64,100,2.0,off,09:20_d100_vixoff_sl2.0
2022-03-03,09:20,16715.8,16508.8,27.74,2022-03-03,16800,16600,33.85,36.35,0.05,74.6,False,True,15:25,12:21,19,70.2,-2113.75,157.33,-2271.08,100,2.0,off,09:20_d100_vixoff_sl2.0
2022-03-10,09:20,16676.1,16566.3,24.9,2022-03-10,16800,16600,27.85,46.5,0.05,97.75,False,True,15:25,13:51,19,74.35,-11138.75,165.0,-11303.75,100,2.0,off,09:20_d100_vixoff_sl2.0
2022-03-17,09:20,17218.7,17299.4,22.49,2022-03-17,17300,17100,30.15,30.5,61.4,0.05,True,False,12:39,15:25,19,60.65,-380.0,148.12,-528.12,100,2.0,off,09:20_d100_vixoff_sl2.0
2022-03-24,09:20,17154.0,17197.3,25.0,2022-03-24,17250,17050,25.6,29.8,51.25,0.1,True,False,09:51,15:25,19,55.4,1923.75,142.46,1781.29,100,2.0,off,09:20_d100_vixoff_sl2.0
2022-03-31,09:20,17529.8,17468.8,20.73,2022-03-31,17650,17450,6.85,22.85,0.05,0.05,False,False,15:25,15:25,19,29.7,14060.0,114.37,13945.63,100,2.0,off,09:20_d100_vixoff_sl2.0
2022-04-07,09:20,17730.9,17655.2,19.45,2022-04-07,17850,17650,8.75,17.0,0.1,11.0,False,False,15:25,15:25,18,25.75,6592.5,113.01,6479.49,100,2.0,off,09:20_d100_vixoff_sl2.0
2022-04-21,09:20,17237.0,17400.1,18.21,2022-04-21,17350,17150,5.9,16.65,11.8,0.05,True,False,11:02,15:25,19,22.55,5082.5,112.06,4970.44,100,2.0,off,09:20_d100_vixoff_sl2.0
2022-04-28,09:20,17118.4,17231.3,20.08,2022-04-28,17200,17000,21.0,13.55,47.75,0.05,True,False,13:01,15:25,19,34.55,-6293.75,127.7,-6421.45,100,2.0,off,09:20_d100_vixoff_sl2.0
2022-05-05,09:20,16813.2,16669.2,20.45,2022-05-05,16900,16700,25.9,20.45,56.7,46.7,True,True,10:06,14:22,19,46.35,-27098.75,147.37,-27246.12,100,2.0,off,09:20_d100_vixoff_sl2.0
2022-05-12,09:20,15944.2,15826.5,23.17,2022-05-12,16050,15850,30.65,31.4,0.05,66.4,False,True,15:25,09:39,20,62.05,-2200.0,153.06,-2353.06,100,2.0,off,09:20_d100_vixoff_sl2.0
2022-05-19,09:20,15917.6,15828.5,23.19,2022-05-19,16000,15800,33.65,37.15,0.05,0.05,False,False,15:25,15:25,20,70.8,35350.0,144.5,35205.5,100,2.0,off,09:20_d100_vixoff_sl2.0
2022-05-26,09:20,16076.0,16201.5,24.17,2022-05-26,16200,16000,16.05,34.8,0.1,81.75,False,True,15:25,10:28,20,50.85,-15500.0,148.55,-15648.55,100,2.0,off,09:20_d100_vixoff_sl2.0
2022-06-02,09:20,16462.8,16637.4,20.28,2022-06-02,16550,16350,19.1,24.1,41.1,0.05,True,False,09:28,15:25,20,43.2,1025.0,134.1,890.9,100,2.0,off,09:20_d100_vixoff_sl2.0
2022-06-09,09:20,16292.6,16481.8,19.52,2022-06-09,16400,16200,12.2,21.85,24.75,0.05,True,False,10:29,15:25,20,34.05,4625.0,123.99,4501.01,100,2.0,off,09:20_d100_vixoff_sl2.0
2022-06-16,09:20,15845.8,15348.2,21.02,2022-06-16,15950,15750,17.9,21.75,0.05,44.7,False,True,15:25,10:02,21,39.65,-2677.5,134.28,-2811.78,100,2.0,off,09:20_d100_vixoff_sl2.0
2022-06-23,09:20,15482.4,15577.5,21.11,2022-06-23,15600,15400,19.45,33.05,40.0,0.05,True,False,09:46,15:25,21,52.5,6536.25,142.74,6393.51,100,2.0,off,09:20_d100_vixoff_sl2.0
2022-06-30,09:20,15864.1,15735.9,22.26,2022-06-30,15950,15750,31.55,35.05,0.05,72.0,False,True,15:25,12:30,21,66.6,-2861.25,160.67,-3021.92,100,2.0,off,09:20_d100_vixoff_sl2.0
2022-07-07,09:20,16111.2,16136.9,19.76,2022-07-07,16200,16000,21.25,22.45,0.05,0.05,False,False,15:25,15:25,20,43.7,21800.0,125.33,21674.67,100,2.0,off,09:20_d100_vixoff_sl2.0
2022-07-14,09:20,16038.9,15948.0,18.34,2022-07-14,16150,15950,14.7,27.8,0.05,61.3,False,True,15:25,14:00,20,42.5,-9425.0,138.1,-9563.1,100,2.0,off,09:20_d100_vixoff_sl2.0
2022-07-21,09:20,16508.0,16609.8,16.97,2022-07-21,16600,16400,10.45,13.05,21.55,0.05,True,False,10:10,15:25,20,23.5,950.0,115.82,834.18,100,2.0,off,09:20_d100_vixoff_sl2.0
2022-07-28,09:20,16769.7,16922.0,17.53,2022-07-28,16850,16650,16.2,13.4,34.0,0.05,True,False,10:20,15:25,19,29.6,-2113.75,121.47,-2235.22,100,2.0,off,09:20_d100_vixoff_sl2.0
2022-08-04,09:20,17454.0,17364.0,18.15,2022-08-04,17550,17350,15.15,16.0,0.05,34.05,False,True,15:25,11:16,19,31.15,-1401.25,122.53,-1523.78,100,2.0,off,09:20_d100_vixoff_sl2.0
2022-08-11,09:20,17690.2,17638.7,19.12,2022-08-11,17800,17600,11.25,17.6,0.05,0.05,False,False,15:25,15:25,18,28.85,12937.5,112.78,12824.72,100,2.0,off,09:20_d100_vixoff_sl2.0
2022-08-18,09:20,17910.5,17964.5,17.22,2022-08-18,18000,17800,14.65,14.65,0.1,0.05,False,False,15:25,15:25,18,29.3,13117.5,113.09,13004.41,100,2.0,off,09:20_d100_vixoff_sl2.0
2022-08-25,09:20,17666.7,17508.2,17.71,2022-08-25,17750,17550,15.8,10.25,0.05,25.95,False,True,15:25,15:01,18,26.05,22.5,116.19,-93.69,100,2.0,off,09:20_d100_vixoff_sl2.0
2022-09-01,09:20,17551.1,17563.2,18.15,2022-09-01,17650,17450,28.35,33.2,59.65,0.05,True,False,09:45,15:25,18,61.55,832.5,145.52,686.98,100,2.0,off,09:20_d100_vixoff_sl2.0
2022-09-08,09:20,17745.2,17800.1,18.6,2022-09-08,17850,17650,12.65,21.25,0.05,0.1,False,False,15:25,15:25,18,33.9,15187.5,116.01,15071.49,100,2.0,off,09:20_d100_vixoff_sl2.0
2022-09-15,09:20,18083.4,17872.3,17.86,2022-09-15,18200,18000,12.8,27.5,0.05,56.7,False,True,15:25,09:54,18,40.3,-7402.5,131.41,-7533.91,100,2.0,off,09:20_d100_vixoff_sl2.0
2022-09-22,09:20,17634.0,17636.0,19.4,2022-09-22,17750,17550,29.8,47.2,0.05,0.1,False,False,15:25,15:25,18,77.0,34582.5,143.44,34439.06,100,2.0,off,09:20_d100_vixoff_sl2.0
2022-09-29,09:20,17015.1,16842.9,21.54,2022-09-29,17100,16900,21.8,15.5,0.05,34.25,False,True,15:25,09:31,19,37.3,1425.0,126.71,1298.29,100,2.0,off,09:20_d100_vixoff_sl2.0
2022-10-06,09:20,17385.5,17317.0,19.63,2022-10-06,17500,17300,15.35,25.65,0.05,0.05,False,False,15:25,15:25,19,41.0,19427.5,121.96,19305.54,100,2.0,off,09:20_d100_vixoff_sl2.0
2022-10-13,09:20,17084.2,17017.8,20.39,2022-10-13,17200,17000,12.65,29.45,0.1,60.0,False,True,15:25,11:53,19,42.1,-8550.0,135.38,-8685.38,100,2.0,off,09:20_d100_vixoff_sl2.0
2022-10-20,09:20,17449.5,17565.2,17.43,2022-10-20,17550,17350,6.95,16.2,15.95,0.05,True,False,10:43,15:25,19,23.15,3396.25,113.34,3282.91,100,2.0,off,09:20_d100_vixoff_sl2.0
2022-10-27,09:20,17778.3,17758.9,16.78,2022-10-27,17900,17700,6.7,15.85,0.05,31.85,False,True,15:25,12:25,18,22.55,-4207.5,115.13,-4322.63,100,2.0,off,09:20_d100_vixoff_sl2.0
2022-11-03,09:20,18011.9,18048.0,16.36,2022-11-03,18100,17900,17.5,17.9,38.75,0.05,True,False,09:35,15:25,18,35.4,-1530.0,124.69,-1654.69,100,2.0,off,09:20_d100_vixoff_sl2.0
2022-11-10,09:20,18079.5,18036.8,16.05,2022-11-10,18200,18000,7.2,12.6,0.05,27.95,False,True,15:25,09:49,18,19.8,-3690.0,112.6,-3802.6,100,2.0,off,09:20_d100_vixoff_sl2.0
2022-12-01,09:20,18872.0,18801.0,13.63,2022-12-01,18950,18750,9.95,6.65,0.05,13.65,False,True,15:25,13:37,17,16.6,1232.5,106.97,1125.53,100,2.0,off,09:20_d100_vixoff_sl2.0
2022-12-08,09:20,18557.0,18614.4,14.03,2022-12-08,18650,18450,13.05,7.4,0.05,0.05,False,False,15:25,15:25,17,20.45,8648.75,106.71,8542.04,100,2.0,off,09:20_d100_vixoff_sl2.0
2022-12-22,09:20,18252.5,18114.7,15.0,2022-12-22,18350,18150,21.75,20.4,0.05,40.8,False,True,15:25,09:37,18,42.15,585.0,129.4,455.6,100,2.0,off,09:20_d100_vixoff_sl2.0
2022-12-29,09:20,18013.6,18210.4,15.63,2022-12-29,18100,17900,15.4,12.5,33.4,0.05,True,False,14:44,15:25,18,27.9,-2497.5,118.85,-2616.35,100,2.0,off,09:20_d100_vixoff_sl2.0
2023-01-05,09:20,18056.2,17999.8,15.11,2023-01-05,18150,17950,15.6,12.8,33.7,26.25,True,True,09:33,11:53,18,28.4,-14197.5,124.47,-14321.97,100,2.0,off,09:20_d100_vixoff_sl2.0
2023-01-12,09:20,17922.3,17866.0,15.57,2023-01-12,18000,17800,28.15,15.3,0.05,32.75,False,True,15:25,10:16,18,43.45,4792.5,128.62,4663.88,100,2.0,off,09:20_d100_vixoff_sl2.0
2023-01-19,09:20,18117.5,18089.0,14.43,2023-01-19,18200,18000,13.65,13.05,0.05,0.1,False,False,15:25,15:25,18,26.7,11947.5,111.43,11836.07,100,2.0,off,09:20_d100_vixoff_sl2.0
2023-01-25,09:20,18051.6,17910.0,13.84,2023-01-25,18150,17950,10.55,6.15,0.15,13.35,False,True,15:25,09:45,18,16.7,1440.0,107.74,1332.26,100,2.0,off,09:20_d100_vixoff_sl2.0
2023-02-02,09:20,17477.7,17611.8,17.21,2023-02-02,17600,17400,31.35,46.0,70.7,0.05,True,False,09:30,15:25,19,77.35,3135.0,161.31,2973.69,100,2.0,off,09:20_d100_vixoff_sl2.0
2023-02-09,09:20,17834.9,17897.1,13.78,2023-02-09,17950,17750,9.9,18.6,0.05,0.05,False,False,15:25,15:25,18,28.5,12780.0,112.56,12667.44,100,2.0,off,09:20_d100_vixoff_sl2.0
2023-02-16,09:20,18103.8,18015.2,12.7,2023-02-16,18200,18000,6.2,9.95,0.05,0.1,False,False,15:25,15:25,18,16.15,7200.0,104.71,7095.29,100,2.0,off,09:20_d100_vixoff_sl2.0
2023-02-23,09:20,17536.0,17523.8,15.48,2023-02-23,17650,17450,13.45,17.3,0.05,35.5,False,True,15:25,09:34,19,30.75,-2280.0,122.57,-2402.57,100,2.0,off,09:20_d100_vixoff_sl2.0
