date,entry_time,spot_at_entry,spot_at_close,vix,expiry,ce_strike,pe_strike,ce_entry_prem,pe_entry_prem,ce_exit_prem,pe_exit_prem,ce_stopped,pe_stopped,ce_exit_time,pe_exit_time,lots_per_leg,total_premium_collected,gross_pnl,total_costs,net_pnl,strike_dist,sl_mult,vix_filter,combo
2023-07-13,09:30,19490.9,19443.2,10.77,2023-07-13,19600,19400,5.0,9.9,10.75,0.05,True,False,09:46,15:25,17,14.9,1742.5,105.4,1637.1,100,2.0,off,09:30_d100_vixoff_sl2.0
2023-07-20,09:30,19807.5,19970.0,11.83,2023-07-20,19900,19700,12.5,12.55,26.35,0.05,True,False,12:53,15:25,16,25.05,-540.0,113.27,-653.27,100,2.0,off,09:30_d100_vixoff_sl2.0
2023-07-27,09:30,19847.2,19700.2,10.43,2023-07-27,19950,19750,11.0,10.4,0.1,22.8,False,True,15:25,10:08,16,21.4,-600.0,110.58,-710.58,100,2.0,off,09:30_d100_vixoff_sl2.0
2023-08-03,09:30,19532.0,19394.5,11.52,2023-08-03,19650,19450,10.35,21.0,0.05,42.1,False,True,15:25,12:17,17,31.35,-4590.0,121.21,-4711.21,100,2.0,off,09:30_d100_vixoff_sl2.0
2023-08-10,09:30,19576.3,19549.2,11.25,2023-08-10,19700,19500,9.25,25.95,0.05,54.45,False,True,15:25,10:40,17,35.2,-8202.5,125.86,-8328.36,100,2.0,off,09:30_d100_vixoff_sl2.0
2023-08-17,09:30,19406.2,19346.2,12.3,2023-08-17,19500,19300,13.15,10.5,0.05,0.05,False,False,15:25,15:25,17,23.65,10008.75,108.63,9900.12,100,2.0,off,09:30_d100_vixoff_sl2.0
2023-09-14,09:30,20148.0,20101.8,11.68,2023-09-14,20250,20050,6.9,14.3,0.05,33.9,False,True,15:25,10:17,16,21.2,-5100.0,112.43,-5212.43,100,2.0,off,09:30_d100_vixoff_sl2.0
2023-09-21,09:30,19815.2,19748.8,11.1,2023-09-21,19900,19700,8.2,6.3,0.05,12.9,False,True,15:25,10:04,16,14.5,620.0,104.91,515.09,100,2.0,off,09:30_d100_vixoff_sl2.0
2023-09-28,09:30,19730.5,19553.3,11.54,2023-09-28,19850,19650,5.45,23.75,0.1,50.25,False,True,15:25,11:23,16,29.2,-8460.0,119.87,-8579.87,100,2.0,off,09:30_d100_vixoff_sl2.0
2023-10-12,09:30,19813.7,19782.9,10.96,2023-10-12,19900,19700,6.8,5.25,0.05,10.65,False,True,15:25,10:00,16,12.05,540.0,103.12,436.88,100,2.0,off,09:30_d100_vixoff_sl2.0
2023-10-19,09:30,19551.7,19611.9,11.02,2023-10-19,19650,19450,5.85,5.8,14.85,0.05,True,False,09:58,15:25,17,11.65,-1381.25,104.22,-1485.47,100,2.0,off,09:30_d100_vixoff_sl2.0
2023-10-26,09:30,18965.7,18848.5,11.7,2023-10-26,19050,18850,20.6,14.55,0.1,32.5,False,True,15:25,10:57,17,35.15,1083.75,121.69,962.06,100,2.0,off,09:30_d100_vixoff_sl2.0
2023-11-02,09:30,19158.4,19144.8,11.26,2023-11-02,19250,19050,5.55,7.0,0.05,16.0,False,True,15:25,11:49,17,12.55,-1487.5,104.98,-1592.48,100,2.0,off,09:30_d100_vixoff_sl2.0
2023-11-30,09:30,20106.8,20127.2,12.22,2023-11-30,20200,20000,11.05,8.5,0.05,17.15,False,True,15:25,09:51,16,19.55,940.0,108.52,831.48,100,2.0,off,09:30_d100_vixoff_sl2.0
2023-12-07,09:30,20861.0,20916.1,13.26,2023-12-07,20950,20750,11.15,8.0,0.05,0.05,False,False,15:25,15:25,15,19.15,7143.75,104.57,7039.18,100,2.0,off,09:30_d100_vixoff_sl2.0
2023-12-21,09:30,21015.5,21283.0,14.55,2023-12-21,21100,20900,26.0,30.8,56.8,0.1,True,False,10:09,15:25,15,56.8,-37.5,134.01,-171.51,100,2.0,off,09:30_d100_vixoff_sl2.0
2023-12-28,09:30,21736.5,21773.7,15.65,2023-12-28,21850,21650,21.6,22.55,0.1,0.1,False,False,15:25,15:25,15,44.15,16481.25,117.85,16363.4,100,2.0,off,09:30_d100_vixoff_sl2.0
2024-01-04,09:30,21617.9,21669.6,14.04,2024-01-04,21700,21500,8.15,7.95,0.1,0.05,False,False,15:25,15:25,15,16.1,5981.25,102.97,5878.28,100,2.0,off,09:30_d100_vixoff_sl2.0
2024-01-11,09:30,21707.7,21669.4,12.9,2024-01-11,21800,21600,8.7,10.15,0.05,20.85,False,True,15:25,14:14,15,18.85,-768.75,107.88,-876.63,100,2.0,off,09:30_d100_vixoff_sl2.0
2024-01-18,09:30,21429.8,21477.2,15.22,2024-01-18,21550,21350,10.55,31.55,21.9,64.4,True,True,12:22,09:51,15,42.1,-16575.0,131.12,-16706.12,100,2.0,off,09:30_d100_vixoff_sl2.0
2024-01-25,09:30,21439.5,21370.8,14.53,2024-01-25,21550,21350,24.5,31.65,0.1,68.35,False,True,15:25,10:17,15,56.15,-4612.5,135.59,-4748.09,100,2.0,off,09:30_d100_vixoff_sl2.0
2024-02-01,09:30,21718.2,21690.3,16.05,2024-02-01,21800,21600,69.0,65.6,0.05,0.05,False,False,15:25,15:25,15,134.6,50437.5,165.82,50271.68,100,2.0,off,09:30_d100_vixoff_sl2.0
2024-02-08,09:30,21999.5,21759.7,15.49,2024-02-08,22100,21900,23.9,23.65,0.05,59.6,False,True,15:25,10:15,15,47.55,-4537.5,129.57,-4667.07,100,2.0,off,09:30_d100_vixoff_sl2.0
2024-02-15,09:30,21865.3,21927.0,15.17,2024-02-15,21950,21750,26.25,23.75,0.05,0.05,False,False,15:25,15:25,15,50.0,18712.5,120.94,18591.56,100,2.0,off,09:30_d100_vixoff_sl2.0
2024-02-22,09:30,21996.6,22216.9,15.77,2024-02-22,22100,21900,27.0,35.8,59.0,85.3,True,True,14:49,10:05,15,62.8,-30562.5,151.77,-30714.27,100,2.0,off,09:30_d100_vixoff_sl2.0
2024-02-29,09:30,21949.2,22042.0,16.4,2024-02-29,22050,21850,36.3,36.7,0.1,77.6,False,True,15:25,10:13,15,73.0,-1762.5,146.07,-1908.57,100,2.0,off,09:30_d100_vixoff_sl2.0
2024-03-07,09:30,22494.8,22483.5,14.33,2024-03-07,22600,22400,14.65,20.45,0.05,0.05,False,False,15:25,15:25,14,35.1,12250.0,111.79,12138.21,100,2.0,off,09:30_d100_vixoff_sl2.0
2024-03-14,09:30,21976.2,22153.0,14.57,2024-03-14,22100,21900,34.05,39.9,69.65,0.05,True,False,11:33,15:25,15,73.95,1593.75,145.24,1448.51,100,2.0,off,09:30_d100_vixoff_sl2.0
2024-03-21,09:30,21995.8,22014.6,13.15,2024-03-21,22100,21900,14.8,20.65,0.05,0.05,False,False,15:25,15:25,15,35.45,13256.25,113.22,13143.03,100,2.0,off,09:30_d100_vixoff_sl2.0
2024-03-28,09:30,22209.5,22343.1,12.76,2024-03-28,22300,22100,20.45,12.8,40.9,0.1,True,False,09:44,15:25,15,33.25,-2906.25,118.88,-3025.13,100,2.0,off,09:30_d100_vixoff_sl2.0
2024-04-04,09:30,22501.0,22541.2,11.18,2024-04-04,22600,22400,21.1,34.45,0.05,73.7,False,True,15:25,09:54,14,55.55,-6370.0,133.37,-6503.37,100,2.0,off,09:30_d100_vixoff_sl2.0
2024-04-10,09:30,22719.3,22735.0,11.29,2024-04-10,22800,22600,18.85,18.25,0.05,0.05,False,False,15:25,15:25,14,37.1,12950.0,112.78,12837.22,100,2.0,off,09:30_d100_vixoff_sl2.0
2024-04-18,09:30,22249.7,22045.8,12.58,2024-04-18,22350,22150,13.15,17.75,0.05,43.9,False,True,15:25,09:43,14,30.9,-4567.5,116.54,-4684.04,100,2.0,off,09:30_d100_vixoff_sl2.0
2024-04-25,09:30,22346.3,22559.2,10.53,2024-04-25,22450,22250,21.7,18.5,44.7,0.1,True,False,10:02,15:25,14,40.2,-1610.0,121.27,-1731.27,100,2.0,off,09:30_d100_vixoff_sl2.0
2024-05-02,09:30,22641.8,22656.8,13.87,2024-05-02,22750,22550,24.45,24.1,0.1,0.05,False,False,15:25,15:25,14,48.55,16940.0,118.46,16821.54,100,2.0,off,09:30_d100_vixoff_sl2.0
2024-05-09,09:30,22248.8,21968.2,17.41,2024-05-09,22350,22150,29.55,41.75,0.05,89.95,False,True,15:25,12:48,14,71.3,-6545.0,143.7,-6688.7,100,2.0,off,09:30_d100_vixoff_sl2.0
2024-05-16,09:30,22311.3,22392.3,20.37,2024-05-16,22400,22200,21.65,30.7,5.1,62.8,False,True,15:25,10:01,14,52.35,-5442.5,130.88,-5573.38,100,2.0,off,09:30_d100_vixoff_sl2.0
2024-05-23,09:30,22586.0,22951.0,21.72,2024-05-23,22700,22500,29.8,34.1,61.15,0.05,True,False,09:39,15:25,14,63.9,945.0,135.56,809.44,100,2.0,off,09:30_d100_vixoff_sl2.0
2024-05-30,09:30,22635.3,22557.1,23.8,2024-05-30,22750,22550,35.45,55.9,0.05,113.85,False,True,15:25,14:58,14,91.35,-7892.5,157.35,-8049.85,100,2.0,off,09:30_d100_vixoff_sl2.0
2024-06-06,09:30,22705.8,22849.0,17.3,2024-06-06,22800,22600,73.55,82.25,21.2,0.05,False,False,15:25,15:25,14,155.8,47092.5,174.84,46917.66,100,2.0,off,09:30_d100_vixoff_sl2.0
2024-06-13,09:30,23416.5,23399.3,13.93,2024-06-13,23500,23300,25.8,22.3,0.05,0.05,False,False,15:25,15:25,14,48.1,16800.0,118.23,16681.77,100,2.0,off,09:30_d100_vixoff_sl2.0
2024-06-20,09:30,23495.9,23579.2,13.71,2024-06-20,23600,23400,28.7,42.3,0.05,0.05,False,False,15:25,15:25,14,71.0,24815.0,129.57,24685.43,100,2.0,off,09:30_d100_vixoff_sl2.0
2024-06-27,09:30,23821.6,24036.1,14.05,2024-06-27,23900,23700,36.1,25.8,73.25,0.1,True,False,09:58,15:25,13,61.9,-3721.25,133.46,-3854.71,100,2.0,off,09:30_d100_vixoff_sl2.0
2024-07-04,09:30,24363.0,24304.7,13.21,2024-07-04,24450,24250,21.7,17.0,0.05,0.05,False,False,15:25,15:25,13,38.7,12545.0,112.2,12432.8,100,2.0,off,09:30_d100_vixoff_sl2.0
2024-07-11,09:30,24348.1,24338.5,14.43,2024-07-11,24450,24250,12.55,17.95,0.05,40.7,False,True,15:25,10:15,13,30.5,-3331.25,114.31,-3445.56,100,2.0,off,09:30_d100_vixoff_sl2.0
2024-07-18,09:30,24527.0,24779.3,13.96,2024-07-18,24650,24450,9.6,22.45,24.9,0.1,True,False,09:44,15:25,13,32.05,2291.25,112.75,2178.5,100,2.0,off,09:30_d100_vixoff_sl2.0
2024-07-25,09:30,24256.4,24415.0,11.92,2024-07-25,24350,24150,23.75,28.35,49.1,0.05,True,False,12:48,15:25,13,52.1,958.75,125.45,833.3,100,2.0,off,09:30_d100_vixoff_sl2.0
2024-08-01,09:30,25047.7,25006.0,13.08,2024-08-01,25150,24950,21.5,23.2,0.05,0.05,False,False,15:25,15:25,13,44.7,14495.0,114.96,14380.04,100,2.0,off,09:30_d100_vixoff_sl2.0
2024-08-08,09:30,24217.5,24098.7,15.26,2024-08-08,24300,24100,64.2,54.45,0.1,0.15,False,False,15:25,15:25,13,118.65,38480.0,148.98,38331.02,100,2.0,off,09:30_d100_vixoff_sl2.0
2024-08-14,09:30,24113.5,24144.5,14.84,2024-08-14,24200,24000,25.15,20.5,0.05,0.1,False,False,15:25,15:25,13,45.65,14787.5,115.41,14672.09,100,2.0,off,09:30_d100_vixoff_sl2.0
2024-08-22,09:30,24835.1,24810.9,13.32,2024-08-22,24950,24750,10.95,17.0,0.05,0.05,False,False,15:25,15:25,13,27.95,9051.25,107.26,8943.99,100,2.0,off,09:30_d100_vixoff_sl2.0
2024-08-29,09:30,25054.5,25156.8,13.96,2024-08-29,25150,24950,18.45,20.75,37.7,0.15,True,False,09:53,15:25,13,39.2,438.75,117.89,320.86,100,2.0,off,09:30_d100_vixoff_sl2.0
2024-09-05,09:30,25221.3,25144.8,13.95,2024-09-05,25300,25100,26.25,21.05,0.05,0.05,False,False,15:25,15:25,13,47.3,15340.0,116.15,15223.85,100,2.0,off,09:30_d100_vixoff_sl2.0
2024-09-12,09:30,25058.1,25315.0,11.85,2024-09-12,25150,24950,21.7,21.75,43.65,46.45,True,True,14:04,09:59,13,43.45,-15161.25,127.39,-15288.64,100,2.0,off,09:30_d100_vixoff_sl2.0
2024-09-19,09:30,25568.8,25445.0,12.36,2024-09-19,25650,25450,26.75,14.25,0.05,29.2,False,True,15:25,11:23,13,41.0,3818.75,117.47,3701.28,100,2.0,off,09:30_d100_vixoff_sl2.0
2024-09-26,09:30,26043.7,26184.7,12.62,2024-09-26,26150,25950,26.3,28.05,60.85,0.1,True,False,14:20,15:25,12,54.35,-1980.0,125.6,-2105.6,100,2.0,off,09:30_d100_vixoff_sl2.0
2024-10-03,09:30,25577.5,25266.0,13.02,2024-10-03,25700,25500,26.4,48.95,64.0,106.85,True,True,09:35,11:21,13,75.35,-31037.5,153.72,-31191.22,100,2.0,off,09:30_d100_vixoff_sl2.0
2024-10-10,09:30,25057.8,25007.5,13.68,2024-10-10,25150,24950,34.2,31.0,0.05,0.1,False,False,15:25,15:25,13,65.2,21141.25,124.4,21016.85,100,2.0,off,09:30_d100_vixoff_sl2.0
2024-10-17,09:30,24934.0,24750.2,13.08,2024-10-17,25050,24850,17.8,23.2,0.05,48.7,False,True,15:25,09:38,13,41.0,-2518.75,120.29,-2639.04,100,2.0,off,09:30_d100_vixoff_sl2.0
2024-10-24,09:30,24418.2,24414.6,14.72,2024-10-24,24500,24300,27.1,21.15,0.05,0.05,False,False,15:25,15:25,13,48.25,15648.75,116.6,15532.15,100,2.0,off,09:30_d100_vixoff_sl2.0
2024-10-31,09:30,24271.3,24238.5,15.96,2024-10-31,24350,24150,25.5,17.8,0.05,0.2,False,False,15:25,15:25,13,43.3,13991.25,114.34,13876.91,100,2.0,off,09:30_d100_vixoff_sl2.0
2024-11-07,09:30,24351.1,24194.6,15.05,2024-11-07,24450,24250,30.1,26.6,0.05,61.7,False,True,15:25,09:59,13,56.7,-1641.25,129.38,-1770.63,100,2.0,off,09:30_d100_vixoff_sl2.0
2024-11-14,09:30,23577.4,23559.6,14.82,2024-11-14,23700,23500,33.55,45.95,0.1,0.05,False,False,15:25,15:25,14,79.5,27772.5,133.79,27638.71,100,2.0,off,09:30_d100_vixoff_sl2.0
2024-11-21,09:30,23385.6,23346.8,15.66,2024-11-21,23500,23300,24.85,45.15,0.05,0.05,False,False,15:25,15:25,4,70.0,20970.0,124.12,20845.88,100,2.0,off,09:30_d100_vixoff_sl2.0
2024-11-28,09:30,24272.7,23957.5,14.38,2024-11-28,24350,24150,39.1,25.2,0.1,51.5,False,True,15:25,10:33,4,64.3,3810.0,128.57,3681.43,100,2.0,off,09:30_d100_vixoff_sl2.0
2024-12-05,09:30,24518.9,24701.5,14.47,2024-12-05,24600,24400,75.0,75.2,156.2,151.25,True,True,12:15,10:17,4,150.2,-47175.0,199.14,-47374.14,100,2.0,off,09:30_d100_vixoff_sl2.0
2024-12-12,09:30,24666.1,24539.5,13.14,2024-12-12,24750,24550,25.75,15.65,0.1,31.85,False,True,15:25,10:59,4,41.4,2835.0,116.23,2718.77,100,2.0,off,09:30_d100_vixoff_sl2.0
2024-12-19,09:30,23893.3,23962.0,14.93,2024-12-19,24000,23800,35.45,40.55,0.05,0.05,False,False,15:25,15:25,4,76.0,22770.0,126.66,22643.34,100,2.0,off,09:30_d100_vixoff_sl2.0
2024-12-26,09:30,23829.9,23760.3,13.27,2024-12-26,23950,23750,17.9,25.0,0.05,55.9,False,True,15:25,10:07,4,42.9,-3915.0,120.06,-4035.06,100,2.0,off,09:30_d100_vixoff_sl2.0
2025-01-02,09:30,23763.7,24168.0,14.45,2025-01-02,23850,23650,73.2,64.95,147.6,0.05,True,False,10:50,15:25,4,138.15,-2850.0,172.72,-3022.72,100,2.0,off,09:30_d100_vixoff_sl2.0
2025-01-09,09:30,23622.0,23557.2,14.57,2025-01-09,23700,23500,22.7,15.75,0.05,37.95,False,True,15:25,10:47,4,38.45,135.0,115.78,19.22,100,2.0,off,09:30_d100_vixoff_sl2.0
2025-01-16,09:30,23343.0,23350.8,15.13,2025-01-16,23450,23250,11.3,11.95,0.1,0.05,False,False,15:25,15:25,4,23.25,6930.0,104.29,6825.71,100,2.0,off,09:30_d100_vixoff_sl2.0
2025-01-23,09:30,23120.8,23216.3,16.85,2025-01-23,23200,23000,23.0,13.85,47.5,0.05,True,False,09:37,15:25,4,36.85,-3210.0,116.37,-3326.37,100,2.0,off,09:30_d100_vixoff_sl2.0
2025-01-30,09:30,23192.8,23298.0,18.8,2025-01-30,23300,23100,71.59,88.0,0.15,0.15,False,False,15:25,15:25,4,159.59,47787.0,162.16,47624.84,100,2.0,off,09:30_d100_vixoff_sl2.0
2025-02-06,09:30,23694.2,23628.0,14.23,2025-02-06,23800,23600,32.85,37.54,0.05,0.1,False,False,15:25,15:25,4,70.39,21072.0,124.29,20947.71,100,2.0,off,09:30_d100_vixoff_sl2.0
2025-02-13,09:30,23045.7,23019.4,15.15,2025-02-13,23150,22950,45.35,45.05,95.0,0.05,True,False,10:02,15:25,4,90.4,-1395.0,145.43,-1540.43,100,2.0,off,09:30_d100_vixoff_sl2.0
2025-02-20,09:30,22844.1,22906.2,15.68,2025-02-20,22950,22750,29.3,24.0,0.1,0.05,False,False,15:25,15:25,4,53.3,15945.0,117.04,15827.96,100,2.0,off,09:30_d100_vixoff_sl2.0
2025-02-27,09:30,22554.7,22510.8,13.79,2025-02-27,22650,22450,7.05,8.94,0.1,0.05,False,False,15:25,15:25,4,15.99,4752.0,101.21,4650.79,100,2.0,off,09:30_d100_vixoff_sl2.0
2025-03-06,09:30,22344.5,22529.2,13.55,2025-03-06,22450,22250,20.35,31.7,49.2,67.2,True,True,12:50,09:49,4,52.05,-19305.0,132.01,-19437.01,100,2.0,off,09:30_d100_vixoff_sl2.0
2025-03-13,09:30,22471.2,22383.3,13.68,2025-03-13,22550,22350,13.0,11.05,27.65,0.05,True,False,09:57,15:25,4,24.05,-1095.0,108.3,-1203.3,100,2.0,off,09:30_d100_vixoff_sl2.0
2025-03-20,09:30,23059.0,23165.7,13.27,2025-03-20,23150,22950,22.95,22.3,60.8,0.15,True,False,13:23,15:25,4,45.25,-4710.0,121.73,-4831.73,100,2.0,off,09:30_d100_vixoff_sl2.0
2025-03-27,09:30,23541.5,23601.0,13.61,2025-03-27,23650,23450,28.7,31.4,0.1,0.15,False,False,15:25,15:25,4,60.1,17955.0,119.93,17835.07,100,2.0,off,09:30_d100_vixoff_sl2.0
2025-04-03,09:30,23247.8,23241.6,14.08,2025-04-03,23350,23150,12.75,23.2,0.1,0.1,False,False,15:25,15:25,4,35.95,10725.0,109.68,10615.32,100,2.0,off,09:30_d100_vixoff_sl2.0
2025-04-09,09:30,22365.2,22420.4,20.87,2025-04-09,22450,22250,53.4,52.3,0.05,0.05,False,False,15:25,15:25,4,105.7,31680.0,139.27,31540.73,100,2.0,off,09:30_d100_vixoff_sl2.0
2025-04-17,09:30,23311.7,23837.8,15.73,2025-04-17,23400,23200,19.39,17.5,48.45,0.1,True,False,09:42,15:25,4,36.89,-3498.0,116.53,-3614.53,100,2.0,off,09:30_d100_vixoff_sl2.0
2025-04-24,09:30,24252.2,24245.0,16.32,2025-04-24,24350,24150,17.1,13.35,37.29,0.15,True,False,09:34,15:25,4,30.45,-2097.0,112.32,-2209.32,100,2.0,off,09:30_d100_vixoff_sl2.0
2025-04-30,09:30,24337.5,24246.2,17.84,2025-04-30,24450,24250,9.15,12.3,0.1,0.2,False,False,15:25,15:25,4,21.45,6345.0,103.55,6241.45,100,2.0,off,09:30_d100_vixoff_sl2.0
2025-05-08,09:30,24387.2,24154.1,18.74,2025-05-08,24500,24300,7.8,12.2,0.15,32.2,False,True,15:25,14:54,4,20.0,-3705.0,107.2,-3812.2,100,2.0,off,09:30_d100_vixoff_sl2.0
2025-05-15,09:30,24605.9,25035.3,17.29,2025-05-15,24700,24500,29.95,30.35,60.15,84.95,True,True,10:34,09:45,4,60.3,-25440.0,139.34,-25579.34,100,2.0,off,09:30_d100_vixoff_sl2.0
2025-05-22,09:30,24571.7,24637.0,17.78,2025-05-22,24650,24450,57.25,39.5,0.1,0.1,False,False,15:25,15:25,4,96.75,28965.0,135.49,28829.51,100,2.0,off,09:30_d100_vixoff_sl2.0
2025-05-29,09:30,24825.0,24880.8,17.19,2025-05-29,24950,24750,20.95,21.8,0.1,45.55,False,True,15:25,10:29,4,42.75,-870.0,118.63,-988.63,100,2.0,off,09:30_d100_vixoff_sl2.0
2025-06-05,09:30,24709.1,24761.1,15.82,2025-06-05,24800,24600,36.9,25.0,80.8,0.05,True,False,12:06,15:25,4,61.9,-5685.0,131.45,-5816.45,100,2.0,off,09:30_d100_vixoff_sl2.0
2025-06-12,09:30,25171.2,24856.0,13.91,2025-06-12,25250,25050,22.35,17.0,0.1,39.3,False,True,15:25,09:43,4,39.35,-15.0,116.36,-131.36,100,2.0,off,09:30_d100_vixoff_sl2.0
2025-06-19,09:30,24810.7,24744.7,14.21,2025-06-19,24900,24700,18.9,14.7,0.1,0.1,False,False,15:25,15:25,4,33.6,10020.0,108.68,9911.32,100,2.0,off,09:30_d100_vixoff_sl2.0
2025-06-26,09:30,25363.3,25530.4,12.8,2025-06-26,25450,25250,41.05,26.75,87.3,0.1,True,False,13:58,15:25,4,67.8,-5880.0,134.82,-6014.82,100,2.0,off,09:30_d100_vixoff_sl2.0
2025-07-03,09:30,25442.6,25397.4,12.4,2025-07-03,25550,25350,14.65,21.7,36.85,0.1,True,False,09:53,15:25,4,36.35,-180.0,114.75,-294.75,100,2.0,off,09:30_d100_vixoff_sl2.0
2025-07-10,09:30,25449.2,25348.2,11.87,2025-07-10,25550,25350,17.2,14.05,0.1,29.9,False,True,15:25,10:52,4,31.25,375.0,111.66,263.34,100,2.0,off,09:30_d100_vixoff_sl2.0
2025-07-17,09:30,25198.5,25109.5,11.27,2025-07-17,25300,25100,11.15,9.65,0.05,19.45,False,True,15:25,10:16,4,20.8,390.0,105.83,284.17,100,2.0,off,09:30_d100_vixoff_sl2.0
2025-07-24,09:30,25188.3,25051.9,10.47,2025-07-24,25300,25100,8.0,9.1,0.05,25.65,False,True,15:25,11:23,4,17.1,-2580.0,105.08,-2685.08,100,2.0,off,09:30_d100_vixoff_sl2.0
2025-07-31,09:30,24703.0,24765.6,11.9,2025-07-31,24800,24600,21.25,24.3,47.3,0.1,True,False,11:24,15:25,4,45.55,-555.0,120.06,-675.06,100,2.0,off,09:30_d100_vixoff_sl2.0
2025-08-07,09:30,24526.2,24626.7,11.83,2025-08-07,24650,24450,15.55,20.45,0.15,48.7,False,True,15:25,10:30,4,36.0,-3855.0,116.19,-3971.19,100,2.0,off,09:30_d100_vixoff_sl2.0
2025-08-14,09:30,24636.3,24616.0,12.28,2025-08-14,24750,24550,13.95,18.9,0.1,0.05,False,False,15:25,15:25,4,32.85,9810.0,108.36,9701.64,100,2.0,off,09:30_d100_vixoff_sl2.0
2025-08-21,09:30,25071.0,25077.0,11.87,2025-08-21,25150,24950,13.9,9.55,31.1,0.05,True,False,10:04,15:25,4,23.45,-2310.0,108.51,-2418.51,100,2.0,off,09:30_d100_vixoff_sl2.0
2025-08-28,09:30,24522.1,24533.1,12.19,2025-08-28,24600,24400,25.6,10.6,56.5,0.05,True,False,10:34,15:25,4,36.2,-6105.0,117.3,-6222.3,100,2.0,off,09:30_d100_vixoff_sl2.0
2025-09-02,09:30,24660.9,24575.0,11.22,2025-09-02,24750,24550,11.55,9.0,26.2,21.45,True,True,09:52,14:02,4,20.55,-8130.0,109.48,-8239.48,100,2.0,off,09:30_d100_vixoff_sl2.0
2025-09-09,09:30,24860.1,24878.8,10.84,2025-09-09,24950,24750,16.6,12.0,0.05,0.1,False,False,15:25,15:25,4,28.6,8535.0,106.56,8428.44,100,2.0,off,09:30_d100_vixoff_sl2.0
2025-09-16,09:30,25113.6,25254.5,10.39,2025-09-16,25200,25000,10.7,7.85,25.5,0.05,True,False,09:53,15:25,4,18.55,-2100.0,105.68,-2205.68,100,2.0,off,09:30_d100_vixoff_sl2.0
2025-09-23,09:30,25173.0,25185.8,10.3,2025-09-23,25250,25050,16.5,7.0,35.3,14.45,True,True,13:31,09:43,4,23.5,-7875.0,111.01,-7986.01,100,2.0,off,09:30_d100_vixoff_sl2.0
2025-09-30,09:30,24655.7,24633.6,11.26,2025-09-30,24750,24550,24.85,16.7,0.05,0.1,False,False,15:25,15:25,4,41.55,12420.0,112.05,12307.95,100,2.0,off,09:30_d100_vixoff_sl2.0
2025-10-07,09:30,25111.7,25112.8,10.3,2025-10-07,25200,25000,14.0,11.3,31.5,0.05,True,False,09:48,15:25,4,25.3,-1875.0,109.34,-1984.34,100,2.0,off,09:30_d100_vixoff_sl2.0
2025-10-14,09:30,25288.3,25123.3,10.89,2025-10-14,25400,25200,13.5,15.5,0.05,32.85,False,True,15:25,09:44,4,29.0,-1170.0,111.1,-1281.1,100,2.0,off,09:30_d100_vixoff_sl2.0
2025-10-20,09:30,25868.9,25850.7,11.33,2025-10-20,25950,25750,30.45,18.65,0.05,42.95,False,True,15:25,09:46,3,49.1,1372.5,114.33,1258.17,100,2.0,off,09:30_d100_vixoff_sl2.0
2025-10-28,09:30,25988.9,25965.4,12.21,2025-10-28,26100,25900,29.55,27.6,0.1,58.35,False,True,15:25,10:05,3,57.15,-292.5,118.43,-410.93,100,2.0,off,09:30_d100_vixoff_sl2.0
2025-11-04,09:30,25708.1,25586.2,12.87,2025-11-04,25800,25600,23.0,19.4,0.05,2.25,False,False,15:25,15:25,3,42.4,9022.5,108.13,8914.37,100,2.0,off,09:30_d100_vixoff_sl2.0
2025-11-11,09:30,25517.2,25705.5,12.41,2025-11-11,25600,25400,24.5,14.05,49.8,0.05,True,False,13:35,15:25,4,38.55,-3390.0,117.41,-3507.41,100,2.0,off,09:30_d100_vixoff_sl2.0
2025-11-18,09:30,25951.8,25894.7,11.83,2025-11-18,26050,25850,19.2,19.4,0.05,0.1,False,False,15:25,15:25,3,38.6,8651.25,106.7,8544.55,100,2.0,off,09:30_d100_vixoff_sl2.0
2025-11-25,09:30,25955.8,25860.3,12.52,2025-11-25,26050,25850,20.0,16.4,45.55,0.05,True,False,10:11,15:25,3,36.4,-2070.0,110.54,-2180.54,100,2.0,off,09:30_d100_vixoff_sl2.0
2025-12-02,09:30,26122.1,26057.0,11.37,2025-12-02,26200,26000,22.0,13.35,0.05,0.05,False,False,15:25,15:25,3,35.35,7931.25,105.66,7825.59,100,2.0,off,09:30_d100_vixoff_sl2.0
2025-12-09,09:30,25774.8,25841.8,11.18,2025-12-09,25850,25650,30.8,12.2,63.5,0.05,True,False,11:14,15:25,3,43.0,-4623.75,114.44,-4738.19,100,2.0,off,09:30_d100_vixoff_sl2.0
2025-12-16,09:30,25916.3,25851.3,10.09,2025-12-16,26000,25800,19.3,11.1,0.05,0.05,False,False,15:25,15:25,3,30.4,6817.5,104.09,6713.41,100,2.0,off,09:30_d100_vixoff_sl2.0
2025-12-23,09:30,26138.8,26166.0,9.76,2025-12-23,26250,26050,8.35,14.15,0.05,0.05,False,False,15:25,15:25,3,22.5,5040.0,101.57,4938.43,100,2.0,off,09:30_d100_vixoff_sl2.0
2025-12-30,09:30,25885.0,25970.5,9.87,2025-12-30,25950,25800,15.25,9.44,33.35,0.05,True,False,09:39,15:25,3,24.69,-1959.75,105.6,-2065.35,100,2.0,off,09:30_d100_vixoff_sl2.0
