symbol,entry_date,exit_date,entry_price,exit_price,gap_size_pct,volume_ratio,body_pct,pnl_gross,pnl_net,exit_reason,stopped_out,hold_bars,allocated_capital,trade_pnl_rupees
ASHOKLEY,2011-03-24,2011-03-25,10.4306,9.9478,1.5,1.55,5.04,-0.046288,-0.048288,stopped_out_gap,True,1,184671.14,-8917.4
PRESTIGE,2011-03-24,2011-03-25,130.5864,129.2805,7.34,1.89,17.45,-0.01,-0.012,stopped_out,True,1,147736.91,-1772.84
JWL,2011-03-24,2011-03-25,36.8016,40.1882,3.86,2.34,6.62,0.092025,0.090025,take_profit_gap,False,1,118189.53,10640.01
CIEINDIA,2011-03-24,2011-03-25,64.5243,67.7505,0.79,3.18,6.06,0.05,0.048,take_profit,False,1,75641.3,3630.78
VTL,2011-03-25,2011-03-28,44.2921,43.6201,0.7,2.63,4.13,-0.015172,-0.017172,stopped_out_gap,True,1,166476.92,-2858.74
WIPRO,2011-03-25,2011-03-31,70.997,74.5468,0.9,2.07,1.89,0.05,0.048,take_profit,False,4,133181.54,6392.71
CHAMBLFERT,2011-03-25,2011-03-29,52.0259,51.5057,2.97,1.77,5.79,-0.01,-0.012,stopped_out,True,2,106545.23,-1278.54
MOIL,2011-03-25,2011-03-28,130.5723,129.1313,2.57,4.46,3.68,-0.011036,-0.013036,stopped_out_gap,True,1,85236.19,-1111.14
LT,2011-03-28,2011-04-11,589.2741,599.3748,2.78,1.9,2.33,0.017141,0.015141,time_exit,False,10,110044.49,1666.18
STLTECH,2011-03-28,2011-03-29,52.0476,51.5271,3.76,10.22,16.78,-0.01,-0.012,stopped_out,True,1,137555.61,-1650.67
IRB,2011-03-28,2011-03-30,15.3518,16.1194,0.57,1.99,3.47,0.05,0.048,take_profit,False,2,88035.59,4225.71
HSCL,2011-03-29,2011-03-30,39.0198,38.6296,2.66,2.93,5.66,-0.01,-0.012,stopped_out,True,1,94930.24,-1139.16
MFSL,2011-03-29,2011-04-04,145.0957,152.3505,2.86,4.22,3.7,0.05,0.048,take_profit,False,4,118662.8,5695.81
IOC,2011-03-30,2011-03-31,26.1682,25.9065,2.62,1.5,3.76,-0.01,-0.012,stopped_out,True,1,113154.67,-1357.86
JKPAPER,2011-03-30,2011-03-31,43.0728,45.2264,2.49,13.09,13.56,0.05,0.048,take_profit,False,1,90523.74,4345.14
PCBL,2011-03-31,2011-04-01,9.9179,10.4138,1.36,2.2,6.01,0.05,0.048,take_profit,False,1,141666.98,6800.01
OBEROIRLTY,2011-03-31,2011-04-01,235.228,231.3009,2.87,2.0,3.92,-0.016695,-0.018695,stopped_out_gap,True,1,113333.58,-2118.77
NHPC,2011-03-31,2011-04-01,12.7177,12.5905,1.63,3.25,3.27,-0.01,-0.012,stopped_out,True,1,90666.86,-1088.0
NMDC,2011-04-01,2011-04-08,26.8441,26.5756,1.3,2.37,3.63,-0.01,-0.012,stopped_out,True,5,113908.5,-1366.9
TVSMOTOR,2011-04-01,2011-04-04,52.4629,51.9383,1.17,2.02,1.56,-0.01,-0.012,stopped_out,True,1,91126.8,-1093.52
BIOCON,2011-04-01,2011-04-04,53.4583,52.9237,0.64,1.65,2.75,-0.01,-0.012,stopped_out,True,1,142385.62,-1708.63
BANCOINDIA,2011-04-04,2011-04-11,17.2931,18.1577,3.75,1.59,4.47,0.05,0.048,take_profit,False,5,143915.22,6907.93
SCI,2011-04-04,2011-04-05,103.2868,102.2539,2.81,1.68,1.63,-0.01,-0.012,stopped_out,True,1,115132.17,-1381.59
FSL,2011-04-04,2011-04-05,15.3332,15.1799,0.54,2.26,2.65,-0.01,-0.012,stopped_out,True,1,92105.74,-1105.27
ALOKINDS,2011-04-05,2011-04-06,24.0346,23.7942,0.65,5.02,11.16,-0.01,-0.012,stopped_out,True,1,114634.8,-1375.62
GSFC,2011-04-05,2011-04-06,52.0729,51.5522,1.96,2.17,1.7,-0.01,-0.012,stopped_out,True,1,91707.84,-1100.49
SUPREMEIND,2011-04-06,2011-04-07,127.3998,126.1258,1.07,2.12,2.92,-0.01,-0.012,stopped_out,True,1,91311.66,-1095.74
KEI,2011-04-06,2011-04-07,22.2972,23.4121,1.49,1.77,1.68,0.05,0.048,take_profit,False,1,114139.58,5478.7
POONAWALLA,2011-04-07,2011-04-08,58.9712,58.3815,2.57,1.9,1.75,-0.01,-0.012,stopped_out,True,1,92012.94,-1104.16
RADICO,2011-04-07,2011-04-08,134.6331,133.2867,3.67,2.51,4.24,-0.01,-0.012,stopped_out,True,1,115016.17,-1380.19
VSTIND,2011-04-08,2011-04-13,37.3418,39.2089,0.84,10.29,3.59,0.05,0.048,take_profit,False,2,137027.62,6577.33
CASTROLIND,2011-04-08,2011-04-13,70.0453,69.2649,1.11,5.24,2.78,-0.011141,-0.013141,stopped_out_gap,True,2,109622.1,-1440.54
WELCORP,2011-04-11,2011-04-13,174.6049,172.8588,0.5,2.2,2.14,-0.01,-0.012,stopped_out,True,1,140204.44,-1682.45
HINDZINC,2011-04-11,2011-04-13,51.1108,50.5997,2.92,2.17,1.56,-0.01,-0.012,stopped_out,True,1,112163.55,-1345.96
CCL,2011-04-13,2011-04-15,22.6348,22.4084,0.79,11.05,18.82,-0.01,-0.012,stopped_out,True,1,189956.06,-2279.47
ZYDUSWELL,2011-04-15,2011-04-18,113.3879,112.254,2.22,12.26,2.11,-0.01,-0.012,stopped_out,True,1,189500.17,-2274.0
FINPIPE,2011-04-15,2011-04-18,15.006,14.8559,0.67,5.31,6.77,-0.01,-0.012,stopped_out,True,1,151600.13,-1819.2
HEROMOTOCO,2011-04-15,2011-04-18,1118.7575,1174.6953,4.75,2.7,4.67,0.05,0.048,take_profit,False,1,121280.11,5821.45
SUDARSCHEM,2011-04-15,2011-04-19,59.1186,57.1484,1.48,2.57,1.96,-0.033326,-0.035326,stopped_out_gap,True,2,97024.08,-3427.47
USHAMART,2011-04-15,2011-04-18,60.6153,60.0092,2.18,3.29,4.19,-0.01,-0.012,stopped_out,True,1,77619.27,-931.43
HCLTECH,2011-04-20,2011-04-21,90.9665,90.0568,1.36,5.86,4.26,-0.01,-0.012,stopped_out,True,1,188974.03,-2267.69
JINDALSTEL,2011-04-21,2011-04-25,675.974,665.3905,1.48,1.56,1.79,-0.015657,-0.017657,stopped_out_gap,True,1,188520.5,-3328.71
BBTC,2011-04-21,2011-04-25,82.6223,81.7961,0.59,2.36,3.28,-0.01,-0.012,stopped_out,True,1,150816.4,-1809.8
PIDILITIND,2011-04-25,2011-04-28,73.0957,72.3648,0.9,3.47,2.98,-0.01,-0.012,stopped_out,True,3,187492.79,-2249.91
ASTRAL,2011-04-25,2011-05-04,14.525,15.2513,2.95,1.53,4.34,0.05,0.048,take_profit,False,7,149994.24,7199.72
ULTRACEMCO,2011-04-26,2011-04-27,995.0179,985.0677,0.54,2.63,1.74,-0.01,-0.012,stopped_out,True,1,95996.31,-1151.96
TITAGARH,2011-04-26,2011-04-28,68.373,67.6893,1.6,3.01,3.44,-0.01,-0.012,stopped_out,True,2,119995.39,-1439.94
JKIL,2011-04-28,2011-04-29,64.9563,64.3067,1.61,2.88,2.72,-0.01,-0.012,stopped_out,True,1,156525.58,-1878.31
OLECTRA,2011-04-28,2011-04-29,19.447,19.2525,1.09,5.61,4.71,-0.01,-0.012,stopped_out,True,1,125220.47,-1502.65
ABB,2011-04-28,2011-04-29,747.9857,740.5059,1.65,3.19,2.0,-0.01,-0.012,stopped_out,True,1,100176.37,-1202.12
KAJARIACER,2011-04-28,2011-04-29,38.417,38.0328,3.15,6.07,4.97,-0.01,-0.012,stopped_out,True,1,80141.1,-961.69
EXIDEIND,2011-04-29,2011-05-02,129.5112,128.2161,2.66,2.88,1.87,-0.01,-0.012,stopped_out,True,1,155416.63,-1865.0
SURYAROSNI,2011-04-29,2011-05-02,21.4827,21.2679,2.14,17.35,10.26,-0.01,-0.012,stopped_out,True,1,124333.31,-1492.0
HINDUNILVR,2011-05-10,2011-05-11,226.7013,224.4343,3.18,3.26,3.68,-0.01,-0.012,stopped_out,True,1,186184.02,-2234.21
IIFL,2011-05-10,2011-05-11,27.4104,27.1363,1.08,1.94,4.48,-0.01,-0.012,stopped_out,True,1,148947.22,-1787.37
BERGEPAINT,2011-05-10,2011-05-11,27.9867,27.7069,4.62,5.65,4.29,-0.01,-0.012,stopped_out,True,1,119157.78,-1429.89
PTC,2011-05-10,2011-05-16,42.312,41.8889,0.59,3.95,3.43,-0.01,-0.012,stopped_out,True,4,95326.22,-1143.91
OFSS,2011-05-11,2011-05-12,1191.8108,1179.8927,1.52,9.49,9.39,-0.01,-0.012,stopped_out,True,1,166028.49,-1992.34
UBL,2011-05-11,2011-05-12,574.4827,568.7379,4.2,8.99,9.67,-0.01,-0.012,stopped_out,True,1,132822.79,-1593.87
AJANTPHARM,2011-05-16,2011-05-17,21.1904,20.9785,2.16,7.86,6.11,-0.01,-0.012,stopped_out,True,1,184147.7,-2209.77
GLENMARK,2011-05-16,2011-05-17,290.6082,287.7021,5.53,9.66,2.12,-0.01,-0.012,stopped_out,True,1,147318.16,-1767.82
GPIL,2011-05-20,2011-05-23,44.0132,43.5731,1.48,2.19,4.4,-0.01,-0.012,stopped_out,True,1,183352.19,-2200.23
LUMAXTECH,2011-05-24,2011-05-25,22.2116,21.9894,0.66,1.73,1.55,-0.01,-0.012,stopped_out,True,1,182912.14,-2194.95
TEXRAIL,2011-05-25,2011-05-26,63.0884,62.4575,0.65,1.63,2.46,-0.01,-0.012,stopped_out,True,1,182473.15,-2189.68
JSL,2011-05-27,2011-05-30,96.068,95.1074,0.91,4.55,2.79,-0.01,-0.012,stopped_out,True,1,182035.22,-2184.42
GODREJCP,2011-05-30,2011-06-03,122.83,121.6017,0.9,1.71,4.22,-0.01,-0.012,stopped_out,True,4,181598.33,-2179.18
NAVINFLUOR,2011-05-30,2011-06-13,37.5558,38.3955,0.59,7.16,2.74,0.022358,0.020358,time_exit,False,10,145278.67,2957.58
GODFRYPHLP,2011-05-30,2011-06-03,113.0864,111.9555,1.87,11.33,5.19,-0.01,-0.012,stopped_out,True,4,116222.93,-1394.68
KTKBANK,2011-05-30,2011-05-31,55.9233,55.3641,1.98,2.37,4.71,-0.01,-0.012,stopped_out,True,1,92978.35,-1115.74
KNRCON,2011-05-31,2011-06-01,11.4781,11.2399,2.28,4.8,8.3,-0.020749,-0.022749,stopped_out_gap,True,1,92755.2,-2110.09
LUPIN,2011-05-31,2011-06-01,432.4682,428.1435,0.81,1.79,3.49,-0.01,-0.012,stopped_out,True,1,74204.16,-890.45
JBMA,2011-06-01,2011-06-02,3.1565,3.125,9.84,10.31,11.04,-0.01,-0.012,stopped_out,True,1,92155.09,-1105.86
TATAINVEST,2011-06-01,2011-06-02,36.9699,36.5454,1.04,14.89,5.9,-0.011481,-0.013481,stopped_out_gap,True,1,73724.07,-993.87
BRITANNIA,2011-06-03,2011-06-06,183.3198,181.4866,1.33,1.62,2.36,-0.01,-0.012,stopped_out,True,1,150584.63,-1807.02
SONATSOFTW,2011-06-06,2011-06-07,9.304,9.211,3.19,3.45,3.68,-0.01,-0.012,stopped_out,True,1,150223.22,-1802.68
CIPLA,2011-06-07,2011-06-08,308.5497,305.4642,0.66,2.06,1.84,-0.01,-0.012,stopped_out,True,1,149862.69,-1798.35
WELENT,2011-06-14,2011-06-15,66.0449,65.2106,17.43,16.27,3.07,-0.012631,-0.014631,stopped_out_gap,True,1,179150.27,-2621.15
TIPSMUSIC,2011-06-14,2011-06-15,2.0331,1.9892,1.07,3.57,3.56,-0.021598,-0.023598,stopped_out_gap,True,1,143320.21,-3382.07
CHOLAHLDNG,2011-06-15,2011-06-17,82.5298,81.7045,1.1,4.93,4.12,-0.01,-0.012,stopped_out,True,2,177949.62,-2135.4
DATAMATICS,2011-06-17,2011-06-20,24.2321,23.9898,1.4,10.6,4.86,-0.01,-0.012,stopped_out,True,1,177522.54,-2130.27
M&M,2011-06-27,2011-07-08,295.5461,310.3234,1.48,2.28,3.57,0.05,0.048,take_profit,False,9,90673.4,4352.32
YESBANK,2011-06-27,2011-06-28,57.4532,56.8787,1.86,2.13,6.22,-0.01,-0.012,stopped_out,True,1,113341.75,-1360.1
INDUSINDBK,2011-06-27,2011-07-04,246.7236,259.0598,2.67,1.53,2.87,0.05,0.048,take_profit,False,5,72538.72,3481.86
OIL,2011-06-27,2011-06-28,85.7203,84.8631,3.9,4.77,1.59,-0.01,-0.012,stopped_out,True,1,177096.49,-2125.16
HINDPETRO,2011-06-27,2011-06-28,32.1502,31.8287,3.68,5.69,2.57,-0.01,-0.012,stopped_out,True,1,141677.19,-1700.13
JUBLPHARMA,2011-06-28,2011-06-29,120.5435,119.338,5.46,7.96,9.48,-0.01,-0.012,stopped_out,True,1,143416.99,-1721.0
BALKRISIND,2011-06-28,2011-07-05,67.2095,66.5374,1.41,2.51,2.28,-0.01,-0.012,stopped_out,True,5,114733.59,-1376.8
JKTYRE,2011-06-28,2011-06-29,15.7322,15.5748,1.52,10.07,6.28,-0.01,-0.012,stopped_out,True,1,91786.87,-1101.44
EIDPARRY,2011-06-30,2011-07-01,213.0828,210.952,4.26,2.89,3.14,-0.01,-0.012,stopped_out,True,1,119905.78,-1438.87
IMFA,2011-06-30,2011-07-01,177.3014,172.1504,1.65,4.39,3.56,-0.029052,-0.031052,stopped_out_gap,True,1,95924.62,-2978.65
ASHOKA,2011-07-01,2011-07-04,57.417,54.3658,0.78,2.59,5.31,-0.05314,-0.05514,stopped_out_gap,True,1,119022.28,-6562.89
BLUEDART,2011-07-01,2011-07-04,1366.3482,1352.6848,3.65,6.47,3.49,-0.01,-0.012,stopped_out,True,1,95217.82,-1142.61
SOBHA,2011-07-04,2011-07-05,239.7229,237.3257,2.61,1.86,3.63,-0.01,-0.012,stopped_out,True,1,132685.29,-1592.22
RENUKA,2011-07-04,2011-07-05,69.4971,68.8021,2.26,2.66,5.33,-0.01,-0.012,stopped_out,True,1,106148.23,-1273.78
TATACONSUM,2011-07-04,2011-07-05,86.004,85.144,0.87,3.93,5.62,-0.01,-0.012,stopped_out,True,1,84918.59,-1019.02
VOLTAS,2011-07-05,2011-07-06,148.6917,147.2048,1.44,3.57,2.81,-0.01,-0.012,stopped_out,True,1,154579.64,-1854.96
AHLUCONT,2011-07-07,2011-07-08,124.2449,123.0024,0.57,7.8,3.9,-0.01,-0.012,stopped_out,True,1,154208.65,-1850.5
MARKSANS,2011-07-07,2011-07-08,2.9535,2.9021,6.78,2.75,5.17,-0.017377,-0.019377,stopped_out_gap,True,1,123366.92,-2390.48
CESC,2011-07-08,2011-07-14,18.4421,19.4455,1.73,1.96,1.7,0.054409,0.052409,take_profit_gap,False,4,110313.98,5781.45
DBREALTY,2011-07-08,2011-07-11,85.4427,82.9585,4.52,6.04,10.98,-0.029074,-0.031074,stopped_out_gap,True,1,137892.48,-4284.87
PHOENIXLTD,2011-07-08,2011-07-11,99.2749,98.2821,1.12,1.62,3.85,-0.01,-0.012,stopped_out,True,1,172365.6,-2068.39
ANANTRAJ,2011-07-13,2011-07-14,32.2836,31.6606,6.62,2.06,3.99,-0.019298,-0.021298,stopped_out_gap,True,1,149032.15,-3174.09
KOTAKBANK,2011-07-14,2011-07-15,49.2804,48.7876,1.07,4.22,1.96,-0.01,-0.012,stopped_out,True,1,171616.42,-2059.4
BAJFINANCE,2011-07-14,2011-07-15,6.4273,6.363,6.42,6.47,3.26,-0.01,-0.012,stopped_out,True,1,137293.14,-1647.52
HERITGFOOD,2011-07-15,2011-07-19,24.7378,25.9747,7.55,15.25,6.85,0.05,0.048,take_profit,False,2,170875.04,8202.0
JYOTHYLAB,2011-07-18,2011-07-19,45.1909,47.4505,1.0,1.71,1.66,0.05,0.048,take_profit,False,1,136700.03,6561.6
PIIND,2011-07-20,2011-07-22,82.5595,86.6875,1.49,5.21,3.33,0.05,0.048,take_profit,False,2,173827.76,8343.73
GSPL,2011-07-21,2011-07-22,83.2623,87.4254,2.23,1.92,1.6,0.05,0.048,take_profit,False,1,139062.21,6674.99
PRAJIND,2011-07-21,2011-07-22,60.8014,60.1934,0.82,3.72,1.83,-0.01,-0.012,stopped_out,True,1,111249.77,-1335.0
IDEA,2011-07-25,2011-07-26,54.9099,54.054,5.91,4.18,7.5,-0.015587,-0.017587,stopped_out_gap,True,1,176564.5,-3105.24
WEBELSOLAR,2011-07-25,2011-07-26,6.9985,6.9285,2.74,2.42,3.71,-0.01,-0.012,stopped_out,True,1,141251.6,-1695.02
JAMNAAUTO,2011-07-26,2011-07-27,11.2727,11.16,5.76,6.25,4.9,-0.01,-0.012,stopped_out,True,1,175604.45,-2107.25
AUROPHARMA,2011-07-26,2011-07-27,85.5638,84.7081,3.14,2.17,2.53,-0.01,-0.012,stopped_out,True,1,140483.56,-1685.8
RAMCOCEM,2011-07-28,2011-07-29,81.9187,80.6945,1.24,4.7,2.28,-0.014944,-0.016944,stopped_out_gap,True,1,174845.84,-2962.59
EIHOTEL,2011-07-29,2011-08-01,86.2252,85.3629,1.06,15.13,9.36,-0.01,-0.012,stopped_out,True,1,174253.32,-2091.04
SOLARINDS,2011-08-01,2011-08-03,135.2166,133.8644,0.76,2.72,4.54,-0.01,-0.012,stopped_out,True,2,173835.11,-2086.02
RCF,2011-08-03,2011-08-04,53.8649,53.3262,3.55,2.69,1.84,-0.01,-0.012,stopped_out,True,1,138734.33,-1664.81
FACT,2011-08-03,2011-08-04,46.8688,46.4001,3.67,4.82,4.68,-0.01,-0.012,stopped_out,True,1,173417.91,-2081.01
BPCL,2011-08-04,2011-08-10,26.9103,26.6412,1.28,2.14,2.55,-0.01,-0.012,stopped_out,True,4,172668.74,-2072.02
TATACOMM,2011-08-11,2011-08-12,106.7659,115.7733,2.98,2.95,3.1,0.084365,0.082365,take_profit_gap,False,1,172254.34,14187.73
JISLJALEQS,2011-08-11,2011-08-16,143.796,142.3581,3.29,1.81,5.93,-0.01,-0.012,stopped_out,True,2,137803.47,-1653.64
ALLCARGO,2011-08-16,2011-08-17,16.3557,16.1921,0.75,8.3,1.6,-0.01,-0.012,stopped_out,True,1,174761.16,-2097.13
PATANJALI,2011-08-23,2011-08-24,3279.7455,3243.1474,3.02,1.89,5.36,-0.011159,-0.013159,stopped_out_gap,True,1,174341.73,-2294.16
BAJAJ-AUTO,2011-08-23,2011-08-24,1079.7132,1068.916,1.05,1.76,4.03,-0.01,-0.012,stopped_out,True,1,139473.38,-1673.68
EICHERMOT,2011-09-07,2011-09-08,132.5225,131.1972,0.74,8.29,5.81,-0.01,-0.012,stopped_out,True,1,138838.53,-1666.06
INDIACEM,2011-09-07,2011-09-09,64.8237,64.1754,3.65,2.22,2.12,-0.01,-0.012,stopped_out,True,2,173548.16,-2082.58
GHCL,2011-09-08,2011-09-09,25.9081,25.649,0.94,3.37,3.89,-0.01,-0.012,stopped_out,True,1,138505.32,-1662.06
ONGC,2011-09-16,2011-09-19,92.3851,91.4613,3.24,2.53,1.74,-0.01,-0.012,stopped_out,True,1,172466.02,-2069.59
RELAXO,2011-09-19,2011-09-22,19.7143,19.5172,1.66,11.02,7.79,-0.01,-0.012,stopped_out,True,3,172052.1,-2064.63
TECHNOE,2011-09-19,2011-09-20,100.1505,98.2749,2.21,1.74,2.57,-0.018728,-0.020728,stopped_out_gap,True,1,137641.68,-2853.04
