symbol,entry_date,exit_date,entry_price,exit_price,gap_size_pct,volume_ratio,body_pct,pnl_gross,pnl_net,exit_reason,stopped_out,hold_bars,allocated_capital,trade_pnl_rupees
TITAN,2011-09-21,2011-09-22,220.1984,217.9964,1.1,1.8,4.31,-0.01,-0.012,stopped_out,True,1,137071.07,-1644.85
AURIONPRO,2011-09-21,2011-09-23,54.8162,54.268,0.76,8.82,2.52,-0.01,-0.012,stopped_out,True,2,109656.86,-1315.88
KIRLOSENG,2011-09-21,2011-09-22,98.9219,97.9327,1.92,2.23,2.49,-0.01,-0.012,stopped_out,True,1,87725.49,-1052.71
STAR,2011-09-22,2011-09-23,97.7311,96.3961,6.87,5.19,2.18,-0.01366,-0.01566,stopped_out_gap,True,1,148597.69,-2327.04
CANBK,2011-09-28,2011-09-29,67.1778,66.506,1.46,1.97,1.55,-0.01,-0.012,stopped_out,True,1,135840.38,-1630.08
INDIANB,2011-09-28,2011-09-29,154.0034,151.5141,2.87,1.51,1.59,-0.016164,-0.018164,stopped_out_gap,True,1,169800.47,-3084.26
PURVA,2011-10-11,2011-10-12,56.2456,55.6832,1.46,2.4,4.12,-0.01,-0.012,stopped_out,True,1,168857.61,-2026.29
RELIGARE,2011-10-11,2011-10-12,445.0224,439.9799,3.54,2.77,2.17,-0.011331,-0.013331,stopped_out_gap,True,1,135086.08,-1800.83
MOTILALOFS,2011-10-12,2011-10-13,84.7002,83.8532,1.2,2.69,6.19,-0.01,-0.012,stopped_out,True,1,168092.18,-2017.11
ACC,2011-10-25,2011-11-01,990.5995,980.6935,0.6,2.48,3.9,-0.01,-0.012,stopped_out,True,3,167688.76,-2012.27
BEML,2011-10-28,2011-11-01,196.097,193.591,0.84,2.94,4.95,-0.012779,-0.014779,stopped_out_gap,True,2,134151.01,-1982.62
RELINFRA,2011-10-28,2011-10-31,410.9938,406.8839,4.28,1.59,6.08,-0.01,-0.012,stopped_out,True,1,107320.81,-1287.85
NATIONALUM,2011-10-28,2011-10-31,30.9133,30.6042,2.69,2.11,1.81,-0.01,-0.012,stopped_out,True,1,85856.64,-1030.28
AMBUJACEM,2011-10-28,2011-10-31,129.8848,128.5859,0.52,2.13,3.32,-0.01,-0.012,stopped_out,True,1,68685.32,-824.22
CGCL,2011-10-31,2011-11-01,20.1712,19.1212,7.01,2.2,5.13,-0.052053,-0.054053,stopped_out_gap,True,1,106692.34,-5767.04
CHOLAFIN,2011-10-31,2011-11-01,29.4948,29.1998,0.93,2.82,2.23,-0.01,-0.012,stopped_out,True,1,85353.87,-1024.25
JMFINANCIL,2011-10-31,2011-11-01,13.503,13.3679,3.61,5.59,12.8,-0.01,-0.012,stopped_out,True,1,68283.09,-819.4
BANKBARODA,2011-11-01,2011-11-02,126.0081,124.748,1.53,2.33,3.55,-0.01,-0.012,stopped_out,True,1,164739.18,-1976.87
COLPAL,2011-11-02,2011-11-03,399.1566,395.165,1.81,1.58,2.16,-0.01,-0.012,stopped_out,True,1,164343.8,-1972.13
PFC,2011-11-03,2011-11-04,30.4344,30.1301,0.54,2.88,4.4,-0.01,-0.012,stopped_out,True,1,163949.38,-1967.39
KPRMILL,2011-11-04,2011-11-08,10.0516,9.0,2.03,4.38,9.79,-0.104623,-0.106623,stopped_out_gap,True,1,130844.72,-13951.06
JSWSTEEL,2011-11-04,2011-11-08,60.8881,60.2792,4.42,2.16,4.96,-0.01,-0.012,stopped_out,True,1,163555.9,-1962.67
APOLLOHOSP,2011-11-08,2011-11-09,545.1673,539.7156,1.31,3.7,6.17,-0.01,-0.012,stopped_out,True,1,160373.15,-1924.48
SUNTECK,2011-11-14,2011-11-15,184.4793,182.6345,1.15,2.0,3.28,-0.01,-0.012,stopped_out,True,1,159988.26,-1919.86
ZEEL,2011-11-29,2011-11-30,111.3901,110.2762,1.98,2.69,1.8,-0.01,-0.012,stopped_out,True,1,159604.29,-1915.25
SUNTV,2011-12-05,2011-12-07,198.2249,196.2426,1.3,3.9,4.25,-0.01,-0.012,stopped_out,True,1,159221.23,-1910.65
TDPOWERSYS,2011-12-07,2011-12-08,44.3502,43.9067,7.79,2.2,3.68,-0.01,-0.012,stopped_out,True,1,158839.1,-1906.07
PGEL,2011-12-13,2011-12-14,22.8339,22.6056,5.43,4.94,6.23,-0.01,-0.012,stopped_out,True,1,158457.89,-1901.49
SHAKTIPUMP,2012-01-02,2012-01-03,7.5751,7.4994,5.36,6.99,16.72,-0.01,-0.012,stopped_out,True,1,158077.59,-1896.93
NETWORK18,2012-01-04,2012-01-05,51.0063,50.4962,19.31,6.03,4.7,-0.01,-0.012,stopped_out,True,1,157698.2,-1892.38
NLCINDIA,2012-01-04,2012-01-06,41.155,40.7435,3.97,5.99,2.45,-0.01,-0.012,stopped_out,True,2,126158.56,-1513.9
ENGINERSIN,2012-01-04,2012-01-05,72.6491,71.9227,2.89,6.72,2.66,-0.01,-0.012,stopped_out,True,1,100926.85,-1211.12
MMTC,2012-01-04,2012-01-05,465.6857,461.0288,9.18,12.36,15.35,-0.01,-0.012,stopped_out,True,1,80741.48,-968.9
RTNPOWER,2012-01-10,2012-01-11,10.3552,9.995,2.58,1.72,5.61,-0.034782,-0.036782,stopped_out_gap,True,1,156580.94,-5759.36
FINCABLES,2012-01-10,2012-01-11,29.5681,29.2724,2.31,2.95,4.71,-0.01,-0.012,stopped_out,True,1,125264.76,-1503.18
POLYMED,2012-01-10,2012-01-12,26.3631,28.7719,0.78,1.83,4.12,0.091367,0.089367,take_profit_gap,False,2,100211.8,8955.63
JINDWORLD,2012-01-10,2012-01-11,1.7405,1.8418,10.02,3.01,2.93,0.058159,0.056159,take_profit_gap,False,1,80169.44,4502.24
UPL,2012-01-10,2012-01-11,82.9306,82.1013,3.18,2.31,5.52,-0.01,-0.012,stopped_out,True,1,64135.55,-769.63
ADANIPOWER,2012-01-11,2012-01-12,15.4577,15.3031,3.61,3.46,11.31,-0.01,-0.012,stopped_out,True,1,69546.29,-834.56
SAIL,2012-01-11,2012-01-16,68.3417,67.6582,3.17,1.59,3.1,-0.01,-0.012,stopped_out,True,3,86932.86,-1043.19
CEATLTD,2012-01-11,2012-01-12,71.7098,69.607,6.25,3.35,3.74,-0.029324,-0.031324,stopped_out_gap,True,1,135832.6,-4254.82
GAEL,2012-01-11,2012-01-12,4.7367,4.6893,2.82,2.81,7.77,-0.01,-0.012,stopped_out,True,1,108666.08,-1303.99
LTF,2012-01-12,2012-01-18,38.4222,38.0379,0.74,1.84,1.84,-0.01,-0.012,stopped_out,True,4,139000.84,-1668.01
CUMMINSIND,2012-01-12,2012-01-18,288.3806,302.7996,1.9,1.51,2.87,0.05,0.048,take_profit,False,4,111200.67,5337.63
SOUTHBANK,2012-01-13,2012-01-18,16.6971,16.5302,1.81,1.51,2.26,-0.01,-0.012,stopped_out,True,3,88960.54,-1067.53
TATASTEEL,2012-01-13,2012-01-16,27.4402,27.1658,1.93,2.25,6.05,-0.01,-0.012,stopped_out,True,1,71168.43,-854.02
THOMASCOOK,2012-01-16,2012-01-18,13.3017,13.1687,9.27,3.86,5.02,-0.01,-0.012,stopped_out,True,2,88175.56,-1058.11
JKCEMENT,2012-01-16,2012-01-17,95.4117,100.1822,0.93,2.52,1.82,0.05,0.048,take_profit,False,1,70540.45,3385.94
MPHASIS,2012-01-17,2012-01-18,233.888,231.5491,2.06,1.66,3.81,-0.01,-0.012,stopped_out,True,1,71217.64,-854.61
RELIANCE,2012-01-18,2012-01-20,161.2092,159.5971,3.79,1.99,2.33,-0.01,-0.012,stopped_out,True,2,156823.03,-1881.88
GREAVESCOT,2012-01-20,2012-01-23,67.2576,66.5851,0.63,1.83,2.47,-0.01,-0.012,stopped_out,True,1,156446.66,-1877.36
BANKINDIA,2012-01-20,2012-01-24,252.6506,265.2831,0.59,2.41,3.3,0.05,0.048,take_profit,False,2,125157.33,6007.55
SUZLON,2012-01-23,2012-01-25,23.9774,25.1762,6.1,1.91,6.31,0.05,0.048,take_profit,False,2,131039.72,6289.91
NCC,2012-01-24,2012-01-25,28.6598,30.0927,1.21,1.6,9.0,0.05,0.048,take_profit,False,1,131064.75,6291.11
AARTIDRUGS,2012-01-27,2012-01-30,10.5015,10.3965,6.65,1.8,3.79,-0.01,-0.012,stopped_out,True,1,127831.12,-1533.97
BALRAMCHIN,2012-01-27,2012-01-30,39.6972,39.3003,3.24,1.59,5.54,-0.01,-0.012,stopped_out,True,1,102264.89,-1227.18
AARTIIND,2012-01-27,2012-01-30,11.2523,11.0145,0.7,2.89,13.31,-0.021137,-0.023137,stopped_out_gap,True,1,159788.9,-3697.04
APLAPOLLO,2012-01-27,2012-01-30,14.0251,13.6072,10.01,3.53,4.31,-0.029793,-0.031793,stopped_out_gap,True,1,81811.92,-2601.05
SUNPHARMA,2012-01-30,2012-02-06,241.3964,253.5383,0.62,1.84,1.73,0.050299,0.048299,take_profit_gap,False,5,126381.64,6104.11
ASIANPAINT,2012-01-30,2012-01-31,265.0247,259.0892,1.94,1.63,2.34,-0.022396,-0.024396,stopped_out_gap,True,1,157977.05,-3854.01
HIKAL,2012-01-31,2012-02-01,33.1369,32.8055,0.75,1.58,2.65,-0.01,-0.012,stopped_out,True,1,131929.92,-1583.16
EDELWEISS,2012-01-31,2012-02-01,12.3701,12.2464,0.78,2.03,1.69,-0.01,-0.012,stopped_out,True,1,105543.94,-1266.53
TATAELXSI,2012-02-03,2012-02-06,94.1978,90.7663,7.02,2.84,2.63,-0.036428,-0.038428,stopped_out_gap,True,1,131359.98,-5047.9
JKLAKSHMI,2012-02-03,2012-02-06,49.626,58.883,0.93,11.2,14.11,0.186535,0.184535,take_profit_gap,False,1,105087.99,19392.41
BEL,2012-02-08,2012-02-14,12.3041,12.181,1.09,3.14,2.06,-0.01,-0.012,stopped_out,True,4,160726.04,-1928.71
RKFORGE,2012-02-08,2012-02-09,18.2611,18.0785,0.53,6.91,3.27,-0.01,-0.012,stopped_out,True,1,128580.83,-1542.97
WABAG,2012-02-15,2012-02-16,196.4543,192.0424,4.43,1.74,2.22,-0.022458,-0.024458,stopped_out_gap,True,1,160031.7,-3914.06
TATAPOWER,2012-02-16,2012-02-17,90.2674,94.7807,1.13,2.94,3.12,0.05,0.048,take_profit,False,1,127399.11,6115.16
ELGIEQUIP,2012-02-16,2012-02-21,34.5722,36.3008,0.55,3.91,3.01,0.05,0.048,take_profit,False,2,159248.89,7643.95
BHEL,2012-02-17,2012-02-21,171.3538,179.9215,2.18,3.52,4.85,0.05,0.048,take_profit,False,1,128622.14,6173.86
SBIN,2012-02-17,2012-02-22,204.6036,202.5576,5.08,1.57,1.68,-0.01,-0.012,stopped_out,True,2,102897.71,-1234.77
TRITURBINE,2012-02-21,2012-02-22,42.3034,44.5043,3.64,6.06,3.52,0.052026,0.050026,take_profit_gap,False,1,142655.94,7136.51
NAVA,2012-02-21,2012-02-22,41.1084,46.4621,1.11,3.26,5.42,0.130234,0.128234,take_profit_gap,False,1,114124.75,14634.67
DEEPAKNTR,2012-02-29,2012-03-01,15.028,15.7794,3.42,7.05,6.09,0.05,0.048,take_profit,False,1,167342.76,8032.45
CYIENT,2012-03-01,2012-03-02,119.0582,117.8676,3.17,12.88,2.25,-0.01,-0.012,stopped_out,True,1,168949.25,-2027.39
WHIRLPOOL,2012-04-04,2012-04-09,222.2089,196.4123,2.02,2.35,2.61,-0.116092,-0.118092,stopped_out_gap,True,1,168543.77,-19903.67
APLLTD,2012-04-16,2012-04-19,49.1607,48.6691,1.06,1.65,1.84,-0.01,-0.012,stopped_out,True,3,164563.04,-1974.76
RHIM,2012-04-18,2012-04-19,22.8758,22.647,8.14,1.97,5.96,-0.01,-0.012,stopped_out,True,1,131650.43,-1579.81
EMAMILTD,2012-05-25,2012-05-28,133.4837,140.1579,3.21,1.98,2.24,0.05,0.048,take_profit,False,1,163852.13,7864.9
GPPL,2012-05-30,2012-05-31,37.8766,37.1659,2.65,6.21,3.51,-0.018763,-0.020763,stopped_out_gap,True,1,165425.11,-3434.72
NBCC,2012-05-30,2012-05-31,3.2434,3.2109,3.47,1.94,3.71,-0.01,-0.012,stopped_out,True,1,132340.09,-1588.08
HDFCBANK,2012-06-06,2012-06-11,115.8036,121.5938,1.0,2.06,2.98,0.05,0.048,take_profit,False,3,164420.55,7892.19
POWERGRID,2012-06-06,2012-06-07,35.9339,35.5746,1.46,2.25,3.44,-0.01,-0.012,stopped_out,True,1,131536.44,-1578.44
KEC,2012-06-18,2012-06-19,49.2737,48.7809,1.21,2.33,4.58,-0.01,-0.012,stopped_out,True,1,165683.3,-1988.2
CGPOWER,2012-07-03,2012-07-04,41.7662,41.3485,3.17,2.16,3.91,-0.01,-0.012,stopped_out,True,1,165285.66,-1983.43
BHARATFORG,2012-07-04,2012-07-06,139.763,138.3654,1.97,2.2,1.67,-0.01,-0.012,stopped_out,True,2,164888.97,-1978.67
SHRIRAMFIN,2012-07-04,2012-07-05,94.0843,93.1435,2.39,1.62,3.9,-0.01,-0.012,stopped_out,True,1,131911.18,-1582.93
BLUESTARCO,2012-07-05,2012-07-11,77.5292,81.4057,5.45,2.66,3.77,0.05,0.048,take_profit,False,4,131594.59,6316.54
TRENT,2012-07-06,2012-07-09,100.666,99.6593,2.55,5.23,2.64,-0.01,-0.012,stopped_out,True,1,137857.73,-1654.29
GAIL,2012-08-06,2012-08-22,42.7413,43.5472,0.97,2.17,1.98,0.018856,0.016856,time_exit,False,10,165109.1,2783.08
MCX,2012-08-09,2012-08-10,191.9173,189.9982,3.52,1.73,1.51,-0.01,-0.012,stopped_out,True,1,132087.28,-1585.05
IPCALAB,2012-08-31,2012-09-03,211.2401,209.1277,1.76,4.1,2.14,-0.01,-0.012,stopped_out,True,1,165348.71,-1984.18
PNB,2012-09-17,2012-09-18,128.2174,134.6282,3.48,2.38,4.26,0.05,0.048,take_profit,False,1,164951.87,7917.69
GVT&D,2012-09-24,2012-09-25,200.7085,198.7014,2.27,2.68,6.16,-0.01,-0.012,stopped_out,True,1,166535.41,-1998.42
GODREJPROP,2012-09-25,2012-10-05,267.8304,265.1521,1.69,4.23,2.49,-0.01,-0.012,stopped_out,True,7,166135.72,-1993.63
INDHOTEL,2012-09-28,2012-10-03,58.3124,57.7293,1.1,3.6,4.42,-0.01,-0.012,stopped_out,True,2,132908.58,-1594.9
KARURVYSYA,2012-10-03,2012-10-04,48.1698,47.6881,0.72,4.98,2.99,-0.01,-0.012,stopped_out,True,1,132589.6,-1591.08
MAHLIFE,2012-10-04,2012-10-05,114.0656,112.9249,0.82,2.6,1.78,-0.01,-0.012,stopped_out,True,1,132271.38,-1587.26
CONCOR,2012-10-09,2012-10-10,184.7039,180.518,0.84,2.65,1.57,-0.022663,-0.024663,stopped_out_gap,True,1,164782.35,-4064.03
SUNDRMFAST,2012-11-05,2012-11-06,43.9939,43.5539,4.1,1.77,1.56,-0.01,-0.012,stopped_out,True,1,163969.55,-1967.63
CHENNPETRO,2012-12-06,2012-12-07,108.9044,107.8153,3.03,2.79,4.7,-0.01,-0.012,stopped_out,True,1,163576.02,-1962.91
FDC,2012-12-24,2012-12-26,87.8504,86.9719,4.76,16.27,2.25,-0.01,-0.012,stopped_out,True,1,163183.44,-1958.2
MINDACORP,2013-01-18,2013-01-22,29.2805,31.9788,4.63,3.19,4.36,0.092155,0.090155,take_profit_gap,False,2,162791.8,14676.49
IGL,2013-03-11,2013-03-12,23.5237,23.2884,0.99,3.75,4.11,-0.01,-0.012,stopped_out,True,1,165727.1,-1988.73
KITEX,2013-04-03,2013-04-04,12.6499,12.5234,3.64,2.45,5.5,-0.01,-0.012,stopped_out,True,1,165329.35,-1983.95
VMART,2013-04-17,2013-04-22,41.4869,43.5612,1.52,4.65,3.6,0.05,0.048,take_profit,False,2,164932.56,7916.76
TORNTPHARM,2013-06-03,2013-06-05,169.9114,168.2123,6.08,5.8,4.59,-0.01,-0.012,stopped_out,True,2,166515.91,-1998.19
KANSAINER,2013-06-05,2013-06-06,77.2243,76.452,0.81,2.27,4.19,-0.01,-0.012,stopped_out,True,1,166116.27,-1993.4
JAIBALAJI,2013-06-19,2013-06-20,5.2226,5.1704,5.32,3.37,15.74,-0.01,-0.012,stopped_out,True,1,165717.59,-1988.61
JUSTDIAL,2013-07-09,2013-07-10,715.8501,708.6916,1.95,5.87,4.63,-0.01,-0.012,stopped_out,True,1,165319.87,-1983.84
TARIL,2013-07-23,2013-07-24,3.9328,4.1295,1.86,3.11,7.01,0.05,0.048,take_profit,False,1,164923.11,7916.31
MANINFRA,2013-08-08,2013-08-12,16.0189,15.8587,8.1,3.43,3.27,-0.01,-0.012,stopped_out,True,1,166506.37,-1998.08
PCJEWELLER,2013-09-23,2013-09-24,4.879,4.8302,4.6,2.19,5.39,-0.01,-0.012,stopped_out,True,1,166106.75,-1993.28
TORNTPOWER,2013-10-09,2013-10-10,61.9013,61.2822,3.83,3.91,5.08,-0.01,-0.012,stopped_out,True,1,165708.1,-1988.5
SCHNEIDER,2013-10-22,2013-10-23,64.2821,63.6393,1.85,3.67,4.39,-0.01,-0.012,stopped_out,True,1,165310.4,-1983.72
NAUKRI,2013-10-25,2013-10-28,76.7473,75.9799,6.0,1.87,5.85,-0.01,-0.012,stopped_out,True,1,164913.65,-1978.96
RTNINDIA,2013-11-07,2013-11-08,4.1521,4.0979,1.32,1.91,7.79,-0.013036,-0.015036,stopped_out_gap,True,1,164517.86,-2473.69
SWANCORP,2013-12-09,2013-12-10,65.0663,68.3196,1.81,3.19,4.57,0.05,0.048,take_profit,False,1,164023.12,7873.11
INDUSTOWER,2013-12-11,2013-12-12,124.3212,123.078,0.61,6.78,1.51,-0.01,-0.012,stopped_out,True,1,165597.74,-1987.17
GNFC,2013-12-31,2014-01-02,56.576,56.0102,2.14,1.94,4.69,-0.01,-0.012,stopped_out,True,2,165200.31,-1982.4
REFEX,2014-03-25,2014-03-26,1.4461,1.4316,2.74,4.25,3.4,-0.01,-0.012,stopped_out,True,1,164803.83,-1977.65
ORIENTCEM,2014-03-28,2014-03-31,42.0244,41.6042,1.78,1.89,2.08,-0.01,-0.012,stopped_out,True,1,164408.3,-1972.9
SAMMAANCAP,2014-05-15,2014-05-16,196.1036,183.8471,4.25,1.56,2.24,-0.0625,-0.0645,stopped_out_gap,True,1,164013.72,-10578.88
ABFRL,2014-11-03,2014-11-05,123.2257,121.9934,0.89,1.87,2.21,-0.01,-0.012,stopped_out,True,1,161897.94,-1942.78
SHARDACROP,2014-11-03,2014-11-05,247.0147,244.5446,1.09,2.98,6.43,-0.01,-0.012,stopped_out,True,1,129518.35,-1554.22
IMAGICAA,2015-05-20,2015-05-21,177.5387,175.7633,3.16,3.75,5.69,-0.01,-0.012,stopped_out,True,1,161198.54,-1934.38
INTELLECT,2015-07-14,2015-07-15,105.8487,111.1411,1.45,2.97,3.94,0.05,0.048,take_profit,False,1,160811.67,7718.96
ZENTEC,2015-07-16,2015-07-20,90.4604,96.4141,3.91,3.24,3.23,0.065816,0.063816,take_profit_gap,False,2,162355.46,10360.88
GANECOS,2015-07-17,2015-07-20,152.7145,150.7135,1.66,3.21,2.58,-0.013103,-0.015103,stopped_out_gap,True,1,129884.37,-1961.64
PNCINFRA,2015-07-29,2015-07-30,92.5089,91.5838,1.63,2.54,7.91,-0.01,-0.012,stopped_out,True,1,164035.3,-1968.42
SKIPPER,2015-10-06,2015-10-07,156.1425,152.3654,1.57,2.42,9.54,-0.02419,-0.02619,stopped_out_gap,True,1,163641.62,-4285.77
GUJGASLTD,2015-11-23,2015-11-24,101.0618,100.0512,4.14,2.13,5.69,-0.01,-0.012,stopped_out,True,1,162784.46,-1953.41
INDIGO,2016-01-01,2016-01-04,1272.0649,1255.2332,3.3,2.68,7.99,-0.013232,-0.015232,stopped_out_gap,True,1,162393.78,-2473.58
SYNGENE,2016-02-26,2016-02-29,198.6863,196.6994,1.1,2.8,3.64,-0.01,-0.012,stopped_out,True,1,161899.06,-1942.79
LALPATHLAB,2016-03-03,2016-03-04,418.8149,414.6268,1.64,4.12,3.46,-0.01,-0.012,stopped_out,True,1,161510.51,-1938.13
ALKEM,2016-06-03,2016-06-06,1249.2138,1236.7216,1.38,3.34,3.74,-0.01,-0.012,stopped_out,True,1,161122.88,-1933.47
INFIBEAM,2016-06-20,2016-06-21,14.4337,14.2894,7.7,1.55,5.14,-0.01,-0.012,stopped_out,True,1,160736.19,-1928.83
IDFCFIRSTB,2016-07-12,2016-07-13,49.9448,49.4453,0.52,7.55,8.0,-0.01,-0.012,stopped_out,True,1,160350.42,-1924.21
NH,2016-08-01,2016-08-02,313.3541,329.0218,1.68,7.55,6.2,0.05,0.048,take_profit,False,1,159965.58,7678.35
MGL,2016-08-09,2016-08-10,418.4038,414.2198,1.05,2.12,1.9,-0.01,-0.012,stopped_out,True,1,161501.25,-1938.01
HCG,2016-08-22,2016-08-23,214.5072,212.3621,1.44,14.1,1.66,-0.01,-0.012,stopped_out,True,1,161113.65,-1933.36
SEQUENT,2016-08-24,2016-08-25,122.1323,120.9109,2.5,6.67,16.17,-0.01,-0.012,stopped_out,True,1,160726.97,-1928.72
THYROCARE,2016-08-30,2016-08-31,162.9155,171.0613,1.88,4.54,4.46,0.05,0.048,take_profit,False,1,160341.23,7696.38
ADVENZYMES,2016-09-16,2016-09-20,303.5145,300.4793,6.29,3.41,3.9,-0.01,-0.012,stopped_out,True,2,161880.5,-1942.57
DBL,2016-09-16,2016-09-19,241.631,239.2147,1.19,2.15,3.0,-0.01,-0.012,stopped_out,True,1,129504.4,-1554.05
CROMPTON,2016-10-05,2016-10-13,158.4768,166.4007,3.11,1.93,2.65,0.05,0.048,take_profit,False,4,161181.18,7736.7
RBLBANK,2016-10-20,2016-10-21,316.2457,313.0833,1.37,7.97,1.88,-0.01,-0.012,stopped_out,True,1,162728.52,-1952.74
BLS,2016-12-08,2016-12-12,43.1719,42.7402,1.29,4.48,3.36,-0.01,-0.012,stopped_out,True,2,162337.97,-1948.06
ICICIPRULI,2017-01-04,2017-01-06,306.6408,321.9728,1.79,1.62,1.6,0.05,0.048,take_profit,False,2,161948.36,7773.52
ENDURANCE,2017-01-25,2017-01-27,590.5379,584.6325,0.93,1.88,2.05,-0.01,-0.012,stopped_out,True,1,163503.06,-1962.04
QUESS,2017-01-25,2017-01-27,658.7101,652.123,1.48,2.02,4.42,-0.01,-0.012,stopped_out,True,1,130802.45,-1569.63
PNBHOUSING,2017-01-25,2017-01-27,756.4749,748.9102,4.07,5.58,7.12,-0.01,-0.012,stopped_out,True,1,104641.96,-1255.7
LAURUSLABS,2017-02-06,2017-02-07,107.5235,106.4482,5.37,7.45,9.23,-0.01,-0.012,stopped_out,True,1,162545.59,-1950.55
BSE,2017-04-10,2017-04-11,92.5562,91.6306,1.42,2.38,3.53,-0.01,-0.012,stopped_out,True,1,162155.48,-1945.87
VBL,2017-04-13,2017-04-18,27.6043,27.2541,2.89,2.65,5.93,-0.012686,-0.014686,stopped_out_gap,True,2,161766.31,-2375.7
SHRIPISTON,2017-06-22,2017-06-27,886.105,946.8034,1.1,2.38,4.49,0.0685,0.0665,take_profit_gap,False,2,161291.17,10725.86
DMART,2017-07-06,2017-07-10,880.7401,924.7771,0.54,3.52,3.86,0.05,0.048,take_profit,False,2,163436.34,7844.94
HUDCO,2017-07-12,2017-07-13,61.3912,64.4608,14.47,11.03,11.17,0.05,0.048,take_profit,False,1,165005.33,7920.26
CDSL,2017-09-08,2017-09-11,163.3762,161.7424,1.45,2.43,3.03,-0.01,-0.012,stopped_out,True,1,166589.38,-1999.07
SFL,2017-09-19,2017-09-20,768.7342,761.0468,0.57,3.55,9.84,-0.01,-0.012,stopped_out,True,1,166189.57,-1994.27
AUBANK,2017-10-06,2017-10-09,305.5644,302.5088,2.28,3.89,4.18,-0.01,-0.012,stopped_out,True,1,165790.71,-1989.49
OPTIEMUS,2017-10-17,2017-10-18,57.1037,60.3235,21.61,9.82,6.39,0.056384,0.054384,take_profit_gap,False,1,165392.81,8994.72
INOXWIND,2017-10-30,2017-10-31,33.1791,34.838,10.31,2.05,2.91,0.05,0.048,take_profit,False,1,167191.76,8025.2
ABCAPITAL,2017-11-03,2017-11-06,193.3967,203.0665,1.82,1.99,2.33,0.05,0.048,take_profit,False,1,168796.8,8102.25
LTIM,2017-11-09,2017-11-10,836.5785,828.2127,4.45,7.86,5.8,-0.01,-0.012,stopped_out,True,1,136333.8,-1636.01
LTTS,2017-11-09,2017-11-10,820.2051,807.602,1.64,3.8,3.17,-0.015366,-0.017366,stopped_out_gap,True,1,170417.25,-2959.47
ERIS,2017-11-20,2017-11-28,599.3969,642.4252,3.35,11.41,2.04,0.071786,0.069786,take_profit_gap,False,6,169498.15,11828.6
DIXON,2017-11-20,2017-11-21,620.5827,614.3768,2.28,5.78,7.22,-0.01,-0.012,stopped_out,True,1,135598.52,-1627.18
COCHINSHIP,2017-11-20,2017-11-21,223.076,220.8452,1.66,1.71,2.69,-0.01,-0.012,stopped_out,True,1,108478.82,-1301.75
STARCEMENT,2017-11-23,2017-11-27,122.3446,121.1211,5.31,2.4,4.83,-0.01,-0.012,stopped_out,True,2,135012.74,-1620.15
NIACL,2017-12-19,2018-01-03,280.3212,291.9318,2.02,2.62,4.74,0.041419,0.039419,time_exit,False,10,170954.06,6738.84
GODREJAGRO,2018-01-01,2018-01-04,533.0827,559.7368,2.45,1.57,1.69,0.05,0.048,take_profit,False,3,136763.25,6564.64
TEJASNET,2018-01-01,2018-01-02,419.4471,415.2527,1.26,2.78,5.95,-0.01,-0.012,stopped_out,True,1,109410.6,-1312.93
HDFCLIFE,2018-01-08,2018-01-09,414.0931,434.7977,1.87,2.21,2.95,0.05,0.048,take_profit,False,1,138681.73,6656.72
ICICIGI,2018-01-08,2018-01-09,806.7931,797.4796,0.68,1.73,3.16,-0.011544,-0.013544,stopped_out_gap,True,1,173352.17,-2347.88
AMBER,2018-03-13,2018-03-14,1178.6468,1166.8603,1.02,2.07,3.83,-0.01,-0.012,stopped_out,True,1,174213.93,-2090.57
SBILIFE,2018-04-11,2018-04-12,709.3113,702.2182,0.86,1.78,4.05,-0.01,-0.012,stopped_out,True,1,173795.82,-2085.55
ASTERDM,2018-05-07,2018-05-08,135.6597,142.4426,2.2,2.76,2.73,0.05,0.048,take_profit,False,1,173378.71,8322.18
GMMPFAUDLR,2018-05-28,2018-05-29,306.0315,302.9712,5.71,3.15,7.11,-0.01,-0.012,stopped_out,True,1,175043.15,-2100.52
GICRE,2018-05-29,2018-05-30,316.6345,313.0494,4.26,4.71,3.02,-0.011323,-0.013323,stopped_out_gap,True,1,174623.04,-2326.5
BANDHANBNK,2018-06-14,2018-06-15,529.1752,523.8834,2.33,3.27,1.71,-0.01,-0.012,stopped_out,True,1,174157.74,-2089.89
TIINDIA,2018-07-09,2018-07-10,242.3604,239.9368,2.87,2.37,1.84,-0.01,-0.012,stopped_out,True,1,173739.76,-2084.88
MIDHANI,2018-07-10,2018-07-11,136.2038,134.1589,0.66,5.82,16.91,-0.015014,-0.017014,stopped_out_gap,True,1,173322.79,-2948.91
LEMONTREE,2018-07-11,2018-07-13,77.6888,76.9119,1.14,4.21,4.09,-0.01,-0.012,stopped_out,True,2,172733.01,-2072.8
BORORENEW,2018-07-12,2018-07-13,67.7546,67.077,1.37,2.71,4.36,-0.01,-0.012,stopped_out,True,1,138186.4,-1658.24
ADANIGREEN,2018-07-23,2018-07-24,42.4712,45.8271,18.93,2.55,12.01,0.079015,0.077015,take_profit_gap,False,1,171986.8,13245.56
HAL,2018-07-31,2018-08-01,396.7334,392.7661,11.33,9.01,7.74,-0.01,-0.012,stopped_out,True,1,174635.91,-2095.63
BDL,2018-07-31,2018-08-01,167.4956,165.8206,6.77,3.56,1.53,-0.01,-0.012,stopped_out,True,1,139708.73,-1676.5
