entry_date,exit_date,entry_price,exit_price,trade_return,trade_return_net,stopped_out,hold_days,symbol
2026-01-09,2026-01-15,153.2676,157.1783,0.025515,0.022515,False,6,IOC
2026-01-09,2026-01-15,1014.9,1040.7,0.025421,0.022421,False,6,JINDALSTEL
2026-01-09,2026-01-15,257.0,254.85,-0.008366,-0.011366,False,6,NYKAA
2026-01-09,2026-01-15,1520.2,1553.6,0.021971,0.018971,False,6,TBOTEK
2026-01-12,2026-01-15,351.5,358.6,0.020199,0.017199,False,3,ABCAPITAL
2026-01-12,2026-01-15,1889.9,1934.7,0.023705,0.020705,False,3,APLAPOLLO
2026-01-12,2026-01-15,259.45,265.15,0.021969,0.018969,False,3,GPIL
2026-01-12,2026-01-15,103.29,104.85,0.015103,0.012103,False,3,IDBI
2026-01-12,2026-01-15,769.0482,793.1184,0.031299,0.028299,False,3,JSL
2026-01-12,2026-01-15,442.0,429.8,-0.02,-0.023,True,3,LATENTVIEW
2026-01-12,2026-01-15,248.609,256.4966,0.031727,0.028727,False,3,NLCINDIA
2026-01-12,2026-01-15,41.7,43.0,0.031175,0.028175,False,3,NSLNISP
2026-01-12,2026-01-15,334.2267,346.4841,0.036674,0.033674,False,3,NTPC
2026-01-12,2026-01-15,1291.1,1313.3,0.017195,0.014195,False,3,PAYTM
2026-01-12,2026-01-15,304.85,312.0,0.023454,0.020454,False,3,RBLBANK
2026-01-12,2026-01-15,50.0,51.35,0.027,0.024,False,3,SAGILITY
2026-01-12,2026-01-15,979.0,981.1,0.002145,-0.000855,False,3,SHRIRAMFIN
2026-01-12,2026-01-15,1740.0,1753.6,0.007816,0.004816,False,3,TATACOMM
2026-01-12,2026-01-15,785.0,780.4,-0.00586,-0.00886,False,3,UPL
2026-01-13,2026-01-15,930.0,951.5,0.023118,0.020118,False,2,ASAHIINDIA
2026-01-13,2026-01-15,377.0,379.0,0.005305,0.002305,False,2,BIOCON
2026-01-13,2026-01-15,811.0,831.55,0.025339,0.022339,False,2,CHOICEIN
2026-01-13,2026-01-15,264.95,276.5,0.043593,0.040593,False,2,CUB
2026-01-13,2026-01-15,3764.0145,3671.4812,-0.02,-0.023,True,2,ESCORTS
2026-01-13,2026-01-15,893.5,909.95,0.018411,0.015411,False,2,FORTIS
2026-01-13,2026-01-15,507.85,506.15,-0.003347,-0.006347,False,2,JKTYRE
2026-01-13,2026-01-15,1043.2,1090.5,0.045341,0.042341,False,2,LAURUSLABS
2026-01-13,2026-01-15,1876.9,1946.1,0.036869,0.033869,False,2,NH
2026-01-14,2026-01-15,1255.0,1298.8,0.0349,0.0319,False,1,AXISBANK
2026-01-14,2026-01-15,594.0,632.9,0.065488,0.062488,False,1,GRAPHITE
2026-01-14,2026-01-15,820.0,846.4,0.032195,0.029195,False,1,INDIANB
2026-01-14,2026-01-15,5159.4392,5036.3105,-0.02,-0.023,True,1,SUNDARMFIN
2026-01-12,2026-01-16,1140.9,1190.0,0.043036,0.040036,False,4,360ONE
2026-01-12,2026-01-16,2302.45,2301.3,-0.000499,-0.003499,False,4,ECLERX
2026-01-12,2026-01-16,99.5,99.99,0.004925,0.001925,False,4,GMRAIRPORT
2026-01-12,2026-01-16,5662.6271,5514.5142,-0.02,-0.023,True,4,HEROMOTOCO
2026-01-12,2026-01-16,1137.9962,1169.7403,0.027895,0.024895,False,4,KIRLOSENG
2026-01-12,2026-01-16,16456.0,16000.0,-0.02,-0.023,True,4,MARUTI
2026-01-12,2026-01-16,1417.7,1448.0,0.021373,0.018373,False,4,NUVAMA
2026-01-12,2026-01-16,971.0,984.0,0.013388,0.010388,False,4,PNBHOUSING
2026-01-13,2026-01-16,3952.0294,3957.0066,0.001259,-0.001741,False,3,CUMMINSIND
2026-01-13,2026-01-16,2750.0,2790.0,0.014545,0.011545,False,3,GVT&D
2026-01-13,2026-01-16,272.0,273.5,0.005515,0.002515,False,3,REDINGTON
2026-01-14,2026-01-16,588.4,598.2,0.016655,0.013655,False,2,GRANULES
2026-01-14,2026-01-16,843.8223,782.9793,-0.02,-0.023,True,2,HBLENGINE
2026-01-14,2026-01-16,554.0,567.0,0.023466,0.020466,False,2,HEG
2026-01-14,2026-01-16,286.1,298.0,0.041594,0.038594,False,2,LTF
2026-01-14,2026-01-16,208.2532,212.2998,0.019431,0.016431,False,2,SCI
2026-01-07,2026-01-19,429.28,419.0,-0.02,-0.023,True,12,KOTAKBANK
2026-01-09,2026-01-19,148497.0502,142997.1571,-0.02,-0.023,True,10,MRF
2026-01-12,2026-01-19,2758.1001,2680.1001,-0.02,-0.023,True,7,AJANTPHARM
2026-01-12,2026-01-19,765.0,747.7,-0.02,-0.023,True,7,CENTURYPLY
2026-01-12,2026-01-19,1713.7183,1696.731,-0.009913,-0.012913,False,7,CHOLAFIN
2026-01-12,2026-01-19,469.0,477.0,0.017058,0.014058,False,7,HSCL
2026-01-12,2026-01-19,576.9148,558.4335,-0.02,-0.023,True,7,MINDACORP
2026-01-12,2026-01-19,714.95,708.0,-0.009721,-0.012721,False,7,SYRMA
2026-01-12,2026-01-19,3732.9523,3647.2519,-0.02,-0.023,True,7,TVSMOTOR
2026-01-12,2026-01-19,440.0,422.0,-0.02,-0.023,True,7,USHAMART
2026-01-12,2026-01-19,14151.0,14055.0,-0.006784,-0.009784,False,7,ZFCVINDIA
2026-01-13,2026-01-19,37745.0,36540.0,-0.02,-0.023,True,6,BOSCHLTD
2026-01-13,2026-01-19,181.9,178.25,-0.02,-0.023,True,6,CGCL
2026-01-13,2026-01-19,1307.0,1304.4,-0.001989,-0.004989,False,6,CREDITACC
2026-01-13,2026-01-19,115.1925,113.9464,-0.010818,-0.013818,False,6,MOTHERSON
2026-01-13,2026-01-19,893.3,872.15,-0.02,-0.023,True,6,SAILIFE
2026-01-13,2026-01-19,144.29,139.5,-0.02,-0.023,True,6,SAMMAANCAP
2026-01-13,2026-01-19,1214.0119,1173.2417,-0.02,-0.023,True,6,UNOMINDA
2026-01-14,2026-01-19,937.0,908.7,-0.02,-0.023,True,5,ADANIENSOL
2026-01-14,2026-01-19,6405.0,6236.0,-0.02,-0.023,True,5,DIVISLAB
2026-01-14,2026-01-19,248.5,271.45,0.092354,0.089354,False,5,FEDERALBNK
2026-01-14,2026-01-19,82.96,83.5,0.006509,0.003509,False,5,IDFCFIRSTB
2026-01-14,2026-01-19,3900.0,3820.0,-0.02,-0.023,True,5,LT
2026-01-14,2026-01-19,1631.0,1640.8,0.006009,0.003009,False,5,MFSL
2026-01-14,2026-01-19,14326.0,14000.0,-0.02,-0.023,True,5,NEULANDLAB
2026-01-15,2026-01-19,440.15,457.9,0.040327,0.037327,False,4,HINDPETRO
2026-01-15,2026-01-19,669.25,678.0,0.013074,0.010074,False,4,ICICIPRULI
2026-01-15,2026-01-19,3187.6001,3710.0,0.163885,0.160885,False,4,NETWEB
2026-01-15,2026-01-19,1689.7239,1639.3511,-0.02,-0.023,True,4,SUNPHARMA
2026-01-15,2026-01-19,1439.9,1405.2,-0.02,-0.023,True,4,VOLTAS
2026-01-09,2026-01-20,1465.0,1410.7,-0.02,-0.023,True,11,RELIANCE
2026-01-12,2026-01-20,3675.3,3646.0,-0.007972,-0.010972,False,8,M&M
2026-01-13,2026-01-20,291.0,283.0,-0.02,-0.023,True,7,HONASA
2026-01-13,2026-01-20,570.45,555.05,-0.02,-0.023,True,7,NAVA
2026-01-13,2026-01-20,1493.3,1430.0,-0.02,-0.023,True,7,RRKABEL
2026-01-14,2026-01-20,5893.5,5943.5,0.008484,0.005484,False,6,BRITANNIA
2026-01-14,2026-01-20,10.83,10.6,-0.02,-0.023,True,6,IDEA
2026-01-14,2026-01-20,7328.0,7420.0,0.012555,0.009555,False,6,POLYCAB
2026-01-15,2026-01-20,3671.4812,3555.0683,-0.02,-0.023,True,5,ESCORTS
2026-01-15,2026-01-20,630.6834,648.2038,0.02778,0.02478,False,5,IIFL
2026-01-15,2026-01-20,5036.3105,5143.4874,0.021281,0.018281,False,5,SUNDARMFIN
2026-01-16,2026-01-20,5514.5142,5668.5125,0.027926,0.024926,False,4,HEROMOTOCO
2026-01-16,2026-01-20,16000.0,16200.0,0.0125,0.0095,False,4,MARUTI
2026-01-19,2026-01-20,3820.0,3858.0,0.009948,0.006948,False,1,LT
2026-01-19,2026-01-20,558.4335,544.2979,-0.02,-0.023,True,1,MINDACORP
2026-01-19,2026-01-20,3647.2519,3688.1089,0.011202,0.008202,False,1,TVSMOTOR
2026-01-12,2026-01-21,1435.9,1371.7,-0.02,-0.023,True,9,ADANIPORTS
2026-01-12,2026-01-21,2023.5,1977.0,-0.02,-0.023,True,9,BHARTIARTL
2026-01-13,2026-01-21,1185.0,1133.9,-0.02,-0.023,True,8,AUROPHARMA
2026-01-14,2026-01-21,7390.0,7100.5,-0.02,-0.023,True,7,EICHERMOT
2026-01-14,2026-01-21,45.6,43.3,-0.02,-0.023,True,7,MSUMI
2026-01-15,2026-01-21,513.75,501.1,-0.02,-0.023,True,6,DABUR
2026-01-15,2026-01-21,429.8,400.5,-0.02,-0.023,True,6,LATENTVIEW
2026-01-16,2026-01-21,486.15,474.0,-0.02,-0.023,True,5,AGARWALEYE
2026-01-19,2026-01-21,908.7,885.0,-0.02,-0.023,True,2,ADANIENSOL
2026-01-19,2026-01-21,2756.8999,2670.0,-0.02,-0.023,True,2,ASIANPAINT
2026-01-19,2026-01-21,36540.0,35510.0,-0.02,-0.023,True,2,BOSCHLTD
2026-01-19,2026-01-21,1848.8,1760.0,-0.02,-0.023,True,2,PHOENIXLTD
2026-01-19,2026-01-21,872.15,811.0,-0.02,-0.023,True,2,SAILIFE
2026-01-19,2026-01-21,1173.2417,1117.1828,-0.02,-0.023,True,2,UNOMINDA
2026-01-19,2026-01-21,1405.2,1320.0,-0.02,-0.023,True,2,VOLTAS
2026-01-20,2026-01-21,141.5,137.5,-0.02,-0.023,True,1,ADANIPOWER
2026-01-20,2026-01-21,9468.0,9150.0,-0.02,-0.023,True,1,BAJAJ-AUTO
2026-01-20,2026-01-21,262.5,249.95,-0.02,-0.023,True,1,BHEL
2026-01-20,2026-01-21,2732.0,2638.7,-0.02,-0.023,True,1,BSE
2026-01-20,2026-01-21,2231.5,2150.0,-0.02,-0.023,True,1,ECLERX
2026-01-20,2026-01-21,3555.0683,3452.5854,-0.02,-0.023,True,1,ESCORTS
2026-01-20,2026-01-21,890.0,850.25,-0.02,-0.023,True,1,FORTIS
2026-01-20,2026-01-21,1980.3,1927.0,-0.02,-0.023,True,1,GLENMARK
2026-01-20,2026-01-21,250.75,239.85,-0.02,-0.023,True,1,GPIL
2026-01-20,2026-01-21,751.5604,703.1852,-0.02,-0.023,True,1,HBLENGINE
2026-01-20,2026-01-21,283.0,273.45,-0.02,-0.023,True,1,HONASA
2026-01-20,2026-01-21,98.96,95.46,-0.02,-0.023,True,1,IDBI
2026-01-20,2026-01-21,10.6,10.13,-0.02,-0.023,True,1,IDEA
2026-01-20,2026-01-21,249.55,241.05,-0.02,-0.023,True,1,NYKAA
2026-01-20,2026-01-21,1430.0,1391.0,-0.02,-0.023,True,1,RRKABEL
2026-01-20,2026-01-21,1479.1,1342.0,-0.02,-0.023,True,1,SOBHA
2026-01-20,2026-01-21,688.05,644.0,-0.02,-0.023,True,1,SYRMA
2026-01-19,2026-01-22,2680.1001,2719.0,0.014514,0.011514,False,3,AJANTPHARM
2026-01-19,2026-01-22,957.2,925.0,-0.02,-0.023,True,3,PNBHOUSING
2026-01-20,2026-01-22,544.2979,531.4609,-0.02,-0.023,True,2,MINDACORP
2026-01-21,2026-01-22,905.6,939.9,0.037875,0.034875,False,1,ASAHIINDIA
2026-01-21,2026-01-22,501.1,521.0,0.039713,0.036713,False,1,DABUR
2026-01-21,2026-01-22,531.6975,560.102,0.053422,0.050422,False,1,HINDCOPPER
2026-01-21,2026-01-22,1033.6,1003.0,-0.02,-0.023,True,1,LAURUSLABS
2026-01-21,2026-01-22,1708.5,1600.0,-0.02,-0.023,True,1,TATACOMM
2026-01-21,2026-01-22,715.3,699.05,-0.02,-0.023,True,1,UPL
2026-01-19,2026-01-23,2614.8999,2660.0,0.017247,0.014247,False,4,GVT&D
2026-01-19,2026-01-23,139.5,140.87,0.009821,0.006821,False,4,SAMMAANCAP
2026-01-20,2026-01-23,5699.057,5738.7373,0.006963,0.003963,False,3,ALKEM
2026-01-20,2026-01-23,4155.0,4025.1001,-0.02,-0.023,True,3,TITAN
2026-01-21,2026-01-23,137.5,141.0,0.025455,0.022455,False,2,ADANIPOWER
2026-01-21,2026-01-23,9150.0,9390.0,0.02623,0.02323,False,2,BAJAJ-AUTO
2026-01-21,2026-01-23,301.4,306.45,0.016755,0.013755,False,2,BANKBARODA
2026-01-21,2026-01-23,1384.4171,1433.3611,0.035353,0.032353,False,2,BHARATFORG
2026-01-21,2026-01-23,365.0,372.55,0.020685,0.017685,False,2,BIOCON
2026-01-21,2026-01-23,2638.7,2722.0,0.031569,0.028569,False,2,BSE
2026-01-21,2026-01-23,409.5361,418.468,0.02181,0.01881,False,2,COALINDIA
2026-01-21,2026-01-23,7327.5,7650.0,0.044012,0.041012,False,2,CRAFTSMAN
2026-01-21,2026-01-23,1066.819,1106.8236,0.037499,0.034499,False,2,GESHIP
2026-01-21,2026-01-23,1927.0,2000.0,0.037883,0.034883,False,2,GLENMARK
2026-01-21,2026-01-23,239.85,251.6,0.048989,0.045989,False,2,GPIL
2026-01-21,2026-01-23,552.75,572.0,0.034826,0.031826,False,2,GRANULES
2026-01-21,2026-01-23,95.46,100.12,0.048816,0.045816,False,2,IDBI
2026-01-21,2026-01-23,1163.5,1193.3,0.025612,0.022612,False,2,JSWSTEEL
2026-01-21,2026-01-23,255.1,264.0,0.034888,0.031888,False,2,KARURVYSYA
2026-01-21,2026-01-23,4058.195,3854.4363,-0.02,-0.023,True,2,KEI
2026-01-21,2026-01-23,105.9911,110.9856,0.047122,0.044122,False,2,MOTHERSON
2026-01-21,2026-01-23,336.2613,341.3727,0.015201,0.012201,False,2,NTPC
2026-01-21,2026-01-23,145.0,152.45,0.051379,0.048379,False,2,SAIL
2026-01-21,2026-01-23,183.56,190.5,0.037808,0.034808,False,2,TATASTEEL
2026-01-22,2026-01-23,570.0,557.0,-0.02,-0.023,True,1,AIIL
2026-01-22,2026-01-23,1899.0,2000.0,0.053186,0.050186,False,1,APLAPOLLO
2026-01-22,2026-01-23,404.2789,417.2238,0.03202,0.02902,False,1,BEL
2026-01-22,2026-01-23,5850.0,5950.0,0.017094,0.014094,False,1,BRITANNIA
2026-01-22,2026-01-23,82.0,84.34,0.028537,0.025537,False,1,IDFCFIRSTB
2026-01-22,2026-01-23,1278.9945,1302.9651,0.018742,0.015742,False,1,NESTLEIND
2026-01-19,2026-01-27,422.0,405.0,-0.02,-0.023,True,8,USHAMART
2026-01-20,2026-01-27,550.4,521.05,-0.02,-0.023,True,7,GMDCLTD
2026-01-21,2026-01-27,2670.0,2719.8999,0.018689,0.015689,False,6,ASIANPAINT
2026-01-21,2026-01-27,249.95,243.5,-0.02,-0.023,True,6,BHEL
2026-01-21,2026-01-27,795.6965,848.28,0.066085,0.063085,False,6,CHENNPETRO
2026-01-21,2026-01-27,796.8,762.8,-0.02,-0.023,True,6,CHOICEIN
2026-01-21,2026-01-27,96.22,91.31,-0.02,-0.023,True,6,GMRAIRPORT
2026-01-21,2026-01-27,908.0,875.0,-0.02,-0.023,True,6,INDUSINDBK
2026-01-21,2026-01-27,3543.0,3437.2,-0.02,-0.023,True,6,M&M
2026-01-21,2026-01-27,241.05,235.0,-0.02,-0.023,True,6,NYKAA
2026-01-21,2026-01-27,420.0754,428.4474,0.01993,0.01693,False,6,OIL
2026-01-21,2026-01-27,1760.0,1710.0,-0.02,-0.023,True,6,PHOENIXLTD
2026-01-21,2026-01-27,1391.0,1333.8,-0.02,-0.023,True,6,RRKABEL
2026-01-21,2026-01-27,21.68,21.0,-0.02,-0.023,True,6,YESBANK
2026-01-22,2026-01-27,3068.3,2921.7,-0.02,-0.023,True,5,ANANDRATHI
2026-01-22,2026-01-27,1688.8,1651.1,-0.02,-0.023,True,5,IKS
2026-01-22,2026-01-27,462.8,427.0,-0.02,-0.023,True,5,INDIACEM
2026-01-22,2026-01-27,840.95,820.0,-0.02,-0.023,True,5,NAM-INDIA
2026-01-22,2026-01-27,1380.0,1310.3,-0.02,-0.023,True,5,NUVAMA
2026-01-22,2026-01-27,1246.5,1150.0,-0.02,-0.023,True,5,PAYTM
2026-01-22,2026-01-27,1468.0,1421.3,-0.02,-0.023,True,5,TBOTEK
2026-01-23,2026-01-27,802.0,780.0,-0.02,-0.023,True,4,ABSLAMC
2026-01-23,2026-01-27,557.0,520.0,-0.02,-0.023,True,4,AIIL
2026-01-23,2026-01-27,430.0,416.95,-0.02,-0.023,True,4,HINDPETRO
2026-01-23,2026-01-27,545.9603,520.1513,-0.02,-0.023,True,4,IIFL
2026-01-23,2026-01-27,3931.2,3829.0,-0.02,-0.023,True,4,MUTHOOTFIN
2026-01-21,2026-01-28,474.0,446.0,-0.02,-0.023,True,7,AGARWALEYE
2026-01-21,2026-01-28,3740.2,3920.0,0.048072,0.045072,False,7,AIAENG
2026-01-21,2026-01-28,2150.0,2205.0,0.025581,0.022581,False,7,ECLERX
2026-01-21,2026-01-28,7100.5,7124.0,0.00331,0.00031,False,7,EICHERMOT
2026-01-21,2026-01-28,411.05,425.25,0.034546,0.031546,False,7,INDUSTOWER
2026-01-21,2026-01-28,3800.0,3804.3,0.001132,-0.001868,False,7,LT
2026-01-21,2026-01-28,1610.5,1576.6,-0.02,-0.023,True,7,MFSL
2026-01-21,2026-01-28,76.0968,77.0284,0.012243,0.009243,False,7,NMDC
2026-01-21,2026-01-28,13738.0,13970.0,0.016887,0.013887,False,7,ZFCVINDIA
2026-01-22,2026-01-28,498.5273,502.7479,0.008466,0.005466,False,6,APOLLOTYRE
2026-01-22,2026-01-28,2281.0,2169.8999,-0.02,-0.023,True,6,HYUNDAI
2026-01-22,2026-01-28,763.0556,809.9975,0.061518,0.058518,False,6,JSL
2026-01-22,2026-01-28,2375.0,2488.0,0.047579,0.044579,False,6,MCX
2026-01-22,2026-01-28,250.55,242.0,-0.02,-0.023,True,6,NLCINDIA
2026-01-23,2026-01-28,2019.193,2044.0584,0.012315,0.009315,False,5,SBILIFE
2026-01-27,2026-01-28,922.2091,954.7213,0.035255,0.032255,False,1,CCL
2026-01-27,2026-01-28,762.8,747.1,-0.02,-0.023,True,1,CHOICEIN
2026-01-27,2026-01-28,427.0,452.9,0.060656,0.057656,False,1,INDIACEM
2026-01-27,2026-01-28,154.7489,157.0203,0.014678,0.011678,False,1,IOC
2026-01-21,2026-01-29,33435.0,34095.0,0.01974,0.01674,False,8,3MINDIA
2026-01-21,2026-01-29,35510.0,35960.0,0.012672,0.009672,False,8,BOSCHLTD
2026-01-21,2026-01-29,1479.7,1448.1,-0.02,-0.023,True,8,IPCALAB
2026-01-21,2026-01-29,1083.0928,1115.8352,0.03023,0.02723,False,8,KIRLOSENG
2026-01-21,2026-01-29,480.7496,468.415,-0.02,-0.023,True,8,VBL
2026-01-22,2026-01-29,288.0,291.6,0.0125,0.0095,False,7,LTF
2026-01-22,2026-01-29,5786.0,5965.0,0.030937,0.027937,False,7,NAVINFLUOR
2026-01-23,2026-01-29,3557.6651,3703.9536,0.041119,0.038119,False,6,TVSMOTOR
2026-01-27,2026-01-29,521.05,564.0,0.08243,0.07943,False,2,GMDCLTD
2026-01-27,2026-01-29,528.9,572.3,0.082057,0.079057,False,2,HEG
2026-01-27,2026-01-29,5314.4146,5416.4263,0.019195,0.016195,False,2,HEROMOTOCO
2026-01-27,2026-01-29,875.0,899.9,0.028457,0.025457,False,2,INDUSINDBK
2026-01-27,2026-01-29,15300.0,14870.0,-0.02,-0.023,True,2,MARUTI
2026-01-27,2026-01-29,3829.0,4015.8999,0.048812,0.045812,False,2,MUTHOOTFIN
