entry_date,exit_date,entry_price,exit_price,trade_return,trade_return_net,stopped_out,hold_days,symbol
2026-01-27,2026-01-29,17480.0,17930.0,0.025744,0.022744,False,2,PTCIL
2026-01-27,2026-01-29,21.0,21.48,0.022857,0.019857,False,2,YESBANK
2026-01-28,2026-01-29,1495.0,1425.0,-0.02,-0.023,True,1,EMCURE
2026-01-28,2026-01-29,1576.6,1625.8,0.031206,0.028206,False,1,MFSL
2026-01-28,2026-01-29,3060.0,3143.0,0.027124,0.024124,False,1,NETWEB
2026-01-28,2026-01-29,242.0,252.0,0.041322,0.038322,False,1,NLCINDIA
2026-01-21,2026-01-30,1977.0,1925.6,-0.02,-0.023,True,9,BHARTIARTL
2026-01-21,2026-01-30,1638.7743,1648.7669,0.006098,0.003098,False,9,CHOLAFIN
2026-01-21,2026-01-30,10.13,9.96,-0.016782,-0.019782,False,9,IDEA
2026-01-21,2026-01-30,43.3,42.17,-0.02,-0.023,True,9,MSUMI
2026-01-22,2026-01-30,351.9,342.0,-0.02,-0.023,True,8,ABCAPITAL
2026-01-22,2026-01-30,650.05,625.3,-0.02,-0.023,True,8,ICICIPRULI
2026-01-22,2026-01-30,1003.0,974.0,-0.02,-0.023,True,8,LAURUSLABS
2026-01-22,2026-01-30,299.4911,289.508,-0.02,-0.023,True,8,MANAPPURAM
2026-01-27,2026-01-30,520.1513,541.0,0.040082,0.037082,False,3,IIFL
2026-01-27,2026-01-30,235.0,234.8,-0.000851,-0.003851,False,3,NYKAA
2026-01-27,2026-01-30,1421.3,1355.0,-0.02,-0.023,True,3,TBOTEK
2026-01-28,2026-01-30,965.0,968.25,0.003368,0.000368,False,2,AUBANK
2026-01-28,2026-01-30,3379.0,3283.0,-0.02,-0.023,True,2,M&M
2026-01-29,2026-01-30,1448.1,1479.7,0.021822,0.018822,False,1,IPCALAB
2026-01-29,2026-01-30,14870.0,14502.0,-0.02,-0.023,True,1,MARUTI
2026-01-21,2026-02-02,2168.3,2135.3,-0.015219,-0.018219,False,12,LUPIN
2026-01-27,2026-02-02,1333.8,1380.0,0.034638,0.031638,False,6,RRKABEL
2026-01-30,2026-02-02,974.0,918.85,-0.02,-0.023,True,3,LAURUSLABS
2026-01-30,2026-02-02,1679.4,1622.0,-0.02,-0.023,True,3,PHOENIXLTD
2026-01-27,2026-02-03,1150.0,1220.0,0.06087,0.05787,False,7,PAYTM
2026-01-29,2026-02-03,1425.0,1515.0,0.063158,0.060158,False,5,EMCURE
2026-01-30,2026-02-03,625.3,651.2,0.04142,0.03842,False,4,ICICIPRULI
2026-01-23,2026-02-04,4025.1001,4087.0,0.015378,0.012378,False,12,TITAN
2026-01-27,2026-02-04,2921.7,2950.0,0.009686,0.006686,False,8,ANANDRATHI
2026-01-30,2026-02-04,14502.0,14800.0,0.020549,0.017549,False,5,MARUTI
2026-02-02,2026-02-04,327.5,353.0,0.077863,0.074863,False,2,ABCAPITAL
2026-02-02,2026-02-04,5571.0885,5632.5926,0.01104,0.00804,False,2,ALKEM
2026-02-02,2026-02-04,1662.0,1574.0,-0.02,-0.023,True,2,INFY
2026-02-02,2026-02-04,918.85,980.0,0.066551,0.063551,False,2,LAURUSLABS
2026-02-02,2026-02-04,6119.5,6060.0,-0.009723,-0.012723,False,2,PERSISTENT
2026-02-02,2026-02-04,1622.0,1686.4,0.039704,0.036704,False,2,PHOENIXLTD
2026-02-03,2026-02-04,487.6034,501.4073,0.02831,0.02531,False,1,APOLLOTYRE
2026-02-03,2026-02-04,1780.0,1642.0,-0.02,-0.023,True,1,HCLTECH
2026-02-03,2026-02-04,84.61,84.8,0.002246,-0.000754,False,1,IDFCFIRSTB
2026-02-03,2026-02-04,735.0,731.85,-0.004286,-0.007286,False,1,MARICO
2026-02-03,2026-02-04,410.0,409.0,-0.002439,-0.005439,False,1,USHAMART
2026-02-03,2026-02-05,158.0,160.95,0.018671,0.015671,False,2,BANKINDIA
2026-02-03,2026-02-05,290.6,286.0,-0.015829,-0.018829,False,2,LTF
2026-02-03,2026-02-05,64.0,65.57,0.024531,0.021531,False,2,MAHABANK
2026-01-30,2026-02-06,49.05,47.25,-0.02,-0.023,True,7,SAGILITY
2026-02-03,2026-02-06,290.0,290.05,0.000172,-0.002828,False,3,BANKBARODA
2026-02-03,2026-02-06,875.0,878.3,0.003771,0.000771,False,3,INDIANB
2026-02-05,2026-02-06,1411.0,1435.3,0.017222,0.014222,False,1,IPCALAB
2026-02-03,2026-02-09,511.05,518.0,0.013599,0.010599,False,6,IIFL
2026-02-03,2026-02-09,1013.0,1005.0,-0.007897,-0.010897,False,6,SHRIRAMFIN
2026-02-05,2026-02-09,5700.0,5561.5,-0.02,-0.023,True,4,LTIM
2026-02-02,2026-02-10,565.0,632.0,0.118584,0.115584,False,8,HINDZINC
2026-02-05,2026-02-10,1534.0,1500.0,-0.02,-0.023,True,5,INFY
2026-02-06,2026-02-10,17467.0,18525.0,0.060571,0.057571,False,4,PTCIL
2026-02-09,2026-02-10,430.1687,436.1432,0.013889,0.010889,False,1,BEL
2026-02-09,2026-02-10,2112.5,2063.0,-0.02,-0.023,True,1,ECLERX
2026-02-05,2026-02-11,1630.1,1655.0,0.015275,0.012275,False,6,TECHM
2026-02-06,2026-02-11,1612.0,1574.0,-0.02,-0.023,True,5,HCLTECH
2026-02-09,2026-02-11,5561.5,5685.0,0.022206,0.019206,False,2,LTIM
2026-02-10,2026-02-11,2063.0,1992.5,-0.02,-0.023,True,1,ECLERX
2026-02-09,2026-02-12,593.2988,605.0299,0.019773,0.016773,False,3,HINDCOPPER
2026-02-11,2026-02-12,281.9,292.6,0.037957,0.034957,False,1,FEDERALBNK
2026-02-12,2026-02-13,418.2213,406.9207,-0.02,-0.023,True,1,COALINDIA
2026-02-12,2026-02-13,473.5575,463.9051,-0.02,-0.023,True,1,OIL
2026-02-12,2026-02-13,510.0,496.4,-0.02,-0.023,True,1,SARDAEN
2026-02-11,2026-02-16,643.05,643.0,-7.8e-05,-0.003078,False,5,ICICIPRULI
2026-02-11,2026-02-16,1161.0,1120.5,-0.02,-0.023,True,5,PAYTM
2026-02-12,2026-02-16,82.95,81.01,-0.02,-0.023,True,4,IDFCFIRSTB
2026-02-13,2026-02-16,1811.0,1748.9,-0.02,-0.023,True,3,GLAND
2026-02-13,2026-02-16,463.9051,446.7672,-0.02,-0.023,True,3,OIL
2026-02-13,2026-02-17,143.8,145.8,0.013908,0.010908,False,4,CANBK
2026-02-13,2026-02-17,884.8,905.75,0.023678,0.020678,False,4,CANFINHOME
2026-02-13,2026-02-17,406.9207,416.7409,0.024133,0.021133,False,4,COALINDIA
2026-02-13,2026-02-17,768.0,730.2,-0.02,-0.023,True,4,VENTIVE
2026-02-16,2026-02-17,335.0,344.9,0.029552,0.026552,False,1,ABCAPITAL
2026-02-16,2026-02-17,161.0,165.6,0.028571,0.025571,False,1,BANKINDIA
2026-02-16,2026-02-17,95.15,99.87,0.049606,0.046606,False,1,GMRAIRPORT
2026-02-16,2026-02-17,81.01,82.29,0.015801,0.012801,False,1,IDFCFIRSTB
2026-02-16,2026-02-17,393.0734,403.782,0.027243,0.024243,False,1,PFC
2026-02-13,2026-02-18,452.35,456.05,0.008179,0.005179,False,5,HINDPETRO
2026-02-13,2026-02-18,120.1,125.1,0.041632,0.038632,False,5,PNB
2026-02-13,2026-02-18,3081.0,3158.7,0.025219,0.022219,False,5,TIMKEN
2026-02-16,2026-02-18,1517.5,1565.0,0.031301,0.028301,False,2,ADANIPORTS
2026-02-16,2026-02-18,256.0,265.9,0.038672,0.035672,False,2,BHEL
2026-02-16,2026-02-18,420.55,438.55,0.042801,0.039801,False,2,DELHIVERY
2026-02-16,2026-02-18,565.85,545.1,-0.02,-0.023,True,2,GMDCLTD
2026-02-16,2026-02-18,505.1,520.9,0.031281,0.028281,False,2,IIFL
2026-02-16,2026-02-18,766.05,741.55,-0.02,-0.023,True,2,JSL
2026-02-16,2026-02-18,363.45,383.0,0.05379,0.05079,False,2,M&MFIN
2026-02-16,2026-02-18,181.7653,189.5021,0.042565,0.039565,False,2,MRPL
2026-02-16,2026-02-18,288.3,297.0,0.030177,0.027177,False,2,PETRONET
2026-02-16,2026-02-18,1128.5,1148.0,0.01728,0.01428,False,2,TATACONSUM
2026-02-16,2026-02-18,719.15,742.95,0.033095,0.030095,False,2,UPL
2026-02-17,2026-02-18,4479.1001,4589.0,0.024536,0.021536,False,1,KEI
2026-02-16,2026-02-19,34905.0,36815.0,0.05472,0.05172,False,3,3MINDIA
2026-02-16,2026-02-19,140.5,145.7,0.037011,0.034011,False,3,ADANIPOWER
2026-02-16,2026-02-19,489.7,477.1,-0.02,-0.023,True,3,APOLLOTYRE
2026-02-16,2026-02-19,372.65,377.45,0.012881,0.009881,False,3,BPCL
2026-02-16,2026-02-19,1276.7,1299.8,0.018094,0.015094,False,3,NESTLEIND
2026-02-17,2026-02-19,275.85,290.0,0.051296,0.048296,False,2,CUB
2026-02-18,2026-02-19,545.1,576.65,0.057879,0.054879,False,1,GMDCLTD
2026-02-16,2026-02-20,3586.6001,3470.0,-0.02,-0.023,True,4,ESCORTS
2026-02-16,2026-02-20,895.0,907.5,0.013966,0.010966,False,4,HINDALCO
2026-02-16,2026-02-20,3535.0,3443.0,-0.02,-0.023,True,4,M&M
2026-02-16,2026-02-20,490.375,476.25,-0.02,-0.023,True,4,METROPOLIS
2026-02-16,2026-02-20,346.0,338.0,-0.02,-0.023,True,4,NATIONALUM
2026-02-16,2026-02-20,446.7672,480.35,0.075168,0.072168,False,4,OIL
2026-02-17,2026-02-20,2809.8999,2741.0,-0.02,-0.023,True,3,BSE
2026-02-17,2026-02-20,3890.0,3800.0,-0.02,-0.023,True,3,CEATLTD
2026-02-17,2026-02-20,1620.8,1657.8,0.022828,0.019828,False,3,IKS
2026-02-17,2026-02-20,435.8,419.55,-0.02,-0.023,True,3,INDIACEM
2026-02-16,2026-02-23,953.0,948.4,-0.004827,-0.007827,False,7,ASAHIINDIA
2026-02-16,2026-02-23,79.32,81.0,0.02118,0.01818,False,7,NMDC
2026-02-17,2026-02-23,2576.1001,2519.6001,-0.02,-0.023,True,6,BALKRISIND
2026-02-18,2026-02-23,549.45,584.0,0.062881,0.059881,False,5,HINDCOPPER
2026-02-18,2026-02-23,580.0,607.0,0.046552,0.043552,False,5,HINDZINC
2026-02-18,2026-02-23,741.55,762.05,0.027645,0.024645,False,5,JSL
2026-02-20,2026-02-23,559.8,540.0,-0.02,-0.023,True,3,JKTYRE
2026-02-13,2026-02-24,1482.6,1420.0,-0.02,-0.023,True,11,TECHM
2026-02-16,2026-02-24,5387.5682,5500.0,0.020869,0.017869,False,8,ALKEM
2026-02-19,2026-02-24,3462.8999,3475.0,0.003494,0.000494,False,5,MUTHOOTFIN
2026-02-20,2026-02-24,419.55,426.95,0.017638,0.014638,False,4,INDIACEM
2026-02-20,2026-02-24,12650.0,12972.0,0.025455,0.022455,False,4,ULTRACEMCO
2026-02-20,2026-02-24,15101.0,15595.0,0.032713,0.029713,False,4,ZFCVINDIA
2026-02-23,2026-02-24,1121.0,1143.3,0.019893,0.016893,False,1,RAMCOCEM
2026-02-23,2026-02-24,140.0,138.0,-0.014286,-0.017286,False,1,WELSPUNLIV
2026-02-17,2026-02-25,5490.0,5511.0,0.003825,0.000825,False,8,HEROMOTOCO
2026-02-20,2026-02-25,253.0,262.4,0.037154,0.034154,False,5,BHEL
2026-02-20,2026-02-25,1670.6,1746.0,0.045134,0.042134,False,5,CHOLAFIN
2026-02-20,2026-02-25,430.0,449.7,0.045814,0.042814,False,5,HINDPETRO
2026-02-23,2026-02-25,60.85,58.98,-0.02,-0.023,True,2,IFCI
2026-02-23,2026-02-25,1465.0,1531.9,0.045666,0.042666,False,2,IPCALAB
2026-02-24,2026-02-25,919.75,934.0,0.015493,0.012493,False,1,INDUSINDBK
2026-02-19,2026-02-26,1204.9,1216.0,0.009212,0.006212,False,7,UNOMINDA
2026-02-20,2026-02-26,2742.3,2755.0,0.004631,0.001631,False,6,HDFCAMC
2026-02-20,2026-02-26,572.85,581.65,0.015362,0.012362,False,6,MINDACORP
2026-02-23,2026-02-26,2519.6001,2508.1001,-0.004564,-0.007564,False,3,BALKRISIND
2026-02-23,2026-02-26,1994.0,1914.0,-0.02,-0.023,True,3,BHARTIARTL
2026-02-23,2026-02-26,407.55,428.5,0.051405,0.048405,False,3,USHAMART
2026-02-24,2026-02-26,3831.0,3912.1001,0.021169,0.018169,False,2,AIAENG
2026-02-24,2026-02-26,10.98,10.75,-0.02,-0.023,True,2,IDEA
2026-02-25,2026-02-26,265.0,268.0,0.011321,0.008321,False,1,NYKAA
2026-02-20,2026-02-27,1427.0,1452.0,0.017519,0.014519,False,7,EMCURE
2026-02-24,2026-02-27,1711.2,1707.0,-0.002454,-0.005454,False,3,PHOENIXLTD
2026-02-25,2026-02-27,58.98,60.5,0.025771,0.022771,False,2,IFCI
2026-02-25,2026-02-27,6680.0,6910.0,0.034431,0.031431,False,2,LINDEINDIA
2026-02-26,2026-02-27,1945.0,1968.0,0.011825,0.008825,False,1,BLUESTARCO
2026-02-20,2026-03-02,3800.0,3132.8,-0.02,-0.023,True,10,CEATLTD
2026-02-20,2026-03-02,834.0,779.35,-0.02,-0.023,True,10,SYRMA
2026-02-23,2026-03-02,540.0,443.6,-0.02,-0.023,True,7,JKTYRE
2026-02-24,2026-03-02,6535.0,6545.0,0.00153,-0.00147,False,6,ATUL
2026-02-26,2026-03-02,7795.0,7250.0,-0.02,-0.023,True,4,CRAFTSMAN
2026-02-26,2026-03-02,10.75,10.25,-0.02,-0.023,True,4,IDEA
2026-02-26,2026-03-02,462.7,439.15,-0.02,-0.023,True,4,INDUSTOWER
2026-02-26,2026-03-02,287.1,280.0,-0.02,-0.023,True,4,MANAPPURAM
2026-02-26,2026-03-02,473.0,440.0,-0.02,-0.023,True,4,POONAWALLA
2026-02-27,2026-03-02,1008.95,971.0,-0.02,-0.023,True,3,BAJFINANCE
2026-02-27,2026-03-02,2464.8,2299.8999,-0.02,-0.023,True,3,BALKRISIND
2026-03-02,2026-03-04,865.0,840.0,-0.02,-0.023,True,2,ASAHIINDIA
2026-03-02,2026-03-04,828.0,805.95,-0.02,-0.023,True,2,CANFINHOME
2026-03-02,2026-03-04,398.4,389.4,-0.02,-0.023,True,2,INDIACEM
2026-03-02,2026-03-04,3354.8999,3399.1001,0.013175,0.010175,False,2,MUTHOOTFIN
2026-03-02,2026-03-05,280.0,270.25,-0.02,-0.023,True,3,MANAPPURAM
2026-03-02,2026-03-05,901.0,852.1,-0.02,-0.023,True,3,NAM-INDIA
2026-03-04,2026-03-05,422.95,412.0,-0.02,-0.023,True,1,AARTIIND
2026-03-04,2026-03-05,3700.0,3625.0,-0.02,-0.023,True,1,AIAENG
2026-03-04,2026-03-05,273.0,264.95,-0.02,-0.023,True,1,CUB
2026-03-04,2026-03-05,22840.0,21830.0,-0.02,-0.023,True,1,FORCEMOT
2026-03-04,2026-03-05,124.37,121.6,-0.02,-0.023,True,1,PNB
2026-03-04,2026-03-05,14593.0,14221.0,-0.02,-0.023,True,1,ZFCVINDIA
2026-03-02,2026-03-06,7250.0,7590.0,0.046897,0.043897,False,4,CRAFTSMAN
2026-03-04,2026-03-06,870.0,892.5,0.025862,0.022862,False,2,ABSLAMC
2026-03-04,2026-03-06,1435.0,1489.0,0.037631,0.034631,False,2,ADANIPORTS
2026-03-04,2026-03-06,135.0,139.6,0.034074,0.031074,False,2,ADANIPOWER
2026-03-04,2026-03-06,943.7,972.1,0.030094,0.027094,False,2,AUBANK
2026-03-04,2026-03-06,1877.7,1939.0,0.032646,0.029646,False,2,BLUESTARCO
2026-03-04,2026-03-06,2600.0,2750.0,0.057692,0.054692,False,2,BSE
2026-03-04,2026-03-06,285.75,296.0,0.035871,0.032871,False,2,HONASA
2026-03-04,2026-03-06,1782.9,1741.6,-0.02,-0.023,True,2,MFSL
2026-03-04,2026-03-06,183.6162,196.8373,0.072004,0.069004,False,2,MRPL
2026-03-04,2026-03-06,396.8512,410.741,0.035,0.032,False,2,PFC
2026-03-05,2026-03-06,1900.0,1894.9,-0.002684,-0.005684,False,1,BHARATFORG
2026-03-05,2026-03-06,3733.5,3824.3999,0.024347,0.021347,False,1,GVT&D
2026-03-05,2026-03-06,6110.0,6550.0,0.072013,0.069013,False,1,NAVINFLUOR
2026-03-05,2026-03-06,366.95,377.0,0.027388,0.024388,False,1,NTPC
2026-03-05,2026-03-06,292.0,299.95,0.027226,0.024226,False,1,POWERGRID
2026-03-05,2026-03-06,250.0,241.0,-0.02,-0.023,True,1,SCI
2026-03-02,2026-03-09,971.0,921.8,-0.02,-0.023,True,7,BAJFINANCE
2026-03-02,2026-03-09,5866.0,5930.0,0.01091,0.00791,False,7,BRITANNIA
2026-03-02,2026-03-09,569.0,572.0,0.005272,0.002272,False,7,GRANULES
2026-03-02,2026-03-09,2729.8,2659.0,-0.02,-0.023,True,7,GRASIM
2026-03-02,2026-03-09,439.15,444.5,0.012183,0.009183,False,7,INDUSTOWER
2026-03-02,2026-03-09,273.65,265.6,-0.02,-0.023,True,7,LTF
2026-03-02,2026-03-09,525.2,502.05,-0.02,-0.023,True,7,MINDACORP
2026-03-02,2026-03-09,246.5,251.25,0.01927,0.01627,False,7,NLCINDIA
2026-03-02,2026-03-09,1110.8,1086.7,-0.02,-0.023,True,7,TATACONSUM
2026-03-04,2026-03-09,956.4,970.5,0.014743,0.011743,False,5,ADANIENSOL
2026-03-04,2026-03-09,150.0,140.15,-0.02,-0.023,True,5,CANBK
2026-03-04,2026-03-09,508.05,507.0,-0.002067,-0.005067,False,5,ELGIEQUIP
2026-03-04,2026-03-09,249.0,242.0,-0.02,-0.023,True,5,GPIL
2026-03-04,2026-03-09,10.1,9.89,-0.02,-0.023,True,5,IDEA
2026-03-04,2026-03-09,389.4,372.2,-0.02,-0.023,True,5,INDIACEM
2026-03-04,2026-03-09,313.35,301.1,-0.02,-0.023,True,5,KARURVYSYA
2026-03-04,2026-03-09,3950.0,3850.0,-0.02,-0.023,True,5,LT
2026-03-04,2026-03-09,782.1,783.05,0.001215,-0.001785,False,5,MARICO
2026-03-04,2026-03-09,1259.7,1227.0,-0.02,-0.023,True,5,NESTLEIND
2026-03-04,2026-03-09,306.5,295.1,-0.02,-0.023,True,5,RBLBANK
2026-03-04,2026-03-09,143.5,139.05,-0.02,-0.023,True,5,SAMMAANCAP
2026-03-04,2026-03-09,763.0,730.0,-0.02,-0.023,True,5,SYRMA
2026-03-04,2026-03-09,12175.0,11766.0,-0.02,-0.023,True,5,ULTRACEMCO
2026-03-05,2026-03-09,5844.0,5982.0,0.023614,0.020614,False,4,ABB
2026-03-05,2026-03-09,325.0,314.95,-0.02,-0.023,True,4,ABCAPITAL
2026-03-05,2026-03-09,7745.0,7700.0,-0.00581,-0.00881,False,4,AMBER
2026-03-05,2026-03-09,201.04,190.45,-0.02,-0.023,True,4,ASHOKLEY
2026-03-05,2026-03-09,1354.9,1282.2,-0.02,-0.023,True,4,AXISBANK
2026-03-05,2026-03-09,9674.5,9600.0,-0.007701,-0.010701,False,4,BAJAJ-AUTO
2026-03-05,2026-03-09,301.05,285.15,-0.02,-0.023,True,4,BANKBARODA
2026-03-05,2026-03-09,164.5,154.0,-0.02,-0.023,True,4,BANKINDIA
2026-03-05,2026-03-09,380.3,384.95,0.012227,0.009227,False,4,BIOCON
2026-03-05,2026-03-09,356.65,341.35,-0.02,-0.023,True,4,BPCL
2026-03-05,2026-03-09,1655.0,1575.0,-0.02,-0.023,True,4,CHOLAFIN
2026-03-05,2026-03-09,264.95,254.0,-0.02,-0.023,True,4,CUB
2026-03-05,2026-03-09,4629.0,4740.0,0.023979,0.020979,False,4,CUMMINSIND
2026-03-05,2026-03-09,7705.0,7517.0,-0.02,-0.023,True,4,EICHERMOT
2026-03-05,2026-03-09,287.75,280.0,-0.02,-0.023,True,4,FEDERALBNK
2026-03-05,2026-03-09,21830.0,20955.0,-0.02,-0.023,True,4,FORCEMOT
2026-03-05,2026-03-09,681.7,662.9,-0.02,-0.023,True,4,GRAPHITE
2026-03-05,2026-03-09,551.0,526.7,-0.02,-0.023,True,4,HEG
2026-03-05,2026-03-09,951.95,928.0,-0.02,-0.023,True,4,INDIANB
2026-03-05,2026-03-09,168.8709,156.0327,-0.02,-0.023,True,4,IOC
2026-03-05,2026-03-09,69.0,67.0,-0.02,-0.023,True,4,MAHABANK
2026-03-05,2026-03-09,123.5964,118.6418,-0.02,-0.023,True,4,MOTHERSON
2026-03-05,2026-03-09,77.49,79.0,0.019486,0.016486,False,4,NMDC
2026-03-05,2026-03-09,257.3,250.0,-0.02,-0.023,True,4,NYKAA
2026-03-05,2026-03-09,121.6,116.25,-0.02,-0.023,True,4,PNB
2026-03-05,2026-03-09,156.1,150.99,-0.02,-0.023,True,4,SAIL
2026-03-05,2026-03-09,1944.8963,1900.0,-0.02,-0.023,True,4,SBILIFE
2026-03-05,2026-03-09,1181.0,1115.0,-0.02,-0.023,True,4,SBIN
2026-03-05,2026-03-09,832.75,885.2,0.062984,0.059984,False,4,SCHNEIDER
2026-03-05,2026-03-09,1022.3,957.5,-0.02,-0.023,True,4,SHRIRAMFIN
2026-03-05,2026-03-09,198.5,193.45,-0.02,-0.023,True,4,TATASTEEL
2026-03-05,2026-03-09,3761.8511,3686.116,-0.02,-0.023,True,4,TVSMOTOR
2026-03-05,2026-03-09,193.03,181.51,-0.02,-0.023,True,4,UNIONBANK
2026-03-06,2026-03-09,680.3,660.0,-0.02,-0.023,True,3,ATHERENERG
2026-03-06,2026-03-09,1741.6,1654.5,-0.02,-0.023,True,3,MFSL
2026-03-06,2026-03-09,3244.7,3100.0,-0.02,-0.023,True,3,NETWEB
2026-03-06,2026-03-09,241.0,234.0,-0.02,-0.023,True,3,SCI
2026-03-04,2026-03-10,1075.9,1031.0,-0.02,-0.023,True,6,RAMCOCEM
2026-03-05,2026-03-10,1475.4,1504.9,0.019995,0.016995,False,5,IPCALAB
2026-03-05,2026-03-10,1479.9,1440.0,-0.02,-0.023,True,5,TORNTPOWER
2026-03-09,2026-03-10,104.2,101.6,-0.02,-0.023,True,1,IDBI
2026-03-02,2026-03-11,443.6,450.0,0.014427,0.011427,False,9,JKTYRE
2026-03-04,2026-03-11,93.97,95.53,0.016601,0.013601,False,7,GMRAIRPORT
2026-03-05,2026-03-11,412.0,426.05,0.034102,0.031102,False,6,AARTIIND
2026-03-05,2026-03-11,3625.0,3780.0,0.042759,0.039759,False,6,AIAENG
2026-03-05,2026-03-11,538.0,550.0,0.022305,0.019305,False,6,GMDCLTD
2026-03-05,2026-03-11,1172.3,1187.0,0.012539,0.009539,False,6,JINDALSTEL
2026-03-05,2026-03-11,852.1,883.0,0.036263,0.033263,False,6,NAM-INDIA
2026-03-05,2026-03-11,503.0,520.0,0.033797,0.030797,False,6,SONACOMS
2026-03-09,2026-03-11,660.0,698.0,0.057576,0.054576,False,2,ATHERENERG
2026-03-09,2026-03-11,1654.5,1733.2,0.047567,0.044567,False,2,MFSL
2026-03-09,2026-03-11,3100.0,3348.0,0.08,0.077,False,2,NETWEB
2026-03-09,2026-03-11,234.0,246.4,0.052991,0.049991,False,2,SCI
2026-03-10,2026-03-11,21200.0,22480.0,0.060377,0.057377,False,1,FORCEMOT
2026-03-10,2026-03-11,585.0,590.0,0.008547,0.005547,False,1,HINDZINC
2026-03-10,2026-03-11,162.3926,158.5016,-0.02,-0.023,True,1,IOC
2026-03-10,2026-03-11,4854.5,4537.0,-0.02,-0.023,True,1,KEI
2026-03-10,2026-03-11,351.35,361.2,0.028035,0.025035,False,1,M&MFIN
2026-03-10,2026-03-11,300.9,308.4,0.024925,0.021925,False,1,RBLBANK
2026-03-10,2026-03-11,1933.3,1985.0,0.026742,0.023742,False,1,SBILIFE
2026-03-10,2026-03-11,387.75,372.8,-0.02,-0.023,True,1,TRIVENI
2026-03-10,2026-03-11,3695.0847,3766.8338,0.019417,0.016417,False,1,TVSMOTOR
2026-03-05,2026-03-12,2126.0,2019.9,-0.02,-0.023,True,7,APLAPOLLO
2026-03-05,2026-03-12,1214.5,1175.0,-0.02,-0.023,True,7,JSWSTEEL
2026-03-05,2026-03-12,4238.0,4100.0,-0.02,-0.023,True,7,TITAN
2026-03-05,2026-03-12,1438.9,1469.0,0.020919,0.017919,False,7,VOLTAS
2026-03-09,2026-03-12,1282.2,1243.2,-0.02,-0.023,True,3,AXISBANK
2026-03-09,2026-03-12,150.99,153.01,0.013378,0.010378,False,3,SAIL
2026-03-09,2026-03-12,1115.0,1075.1,-0.02,-0.023,True,3,SBIN
2026-03-10,2026-03-12,191.5,184.66,-0.02,-0.023,True,2,ASHOKLEY
2026-03-10,2026-03-12,142.5,138.6,-0.02,-0.023,True,2,CANBK
2026-03-10,2026-03-12,7380.0,7175.0,-0.02,-0.023,True,2,EICHERMOT
2026-03-10,2026-03-12,277.25,265.75,-0.02,-0.023,True,2,FEDERALBNK
2026-03-10,2026-03-12,101.6,98.5,-0.02,-0.023,True,2,IDBI
2026-03-10,2026-03-12,892.0,870.0,-0.02,-0.023,True,2,INDUSINDBK
2026-03-10,2026-03-12,17500.0,17981.0,0.027486,0.024486,False,2,PTCIL
2026-03-11,2026-03-12,4537.0,4300.0,-0.02,-0.023,True,1,KEI
2026-03-11,2026-03-12,7690.0,7400.0,-0.02,-0.023,True,1,POLYCAB
2026-03-05,2026-03-13,14221.0,13899.0,-0.02,-0.023,True,8,ZFCVINDIA
2026-03-10,2026-03-13,33560.0,34250.0,0.02056,0.01756,False,3,3MINDIA
2026-03-10,2026-03-13,9449.5,9075.0,-0.02,-0.023,True,3,BAJAJ-AUTO
2026-03-10,2026-03-13,250.0,242.55,-0.02,-0.023,True,3,CUB
2026-03-10,2026-03-13,640.95,640.7,-0.00039,-0.00339,False,3,GRAPHITE
2026-03-10,2026-03-13,1440.0,1505.0,0.045139,0.042139,False,3,TORNTPOWER
2026-03-11,2026-03-13,372.8,359.9,-0.02,-0.023,True,2,TRIVENI
2026-03-09,2026-03-16,154.0,149.0,-0.02,-0.023,True,7,BANKINDIA
2026-03-09,2026-03-16,526.7,495.4,-0.02,-0.023,True,7,HEG
2026-03-09,2026-03-16,116.25,112.0,-0.02,-0.023,True,7,PNB
2026-03-09,2026-03-16,181.51,172.2,-0.02,-0.023,True,7,UNIONBANK
2026-03-10,2026-03-16,291.0,280.0,-0.02,-0.023,True,6,BANKBARODA
2026-03-10,2026-03-16,912.0,865.0,-0.02,-0.023,True,6,INDIANB
2026-03-10,2026-03-16,296.9,277.55,-0.02,-0.023,True,6,KARURVYSYA
2026-03-10,2026-03-16,1236.9,1200.0,-0.02,-0.023,True,6,NESTLEIND
2026-03-10,2026-03-16,194.01,183.0,-0.02,-0.023,True,6,TATASTEEL
2026-03-11,2026-03-16,158.5016,153.01,-0.02,-0.023,True,5,IOC
2026-03-12,2026-03-16,2019.9,1921.6,-0.02,-0.023,True,4,APLAPOLLO
2026-03-12,2026-03-16,1789.9,1675.1,-0.02,-0.023,True,4,BHARATFORG
2026-03-12,2026-03-16,4300.0,4117.0,-0.02,-0.023,True,4,KEI
2026-03-12,2026-03-16,7400.0,7203.0,-0.02,-0.023,True,4,POLYCAB
2026-03-12,2026-03-16,1412.1,1339.1,-0.02,-0.023,True,4,RRKABEL
2026-03-12,2026-03-16,4050.3999,3820.5,-0.02,-0.023,True,4,SCHAEFFLER
2026-03-13,2026-03-16,900.0,880.6,-0.02,-0.023,True,3,AUBANK
2026-03-13,2026-03-16,9.52,9.32,-0.02,-0.023,True,3,IDEA
2026-03-13,2026-03-16,13899.0,13605.0,-0.02,-0.023,True,3,ZFCVINDIA
